Date,Temp_0m,Temp_1m,Temp_2m,Temp_3m,Temp_4m,Temp_5m,Temp_6m,Temp_7m,Temp_8m,Temp_9m,Temp_10m,Temp_11m,Temp_12m,Temp_Bottom,year,dayofyear,thermoclineDepth_m_thresh0.1,thermoclineDepth_m_maxdiff,stability_Jperm2,buoyancyfrequency_1_s2,EpiTemp_degC,HypoTemp_degC,VolumeWeightedMeanTemp_degC,weekofyear,DeltaSurfaceDeep_degC
1998-01-20,2.4444444444444438,2.11111111111111,2.11111111111111,2.2222222222222223,2.2777777777777786,2.333333333333335,2.4444444444444438,2.5,2.5555555555555562,2.611111111111113,2.7777777777777777,2.9999999999999996,3.1666666666666683,3.3333333333333335,1998,20,NA,10.5,3.300437209092072,3.886158710562615e-5,2.1481481481481475,2.981481481481482,2.5401079679652314,3,-0.8333333333333344
1999-01-20,1.1388888888888884,2.999999999999999,3.083333333333334,3.083333333333334,3.083333333333334,3.0694444444444446,3.0694444444444446,3.0694444444444446,3.125000000000001,3.222222222222221,3.3333333333333335,3.3888888888888897,3.4722222222222214,3.5972222222222223,1999,20,NA,0.5,2.776811636970243,5.78592860969058e-4,3.055555555555556,3.3981481481481484,3.0900896464403087,3,-0.34259259259259256
2000-01-20,1.269841269841271,2.6428571428571437,2.7936507936507926,2.849206349206349,2.944444444444446,2.952380952380954,3.0079365079365066,3.0555555555555554,3.0555555555555554,3.1031746031746037,3.1031746031746037,3.1507936507936516,3.246031746031745,3.4841269841269833,2000,20,NA,0.6428571428571429,3.1923636865213503,5.031450468674677e-4,2.761904761904762,3.166666666666667,2.9273311611724715,3,-0.4047619047619051
2001-01-20,0.641414141414141,2.431818181818183,3.055555555555556,3.303030303030303,3.446969696969696,3.502525252525252,3.502525252525252,3.5101010101010095,3.5656565656565657,3.621212121212122,3.6767676767676787,3.78030303030303,NA,NA,2001,20,NA,0.5,4.572518963964285,7.824266566442146e-4,2.930134680134681,NA,NA,3,NA
2002-01-20,0.49206349206349115,2.2222222222222223,2.293650793650795,2.3492063492063497,2.380952380952382,2.531746031746032,2.7380952380952377,2.9999999999999996,3.1269841269841283,3.222222222222221,3.3492063492063497,3.460317460317461,3.689814814814816,3.6468253968253967,2002,20,NA,0.5,6.252407569637223,7.449786253428363e-4,2.288359788359789,3.499779541446209,2.7598842629014357,3,-1.2114197530864201
2003-01-20,0.19444444444444525,1.7777777777777777,1.9999999999999991,2.0833333333333335,2.166666666666666,2.2222222222222223,2.2777777777777786,2.3055555555555567,2.361111111111111,2.3888888888888893,2.4444444444444438,2.527777777777778,2.638888888888889,2.9722222222222214,2003,20,NA,0.5,6.334896538272385,7.802363195027011e-4,1.9537037037037035,2.5370370370370368,2.193199552597104,3,-0.5833333333333333
2004-01-20,0.24999999999999878,1.436507936507935,1.57936507936508,1.5912698412698418,1.6468253968253983,1.6706349206349216,1.71825396825397,1.7420634920634932,1.7976190476190466,1.8095238095238086,1.865079365079365,1.9642857142857146,2.0634920634920624,2.321428571428573,2004,20,NA,0.5,5.806955139726318,6.128145594533339e-4,1.5357142857142856,1.964285714285714,1.6948130020680638,3,-0.4285714285714284
2005-01-20,-0.019607843137254388,2.4575163398692803,2.666666666666665,2.715686274509803,2.7679738562091503,2.7679738562091503,2.872549019607845,2.928104575163397,2.983660130718954,3.0424836601307192,3.1045751633986938,3.2156862745098027,3.222222222222221,3.2320261437908484,2005,20,NA,0.5,5.647813402430365,0.0011378838759405685,2.6132897603485827,3.1808278867102393,2.7549371572813333,3,-0.5675381263616566
2006-01-20,0.9111111111111123,3.4666666666666672,3.533333333333333,3.555555555555556,3.555555555555556,3.555555555555556,3.566666666666667,3.577777777777778,3.577777777777778,3.5888888888888886,3.6,3.6555555555555563,3.7000000000000015,3.7888888888888883,2006,20,NA,0.5,2.7104882991766184,7.378038423789297e-4,3.5185185185185186,3.651851851851853,3.4593840735990598,3,-0.1333333333333342
2007-01-20,2.319444444444445,2.5833333333333335,2.611111111111113,2.6527777777777772,2.6527777777777772,2.6527777777777772,2.777777777777779,2.8749999999999982,2.8888888888888875,2.930555555555555,2.986111111111111,3.0555555555555567,3.125000000000001,3.2361111111111107,2007,20,NA,3,1.8530003644853303,6.926525137447337e-5,2.6157407407407414,3.0555555555555562,2.805593750336198,3,-0.4398148148148149
2008-01-20,0.625000000000001,2.958333333333332,3.3055555555555554,3.4305555555555562,3.472222222222223,3.472222222222223,3.472222222222223,3.472222222222223,3.458333333333334,3.5138888888888875,3.527777777777777,3.541666666666666,3.555555555555555,3.708333333333334,2008,20,NA,0.5,3.5186481393153297,8.340659020269363e-4,3.2314814814814814,3.541666666666666,3.299716227282081,3,-0.3101851851851847
2009-01-20,0.1111111111111127,1.7777777777777795,2.2777777777777786,2.4444444444444438,2.5,2.5555555555555562,2.666666666666665,2.7222222222222214,2.7777777777777777,2.8888888888888906,2.944444444444443,2.9999999999999996,3.1666666666666683,3.222222222222221,2009,20,NA,0.5,6.837081133658615,8.352271077188301e-4,2.1666666666666674,3.0370370370370368,2.5266422647592446,3,-0.8703703703703694
2010-01-20,0.5277777777777787,2.203703703703703,2.287037037037038,2.3240740740740753,2.3240740740740753,2.3703703703703694,2.3703703703703694,2.416666666666666,2.4722222222222223,2.5370370370370376,2.6944444444444438,2.8611111111111125,2.944444444444443,3.175925925925927,2010,20,NA,0.5,5.123318726971382,7.344816925114431e-4,2.2716049382716053,2.833333333333333,2.4219084430013114,3,-0.5617283950617278
2011-01-20,0.33333333333333415,3.094771241830066,3.8496732026143787,3.9248366013071903,3.9444444444444455,3.9444444444444455,3.964052287581701,4.000000000000002,4.000000000000002,4.000000000000002,4.000000000000002,4.000000000000002,4.000000000000002,4.1307189542483655,2011,20,0.5,0.5,3.9683738419907826,0.0010113067806582388,3.6230936819172115,4.000000000000002,3.7152824285497537,3,-0.3769063180827903
2012-01-20,0.8629629629629629,2.3296296296296304,2.3851851851851866,2.437037037037036,2.437037037037036,2.437037037037036,2.4888888888888885,2.4888888888888885,2.5407407407407407,2.5925925925925934,2.696296296296295,2.851851851851853,3.007407407407407,3.222222222222221,2012,20,NA,0.5,4.175099366371567,5.691876710341472e-4,2.383950617283951,2.8518518518518516,2.5115874260360598,3,-0.46790123456790056
2013-01-20,0.05555555555555635,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.8888888888888893,2.925925925925927,2.925925925925927,2.962962962962962,3.037037037037037,3.166666666666667,3.351851851851852,3.4814814814814823,2013,20,0.5,0.5,4.858412296112891,0.0011665641386062655,2.8888888888888893,3.1851851851851856,2.866441504174377,3,-0.2962962962962963
2014-01-20,1.930083144368858,4.088813303099018,4.068027210884354,4.0986394557823145,3.986394557823131,3.8866213151927456,3.628873771730916,3.505668934240361,3.3643235071806483,3.1855631141345415,3.1315192743764158,3.098261526832954,3.085789871504156,3.1844293272864705,2014,20,NA,0.8741496598639455,23.85899605614791,0.0011826588665374471,4.0851599899218956,3.105190224237842,3.525804946471354,3,0.9799697656840536
2015-01-20,0.6975308641975307,2.481481481481482,2.78395061728395,2.8950617283950626,2.950617283950619,2.962962962962964,3.0061728395061715,3.0061728395061715,3.0061728395061715,3.0185185185185173,3.0185185185185173,3.061728395061728,3.061728395061728,3.117283950617284,2015,20,NA,0.5,3.6078029032645245,7.013390526794741e-4,2.7201646090534983,3.0473251028806576,2.8254803897745258,3,-0.3271604938271593
2016-01-20,1.782407407407407,1.805555555555556,1.6944444444444433,1.6944444444444433,1.8240740740740748,2.050925925925925,2.2777777777777777,2.374999999999999,2.51851851851852,1.7962962962962965,2.9490740740740744,3.1620370370370363,3.3194444444444446,3.518518518518519,2016,20,NA,6.583333333333334,5.557238335541178,5.320117746789368e-4,1.731481481481481,3.1435185185185186,2.3146935392454058,3,-1.4120370370370376
2017-01-20,0.9092708333333334,3.8969791666666667,3.9852083333333335,3.9283333333333332,3.9075,3.9164583333333334,3.9160416666666666,3.9017708333333334,3.930416666666667,3.918645833333333,NA,NA,NA,NA,2017,20,NA,0.5,2.5332966482918313,7.656577683529881e-4,3.936840277777778,NA,NA,3,NA
2018-01-20,0.4930141129032253,2.2085035842293914,2.5686122311827955,2.731815636200717,2.8225952060931903,2.8772255824372768,2.9243895609319,2.9401097670250897,3.068468862007169,3.26330085125448,NA,NA,NA,NA,2018,20,NA,0.5,5.580216149722649,7.218141193698508e-4,2.502977150537635,NA,NA,3,NA
2019-01-20,1.5370370370370379,2.055555555555556,2.092592592592592,2.111111111111111,2.111111111111111,2.1296296296296298,2.1296296296296298,2.2777777777777772,2.1666666666666674,2.2777777777777772,2.1296296296296298,2.2037037037037046,2.314814814814815,2.4629629629629624,2019,20,NA,4.5,2.110637675677957,2.980071870028422e-4,2.0864197530864197,2.21604938271605,2.1526379590322287,3,-0.1296296296296302
