STATION,NAME,DATE,PRCP_in,SNOW_in,SNWD_in,TMAX_degF,TMIN_degF,TOBS_degF
USC00305426,"MOHONK LAKE, NY US",1990-05-09,0,0,0,75,51,74
USC00305426,"MOHONK LAKE, NY US",1990-05-10,0.87,0,0,75,56,58
USC00305426,"MOHONK LAKE, NY US",1990-05-11,0.8,0,0,58,43,45
USC00305426,"MOHONK LAKE, NY US",1990-05-12,0.01,0,0,62,39,61
USC00305426,"MOHONK LAKE, NY US",1990-05-13,0.81,0,0,61,43,58
USC00305426,"MOHONK LAKE, NY US",1990-05-14,0.44,0,0,68,46,68
USC00305426,"MOHONK LAKE, NY US",1990-05-15,0,0,0,71,51,71
USC00305426,"MOHONK LAKE, NY US",1990-05-16,0.38,0,0,71,55,58
USC00305426,"MOHONK LAKE, NY US",1990-05-17,0.45,0,0,59,54,56
USC00305426,"MOHONK LAKE, NY US",1990-05-18,0.33,0,0,60,49,58
USC00305426,"MOHONK LAKE, NY US",1990-05-19,0,0,0,65,44,63
USC00305426,"MOHONK LAKE, NY US",1990-05-20,0.04,0,0,63,42,55
USC00305426,"MOHONK LAKE, NY US",1990-05-21,0.79,0,0,54,39,42
USC00305426,"MOHONK LAKE, NY US",1990-05-22,0,0,0,56,40,55
USC00305426,"MOHONK LAKE, NY US",1990-05-23,0,0,0,60,40,59
USC00305426,"MOHONK LAKE, NY US",1990-05-24,0,0,0,64,42,64
USC00305426,"MOHONK LAKE, NY US",1990-05-25,0,0,0,71,49,69
USC00305426,"MOHONK LAKE, NY US",1990-05-26,0,0,0,73,53,60
USC00305426,"MOHONK LAKE, NY US",1990-05-27,0,0,0,70,47,60
USC00305426,"MOHONK LAKE, NY US",1990-05-28,0,0,0,76,46,75
USC00305426,"MOHONK LAKE, NY US",1990-05-29,0.38,0,0,76,50,51
USC00305426,"MOHONK LAKE, NY US",1990-05-30,1.34,0,0,65,46,65
USC00305426,"MOHONK LAKE, NY US",1990-05-31,0,0,0,74,46,73
USC00305426,"MOHONK LAKE, NY US",1990-06-01,0,0,0,80,52,79
USC00305426,"MOHONK LAKE, NY US",1990-06-02,0,0,0,80,58,77
USC00305426,"MOHONK LAKE, NY US",1990-06-03,0,0,0,78,62,75
USC00305426,"MOHONK LAKE, NY US",1990-06-04,0.09,0,0,77,55,61
USC00305426,"MOHONK LAKE, NY US",1990-06-05,0,0,0,69,42,69
USC00305426,"MOHONK LAKE, NY US",1990-06-06,0,0,0,73,50,69
USC00305426,"MOHONK LAKE, NY US",1990-06-07,0.11,0,0,78,60,77
USC00305426,"MOHONK LAKE, NY US",1990-06-08,0.05,0,0,78,55,60
USC00305426,"MOHONK LAKE, NY US",1990-06-09,0.06,0,0,74,54,73
USC00305426,"MOHONK LAKE, NY US",1990-06-10,0,0,0,74,55,69
USC00305426,"MOHONK LAKE, NY US",1990-06-11,0.05,0,0,73,54,55
USC00305426,"MOHONK LAKE, NY US",1990-06-12,0,0,0,76,52,74
USC00305426,"MOHONK LAKE, NY US",1990-06-13,0,0,0,74,55,70
USC00305426,"MOHONK LAKE, NY US",1990-06-14,0,0,0,71,60,64
USC00305426,"MOHONK LAKE, NY US",1990-06-15,0.68,0,0,73,56,73
USC00305426,"MOHONK LAKE, NY US",1990-06-16,0,0,0,80,61,80
USC00305426,"MOHONK LAKE, NY US",1990-06-17,0,0,0,82,63,78
USC00305426,"MOHONK LAKE, NY US",1990-06-18,0,0,0,80,62,68
USC00305426,"MOHONK LAKE, NY US",1990-06-19,0.9,0,0,76,62,63
USC00305426,"MOHONK LAKE, NY US",1990-06-20,0.04,0,0,70,57,69
USC00305426,"MOHONK LAKE, NY US",1990-06-21,0,0,0,73,61,72
USC00305426,"MOHONK LAKE, NY US",1990-06-22,0.34,0,0,79,61,76
USC00305426,"MOHONK LAKE, NY US",1990-06-23,0.31,0,0,80,61,73
USC00305426,"MOHONK LAKE, NY US",1990-06-24,0,0,0,75,62,69
USC00305426,"MOHONK LAKE, NY US",1990-06-25,0,0,0,75,59,75
USC00305426,"MOHONK LAKE, NY US",1990-06-26,0,0,0,86,57,76
USC00305426,"MOHONK LAKE, NY US",1990-06-27,0,0,0,81,64,81
USC00305426,"MOHONK LAKE, NY US",1990-06-28,0,0,0,82,64,78
USC00305426,"MOHONK LAKE, NY US",1990-06-29,0,0,0,79,56,72
USC00305426,"MOHONK LAKE, NY US",1990-06-30,1.3,0,0,77,63,74
USC00305426,"MOHONK LAKE, NY US",1990-07-01,0.95,0,0,76,59,68
USC00305426,"MOHONK LAKE, NY US",1990-07-02,0.06,0,0,70,57,68
USC00305426,"MOHONK LAKE, NY US",1990-07-03,0,0,0,78,61,78
USC00305426,"MOHONK LAKE, NY US",1990-07-04,0,0,0,86,66,85
USC00305426,"MOHONK LAKE, NY US",1990-07-05,0,0,0,89,76,81
USC00305426,"MOHONK LAKE, NY US",1990-07-06,0.08,0,0,82,53,60
USC00305426,"MOHONK LAKE, NY US",1990-07-07,0,0,0,73,53,71
USC00305426,"MOHONK LAKE, NY US",1990-07-08,0,0,0,74,51,68
USC00305426,"MOHONK LAKE, NY US",1990-07-09,0,0,0,78,63,78
USC00305426,"MOHONK LAKE, NY US",1990-07-10,0,0,0,82,65,80
USC00305426,"MOHONK LAKE, NY US",1990-07-11,0,0,0,80,60,64
USC00305426,"MOHONK LAKE, NY US",1990-07-12,1.76,0,0,64,53,56
USC00305426,"MOHONK LAKE, NY US",1990-07-13,0.7,0,0,67,54,67
USC00305426,"MOHONK LAKE, NY US",1990-07-14,0.02,0,0,68,58,66
USC00305426,"MOHONK LAKE, NY US",1990-07-15,0.01,0,0,78,62,75
USC00305426,"MOHONK LAKE, NY US",1990-07-16,1.6,0,0,79,67,74
USC00305426,"MOHONK LAKE, NY US",1990-07-17,0,0,0,82,66,82
USC00305426,"MOHONK LAKE, NY US",1990-07-18,0,0,0,84,70,84
USC00305426,"MOHONK LAKE, NY US",1990-07-19,0,0,0,86,70,85
USC00305426,"MOHONK LAKE, NY US",1990-07-20,0,0,0,86,70,82
USC00305426,"MOHONK LAKE, NY US",1990-07-21,0,0,0,84,67,74
USC00305426,"MOHONK LAKE, NY US",1990-07-22,0,0,0,82,65,79
USC00305426,"MOHONK LAKE, NY US",1990-07-23,0,0,0,81,69,79
USC00305426,"MOHONK LAKE, NY US",1990-07-24,0.95,0,0,79,63,75
USC00305426,"MOHONK LAKE, NY US",1990-07-25,0,0,0,82,64,81
USC00305426,"MOHONK LAKE, NY US",1990-07-26,0,0,0,82,64,82
USC00305426,"MOHONK LAKE, NY US",1990-07-27,0,0,0,84,65,81
USC00305426,"MOHONK LAKE, NY US",1990-07-28,0,0,0,83,64,79
USC00305426,"MOHONK LAKE, NY US",1990-07-29,0,0,0,83,66,80
USC00305426,"MOHONK LAKE, NY US",1990-07-30,0,0,0,80,64,80
USC00305426,"MOHONK LAKE, NY US",1990-07-31,0.17,0,0,80,65,70
USC00305426,"MOHONK LAKE, NY US",1990-08-01,0.17,0,0,75,57,72
USC00305426,"MOHONK LAKE, NY US",1990-08-02,0,0,0,84,59,80
USC00305426,"MOHONK LAKE, NY US",1990-08-03,0,0,0,86,65,86
USC00305426,"MOHONK LAKE, NY US",1990-08-04,0,0,0,88,65,85
USC00305426,"MOHONK LAKE, NY US",1990-08-05,0.02,0,0,87,67,69
USC00305426,"MOHONK LAKE, NY US",1990-08-06,2.2,0,0,73,60,73
USC00305426,"MOHONK LAKE, NY US",1990-08-07,2.2,0,0,73,64,69
USC00305426,"MOHONK LAKE, NY US",1990-08-08,0,0,0,78,60,77
USC00305426,"MOHONK LAKE, NY US",1990-08-09,0,0,0,77,61,73
USC00305426,"MOHONK LAKE, NY US",1990-08-10,0.18,0,0,74,63,66
USC00305426,"MOHONK LAKE, NY US",1990-08-11,0.44,0,0,77,64,75
USC00305426,"MOHONK LAKE, NY US",1990-08-12,0,0,0,80,63,79
USC00305426,"MOHONK LAKE, NY US",1990-08-13,0.05,0,0,80,68,78
USC00305426,"MOHONK LAKE, NY US",1990-08-14,0.57,0,0,79,59,75
USC00305426,"MOHONK LAKE, NY US",1990-08-15,0,0,0,78,59,78
USC00305426,"MOHONK LAKE, NY US",1990-08-16,0,0,0,81,65,80
USC00305426,"MOHONK LAKE, NY US",1990-08-17,0,0,0,83,65,81
USC00305426,"MOHONK LAKE, NY US",1990-08-18,0,0,0,83,70,83
USC00305426,"MOHONK LAKE, NY US",1990-08-19,0.01,0,0,83,55,56
USC00305426,"MOHONK LAKE, NY US",1990-08-20,0.23,0,0,61,52,61
USC00305426,"MOHONK LAKE, NY US",1990-08-21,0.16,0,0,61,51,59
USC00305426,"MOHONK LAKE, NY US",1990-08-22,0,0,0,69,57,68
USC00305426,"MOHONK LAKE, NY US",1990-08-23,0.16,0,0,68,57,61
USC00305426,"MOHONK LAKE, NY US",1990-08-24,1.25,0,0,66,58,65
USC00305426,"MOHONK LAKE, NY US",1990-08-25,0.51,0,0,74,64,72
USC00305426,"MOHONK LAKE, NY US",1990-08-26,0,0,0,79,65,77
USC00305426,"MOHONK LAKE, NY US",1990-08-27,0.25,0,0,81,68,75
USC00305426,"MOHONK LAKE, NY US",1990-08-28,0.15,0,0,82,67,81
USC00305426,"MOHONK LAKE, NY US",1990-08-29,0.15,0,0,82,65,75
USC00305426,"MOHONK LAKE, NY US",1990-08-30,0,0,0,77,58,75
USC00305426,"MOHONK LAKE, NY US",1990-08-31,0,0,0,76,57,74
USC00305426,"MOHONK LAKE, NY US",1990-09-01,0,0,0,78,61,77
USC00305426,"MOHONK LAKE, NY US",1990-09-02,0,0,0,80,67,79
USC00305426,"MOHONK LAKE, NY US",1990-09-03,0,0,0,82,55,65
USC00305426,"MOHONK LAKE, NY US",1990-09-04,0,0,0,71,55,71
USC00305426,"MOHONK LAKE, NY US",1990-09-05,0,0,0,73,58,72
USC00305426,"MOHONK LAKE, NY US",1990-09-06,0,0,0,76,65,76
USC00305426,"MOHONK LAKE, NY US",1990-09-07,0,0,0,77,66,72
USC00305426,"MOHONK LAKE, NY US",1990-09-08,0,0,0,76,45,61
USC00305426,"MOHONK LAKE, NY US",1990-09-09,0,0,0,64,48,56
USC00305426,"MOHONK LAKE, NY US",1990-09-10,0.09,0,0,74,53,74
USC00305426,"MOHONK LAKE, NY US",1990-09-11,0,0,0,76,64,75
USC00305426,"MOHONK LAKE, NY US",1990-09-12,0.02,0,0,75,63,75
USC00305426,"MOHONK LAKE, NY US",1990-09-13,0,0,0,80,64,78
USC00305426,"MOHONK LAKE, NY US",1990-09-14,0,0,0,78,64,74
USC00305426,"MOHONK LAKE, NY US",1990-09-15,0.5,0,0,75,60,67
USC00305426,"MOHONK LAKE, NY US",1990-09-16,0,0,0,69,51,57
USC00305426,"MOHONK LAKE, NY US",1990-09-17,0.05,0,0,58,42,51
USC00305426,"MOHONK LAKE, NY US",1990-09-18,0,0,0,61,39,60
USC00305426,"MOHONK LAKE, NY US",1990-09-19,0.01,0,0,61,42,54
USC00305426,"MOHONK LAKE, NY US",1990-09-20,0.16,0,0,62,49,62
USC00305426,"MOHONK LAKE, NY US",1990-09-21,0,0,0,63,47,63
USC00305426,"MOHONK LAKE, NY US",1990-09-22,0.22,0,0,64,50,57
USC00305426,"MOHONK LAKE, NY US",1990-09-23,0.02,0,0,59,48,55
USC00305426,"MOHONK LAKE, NY US",1990-09-24,0,0,0,58,44,57
USC00305426,"MOHONK LAKE, NY US",1990-09-25,0,0,0,65,43,65
USC00305426,"MOHONK LAKE, NY US",1990-09-26,0,0,0,65,50,58
USC00305426,"MOHONK LAKE, NY US",1990-09-27,0,0,0,68,52,67
USC00305426,"MOHONK LAKE, NY US",1990-09-28,0,0,0,72,57,72
USC00305426,"MOHONK LAKE, NY US",1990-09-29,0,0,0,73,58,72
USC00305426,"MOHONK LAKE, NY US",1990-09-30,0,0,0,74,58,67
USC00305426,"MOHONK LAKE, NY US",1990-10-01,0.05,0,0,68,48,60
USC00305426,"MOHONK LAKE, NY US",1990-10-02,0,0,0,60,49,58
USC00305426,"MOHONK LAKE, NY US",1990-10-03,0,0,0,66,47,65
USC00305426,"MOHONK LAKE, NY US",1990-10-04,0.45,0,0,65,53,63
USC00305426,"MOHONK LAKE, NY US",1990-10-05,0,0,0,67,48,67
USC00305426,"MOHONK LAKE, NY US",1990-10-06,0,0,0,79,58,78
USC00305426,"MOHONK LAKE, NY US",1990-10-07,0,0,0,79,60,78
USC00305426,"MOHONK LAKE, NY US",1990-10-08,0,0,0,78,63,74
USC00305426,"MOHONK LAKE, NY US",1990-10-09,0,0,0,74,53,70
USC00305426,"MOHONK LAKE, NY US",1990-10-10,0,0,0,73,52,62
USC00305426,"MOHONK LAKE, NY US",1990-10-11,0.17,0,0,69,57,68
USC00305426,"MOHONK LAKE, NY US",1990-10-12,0,0,0,71,62,71
USC00305426,"MOHONK LAKE, NY US",1990-10-13,0.4,0,0,72,63,68
USC00305426,"MOHONK LAKE, NY US",1990-10-14,2.92,0,0,71,61,70
USC00305426,"MOHONK LAKE, NY US",1990-10-15,0,0,0,71,60,66
USC00305426,"MOHONK LAKE, NY US",1990-10-16,0,0,0,67,47,60
USC00305426,"MOHONK LAKE, NY US",1990-10-17,0,0,0,67,48,66
USC00305426,"MOHONK LAKE, NY US",1990-10-18,0,0,0,68,55,66
USC00305426,"MOHONK LAKE, NY US",1990-10-19,0.62,0,0,66,40,46
USC00305426,"MOHONK LAKE, NY US",1990-10-20,0,0,0,54,36,53
USC00305426,"MOHONK LAKE, NY US",1990-10-21,0,0,0,59,42,58
USC00305426,"MOHONK LAKE, NY US",1990-10-22,0,0,0,60,48,60
USC00305426,"MOHONK LAKE, NY US",1990-10-23,0.7,0,0,61,58,58
USC00305426,"MOHONK LAKE, NY US",1990-10-24,1.75,0,0,60,51,58
USC00305426,"MOHONK LAKE, NY US",1990-10-25,0,0,0,59,39,51
USC00305426,"MOHONK LAKE, NY US",1990-10-26,0,0,0,51,40,41
USC00305426,"MOHONK LAKE, NY US",1990-10-27,0,0,0,47,28,46
USC00305426,"MOHONK LAKE, NY US",1990-10-28,0,0,0,47,39,47
USC00305426,"MOHONK LAKE, NY US",1990-10-29,0,0,0,47,34,43
USC00305426,"MOHONK LAKE, NY US",1990-10-30,0,0,0,56,32,55
USC00305426,"MOHONK LAKE, NY US",1990-10-31,0,0,0,56,38,50
USC00305426,"MOHONK LAKE, NY US",1990-11-01,0,0,0,60,36,59
USC00305426,"MOHONK LAKE, NY US",1990-11-02,0,0,0,67,52,66
USC00305426,"MOHONK LAKE, NY US",1990-11-03,0,0,0,73,56,71
USC00305426,"MOHONK LAKE, NY US",1990-11-04,0,0,0,73,59,63
USC00305426,"MOHONK LAKE, NY US",1990-11-05,0,0,0,64,43,50
USC00305426,"MOHONK LAKE, NY US",1990-11-06,0.68,0,0,51,44,47
USC00305426,"MOHONK LAKE, NY US",1990-11-07,0,0,0,47,33,44
USC00305426,"MOHONK LAKE, NY US",1990-11-08,0,0,0,44,33,39
USC00305426,"MOHONK LAKE, NY US",1990-11-09,0,0,0,40,25,39
USC00305426,"MOHONK LAKE, NY US",1990-11-10,2,0,0,43,34,41
USC00305426,"MOHONK LAKE, NY US",1990-11-11,0.15,0,0,42,31,37
USC00305426,"MOHONK LAKE, NY US",1990-11-12,0,0,0,40,27,35
USC00305426,"MOHONK LAKE, NY US",1990-11-13,0,0,0,35,23,32
USC00305426,"MOHONK LAKE, NY US",1990-11-14,0,0,0,42,24,42
USC00305426,"MOHONK LAKE, NY US",1990-11-15,0,0,0,64,36,64
USC00305426,"MOHONK LAKE, NY US",1990-11-16,0,0,0,65,53,63
USC00305426,"MOHONK LAKE, NY US",1990-11-17,0.15,0,0,63,37,38
USC00305426,"MOHONK LAKE, NY US",1990-11-18,0.01,0,0,39,24,33
USC00305426,"MOHONK LAKE, NY US",1990-11-19,0,0,0,40,20,39
USC00305426,"MOHONK LAKE, NY US",1990-11-20,0,0,0,46,26,43
USC00305426,"MOHONK LAKE, NY US",1990-11-21,0,0,0,44,31,41
USC00305426,"MOHONK LAKE, NY US",1990-11-22,0,0,0,46,36,46
USC00305426,"MOHONK LAKE, NY US",1990-11-23,0.2,0,0,46,32,44
USC00305426,"MOHONK LAKE, NY US",1990-11-24,0.03,0,0,45,34,38
USC00305426,"MOHONK LAKE, NY US",1990-11-25,0,0,0,57,33,55
USC00305426,"MOHONK LAKE, NY US",1990-11-26,0,0,0,56,33,44
USC00305426,"MOHONK LAKE, NY US",1990-11-27,0,0,0,49,36,48
USC00305426,"MOHONK LAKE, NY US",1990-11-28,0,0,0,62,46,60
USC00305426,"MOHONK LAKE, NY US",1990-11-29,0,0,0,63,38,39
USC00305426,"MOHONK LAKE, NY US",1990-11-30,0,0,0,39,27,35
USC00305426,"MOHONK LAKE, NY US",1990-12-01,0,0,0,46,26,44
USC00305426,"MOHONK LAKE, NY US",1990-12-02,0,0,0,49,39,47
USC00305426,"MOHONK LAKE, NY US",1990-12-03,0.25,1.8,2,47,27,30
USC00305426,"MOHONK LAKE, NY US",1990-12-04,3.3,0,0,54,25,39
USC00305426,"MOHONK LAKE, NY US",1990-12-05,0,0,0,39,23,28
USC00305426,"MOHONK LAKE, NY US",1990-12-06,0,0,0,37,24,36
USC00305426,"MOHONK LAKE, NY US",1990-12-07,0,0,0,38,31,37
USC00305426,"MOHONK LAKE, NY US",1990-12-08,0,0,0,40,30,38
USC00305426,"MOHONK LAKE, NY US",1990-12-09,0,0,0,43,31,42
USC00305426,"MOHONK LAKE, NY US",1990-12-10,0,0,0,45,31,40
USC00305426,"MOHONK LAKE, NY US",1990-12-11,0,0,0,40,18,29
USC00305426,"MOHONK LAKE, NY US",1990-12-12,0,0,0,42,24,41
USC00305426,"MOHONK LAKE, NY US",1990-12-13,0,0,0,53,37,44
USC00305426,"MOHONK LAKE, NY US",1990-12-14,0,0,0,45,18,29
USC00305426,"MOHONK LAKE, NY US",1990-12-15,0.45,0.7,1,33,21,31
USC00305426,"MOHONK LAKE, NY US",1990-12-16,0.15,0,0,40,30,38
USC00305426,"MOHONK LAKE, NY US",1990-12-17,0,0,0,40,30,35
USC00305426,"MOHONK LAKE, NY US",1990-12-18,0.63,0,0,40,29,39
USC00305426,"MOHONK LAKE, NY US",1990-12-19,0.22,0,0,45,37,40
USC00305426,"MOHONK LAKE, NY US",1990-12-20,0,0,0,42,21,31
USC00305426,"MOHONK LAKE, NY US",1990-12-21,0.31,0,0,44,27,43
USC00305426,"MOHONK LAKE, NY US",1990-12-22,0.2,0,0,55,42,53
USC00305426,"MOHONK LAKE, NY US",1990-12-23,0.15,0,0,60,51,56
USC00305426,"MOHONK LAKE, NY US",1990-12-24,0.92,0,0,57,29,30
USC00305426,"MOHONK LAKE, NY US",1990-12-25,0,0,0,32,18,25
USC00305426,"MOHONK LAKE, NY US",1990-12-26,0,0,0,29,19,25
USC00305426,"MOHONK LAKE, NY US",1990-12-27,0,0,0,25,11,19
USC00305426,"MOHONK LAKE, NY US",1990-12-28,0.69,7.3,7,29,15,29
USC00305426,"MOHONK LAKE, NY US",1990-12-29,0.38,0,4,36,27,33
USC00305426,"MOHONK LAKE, NY US",1990-12-30,0.3,0,2,52,37,47
USC00305426,"MOHONK LAKE, NY US",1990-12-31,0.1,0,0,52,24,27
USC00305426,"MOHONK LAKE, NY US",1991-01-01,0,0,0,33,16,31
USC00305426,"MOHONK LAKE, NY US",1991-01-02,0,0,0,40,28,38
USC00305426,"MOHONK LAKE, NY US",1991-01-03,0,0,0,39,26,29
USC00305426,"MOHONK LAKE, NY US",1991-01-04,0,0,0,29,19,28
USC00305426,"MOHONK LAKE, NY US",1991-01-05,0,0,0,30,21,30
USC00305426,"MOHONK LAKE, NY US",1991-01-06,0.02,0,0,37,24,34
USC00305426,"MOHONK LAKE, NY US",1991-01-07,0,0,0,37,23,24
USC00305426,"MOHONK LAKE, NY US",1991-01-08,0,0,0,25,4,18
USC00305426,"MOHONK LAKE, NY US",1991-01-09,0.34,1.4,1,29,13,29
USC00305426,"MOHONK LAKE, NY US",1991-01-10,0,0,1,34,27,28
USC00305426,"MOHONK LAKE, NY US",1991-01-11,0.13,1.5,3,29,7,9
USC00305426,"MOHONK LAKE, NY US",1991-01-12,0.89,3.8,7,27,7,27
USC00305426,"MOHONK LAKE, NY US",1991-01-13,0,0,7,31,16,26
USC00305426,"MOHONK LAKE, NY US",1991-01-14,0,0,7,32,12,28
USC00305426,"MOHONK LAKE, NY US",1991-01-15,0,0,6,42,25,41
USC00305426,"MOHONK LAKE, NY US",1991-01-16,0.61,0,5,44,32,44
USC00305426,"MOHONK LAKE, NY US",1991-01-17,0.04,0,4,45,34,34
USC00305426,"MOHONK LAKE, NY US",1991-01-18,0,0,4,36,27,33
USC00305426,"MOHONK LAKE, NY US",1991-01-19,0,0,4,40,25,39
USC00305426,"MOHONK LAKE, NY US",1991-01-20,0,0,4,45,32,44
USC00305426,"MOHONK LAKE, NY US",1991-01-21,0.15,2.2,6,44,10,12
USC00305426,"MOHONK LAKE, NY US",1991-01-22,0,0,6,13,-3,12
USC00305426,"MOHONK LAKE, NY US",1991-01-23,0,0,6,24,2,24
USC00305426,"MOHONK LAKE, NY US",1991-01-24,0,0,5,31,21,28
USC00305426,"MOHONK LAKE, NY US",1991-01-25,0,0,5,29,1,28
USC00305426,"MOHONK LAKE, NY US",1991-01-26,0,0,5,28,3,23
USC00305426,"MOHONK LAKE, NY US",1991-01-27,0,0,5,33,19,31
USC00305426,"MOHONK LAKE, NY US",1991-01-28,0.1,1,6,40,25,40
USC00305426,"MOHONK LAKE, NY US",1991-01-29,0,0,6,40,29,40
USC00305426,"MOHONK LAKE, NY US",1991-01-30,0.19,0,4,44,33,38
USC00305426,"MOHONK LAKE, NY US",1991-01-31,0.39,0.3,3,39,17,22
USC00305426,"MOHONK LAKE, NY US",1991-02-01,0,0,3,27,15,26
USC00305426,"MOHONK LAKE, NY US",1991-02-02,0,0,3,43,18,43
USC00305426,"MOHONK LAKE, NY US",1991-02-03,0,0,2,56,41,55
USC00305426,"MOHONK LAKE, NY US",1991-02-04,0,0,2,62,45,58
USC00305426,"MOHONK LAKE, NY US",1991-02-05,0.01,0,1,60,47,53
USC00305426,"MOHONK LAKE, NY US",1991-02-06,0,0,0,53,37,48
USC00305426,"MOHONK LAKE, NY US",1991-02-07,0.51,0,0,48,34,38
USC00305426,"MOHONK LAKE, NY US",1991-02-08,0.02,0,0,43,33,42
USC00305426,"MOHONK LAKE, NY US",1991-02-09,0,0,0,46,31,43
USC00305426,"MOHONK LAKE, NY US",1991-02-10,0,0,0,43,29,39
USC00305426,"MOHONK LAKE, NY US",1991-02-11,0,0,0,39,21,24
USC00305426,"MOHONK LAKE, NY US",1991-02-12,0,0,0,24,3,22
USC00305426,"MOHONK LAKE, NY US",1991-02-13,0,0,0,34,10,31
USC00305426,"MOHONK LAKE, NY US",1991-02-14,0.87,4.3,2,34,22,33
USC00305426,"MOHONK LAKE, NY US",1991-02-15,0,0,2,35,26,28
USC00305426,"MOHONK LAKE, NY US",1991-02-16,0,0,2,28,3,18
USC00305426,"MOHONK LAKE, NY US",1991-02-17,0,0.1,2,32,12,31
USC00305426,"MOHONK LAKE, NY US",1991-02-18,0,0,2,32,18,28
USC00305426,"MOHONK LAKE, NY US",1991-02-19,0.24,0,1,38,25,38
USC00305426,"MOHONK LAKE, NY US",1991-02-20,0.04,0,0,50,37,43
USC00305426,"MOHONK LAKE, NY US",1991-02-21,0,0,0,47,27,46
USC00305426,"MOHONK LAKE, NY US",1991-02-22,0,0,0,52,37,44
USC00305426,"MOHONK LAKE, NY US",1991-02-23,0,0,0,44,10,21
USC00305426,"MOHONK LAKE, NY US",1991-02-24,0,0,0,34,9,34
USC00305426,"MOHONK LAKE, NY US",1991-02-25,0,0,0,37,26,32
USC00305426,"MOHONK LAKE, NY US",1991-02-26,0.01,0.1,0,32,19,28
USC00305426,"MOHONK LAKE, NY US",1991-02-27,0.1,2,1,28,19,28
USC00305426,"MOHONK LAKE, NY US",1991-02-28,0,0,1,36,20,30
USC00305426,"MOHONK LAKE, NY US",1991-03-01,0.07,0.4,0,56,25,53
USC00305426,"MOHONK LAKE, NY US",1991-03-02,0.15,0,0,64,43,63
USC00305426,"MOHONK LAKE, NY US",1991-03-03,0,0,0,63,44,49
USC00305426,"MOHONK LAKE, NY US",1991-03-04,2.04,0,0,49,34,44
USC00305426,"MOHONK LAKE, NY US",1991-03-05,0,0,0,46,30,45
USC00305426,"MOHONK LAKE, NY US",1991-03-06,0,0,0,53,29,49
USC00305426,"MOHONK LAKE, NY US",1991-03-07,0.39,0,0,49,35,35
USC00305426,"MOHONK LAKE, NY US",1991-03-08,0,0,0,36,19,31
USC00305426,"MOHONK LAKE, NY US",1991-03-09,0,0,0,37,19,36
USC00305426,"MOHONK LAKE, NY US",1991-03-10,0,0,0,36,18,32
USC00305426,"MOHONK LAKE, NY US",1991-03-11,0,0,0,34,17,31
USC00305426,"MOHONK LAKE, NY US",1991-03-12,0,0,0,39,16,36
USC00305426,"MOHONK LAKE, NY US",1991-03-13,0,0,0,40,22,38
USC00305426,"MOHONK LAKE, NY US",1991-03-14,0.27,3.7,4,38,29,32
USC00305426,"MOHONK LAKE, NY US",1991-03-15,0.39,6.4,8,33,28,33
USC00305426,"MOHONK LAKE, NY US",1991-03-16,0,0,4,48,28,45
USC00305426,"MOHONK LAKE, NY US",1991-03-17,0,0,2,53,27,52
USC00305426,"MOHONK LAKE, NY US",1991-03-18,0.58,0.5,1,52,26,40
USC00305426,"MOHONK LAKE, NY US",1991-03-19,0.02,0,0,49,36,48
USC00305426,"MOHONK LAKE, NY US",1991-03-20,0,0,0,48,36,45
USC00305426,"MOHONK LAKE, NY US",1991-03-21,0,0,0,47,30,44
USC00305426,"MOHONK LAKE, NY US",1991-03-22,0.2,0,0,44,28,35
USC00305426,"MOHONK LAKE, NY US",1991-03-23,0.42,0.2,0,35,30,32
USC00305426,"MOHONK LAKE, NY US",1991-03-24,0.24,0,0,42,29,39
USC00305426,"MOHONK LAKE, NY US",1991-03-25,0.02,0,0,44,36,40
USC00305426,"MOHONK LAKE, NY US",1991-03-26,0.04,0,0,49,31,48
USC00305426,"MOHONK LAKE, NY US",1991-03-27,0.14,0,0,48,37,44
USC00305426,"MOHONK LAKE, NY US",1991-03-28,0.03,0,0,66,43,64
USC00305426,"MOHONK LAKE, NY US",1991-03-29,0,0,0,64,42,48
USC00305426,"MOHONK LAKE, NY US",1991-03-30,0.04,0.3,0,48,26,39
USC00305426,"MOHONK LAKE, NY US",1991-03-31,0,0,0,45,20,44
USC00305426,"MOHONK LAKE, NY US",1991-04-01,0,0,0,43,28,39
USC00305426,"MOHONK LAKE, NY US",1991-04-02,0.02,0,0,43,33,41
USC00305426,"MOHONK LAKE, NY US",1991-04-03,0,0,0,52,29,52
USC00305426,"MOHONK LAKE, NY US",1991-04-04,0,0,0,63,37,60
USC00305426,"MOHONK LAKE, NY US",1991-04-05,0,0,0,60,42,54
USC00305426,"MOHONK LAKE, NY US",1991-04-06,0,0,0,75,50,74
USC00305426,"MOHONK LAKE, NY US",1991-04-07,0,0,0,85,52,83
USC00305426,"MOHONK LAKE, NY US",1991-04-08,0,0,0,83,58,80
USC00305426,"MOHONK LAKE, NY US",1991-04-09,0,0,0,80,59,77
USC00305426,"MOHONK LAKE, NY US",1991-04-10,0.02,0,0,77,59,64
USC00305426,"MOHONK LAKE, NY US",1991-04-11,0,0,0,64,35,49
USC00305426,"MOHONK LAKE, NY US",1991-04-12,0,0,0,49,29,48
USC00305426,"MOHONK LAKE, NY US",1991-04-13,0,0,0,49,35,40
USC00305426,"MOHONK LAKE, NY US",1991-04-14,0.07,0,0,58,31,51
