STATION,NAME,DATE,PRCP_in,SNOW_in,SNWD_in,TMAX_degF,TMIN_degF,TOBS_degF
USC00305426,"MOHONK LAKE, NY US",1984-01-01,0,0,2,23,13,23
USC00305426,"MOHONK LAKE, NY US",1984-01-02,0.02,0.6,2,24,13,24
USC00305426,"MOHONK LAKE, NY US",1984-01-03,0,0,2,29,23,27
USC00305426,"MOHONK LAKE, NY US",1984-01-04,0,0,2,31,25,31
USC00305426,"MOHONK LAKE, NY US",1984-01-05,0,0,2,36,29,34
USC00305426,"MOHONK LAKE, NY US",1984-01-06,0.09,1.9,3,35,29,32
USC00305426,"MOHONK LAKE, NY US",1984-01-07,0,0,2,33,25,25
USC00305426,"MOHONK LAKE, NY US",1984-01-08,0.01,0.4,2,25,5,16
USC00305426,"MOHONK LAKE, NY US",1984-01-09,0,0.1,2,28,15,26
USC00305426,"MOHONK LAKE, NY US",1984-01-10,0.19,3,5,33,15,29
USC00305426,"MOHONK LAKE, NY US",1984-01-11,0.33,4.5,10,29,10,15
USC00305426,"MOHONK LAKE, NY US",1984-01-12,0,0,10,15,-4,7
USC00305426,"MOHONK LAKE, NY US",1984-01-13,0.02,0.5,10,14,-1,14
USC00305426,"MOHONK LAKE, NY US",1984-01-14,0.15,1.8,11,31,10,29
USC00305426,"MOHONK LAKE, NY US",1984-01-15,0,0,11,29,11,15
USC00305426,"MOHONK LAKE, NY US",1984-01-16,0,0,11,15,-3,12
USC00305426,"MOHONK LAKE, NY US",1984-01-17,0,0,10,26,9,26
USC00305426,"MOHONK LAKE, NY US",1984-01-18,0.05,0.9,11,26,17,21
USC00305426,"MOHONK LAKE, NY US",1984-01-19,0.12,1.2,12,23,17,19
USC00305426,"MOHONK LAKE, NY US",1984-01-20,0,0,11,19,7,11
USC00305426,"MOHONK LAKE, NY US",1984-01-21,0,0,11,11,-4,7
USC00305426,"MOHONK LAKE, NY US",1984-01-22,0,0,11,15,-1,13
USC00305426,"MOHONK LAKE, NY US",1984-01-23,0,0,10,29,9,26
USC00305426,"MOHONK LAKE, NY US",1984-01-24,0.55,0,10,38,19,36
USC00305426,"MOHONK LAKE, NY US",1984-01-25,0,0,9,42,34,41
USC00305426,"MOHONK LAKE, NY US",1984-01-26,0,0,9,41,30,35
USC00305426,"MOHONK LAKE, NY US",1984-01-27,0,0,8,51,25,47
USC00305426,"MOHONK LAKE, NY US",1984-01-28,0,0,8,47,15,20
USC00305426,"MOHONK LAKE, NY US",1984-01-29,0,0.4,8,26,13,25
USC00305426,"MOHONK LAKE, NY US",1984-01-30,0.03,0.6,9,33,19,30
USC00305426,"MOHONK LAKE, NY US",1984-01-31,0.28,5,14,30,22,23
USC00305426,"MOHONK LAKE, NY US",1984-02-01,0,0,13,23,4,20
USC00305426,"MOHONK LAKE, NY US",1984-02-02,0,0,13,31,3,29
USC00305426,"MOHONK LAKE, NY US",1984-02-03,0.06,0,11,38,23,38
USC00305426,"MOHONK LAKE, NY US",1984-02-04,0.34,0,8,42,32,34
USC00305426,"MOHONK LAKE, NY US",1984-02-05,0.32,4.6,13,34,26,32
USC00305426,"MOHONK LAKE, NY US",1984-02-06,0.25,3.3,15,36,25,30
USC00305426,"MOHONK LAKE, NY US",1984-02-07,0,0,14,30,15,23
USC00305426,"MOHONK LAKE, NY US",1984-02-08,0,0,14,23,7,23
USC00305426,"MOHONK LAKE, NY US",1984-02-09,0,0,13,35,16,30
USC00305426,"MOHONK LAKE, NY US",1984-02-10,0,0,13,37,12,35
USC00305426,"MOHONK LAKE, NY US",1984-02-11,0.28,0,10,41,32,40
USC00305426,"MOHONK LAKE, NY US",1984-02-12,0,0,9,45,32,40
USC00305426,"MOHONK LAKE, NY US",1984-02-13,0,0,6,48,32,46
USC00305426,"MOHONK LAKE, NY US",1984-02-14,0.03,0,6,47,34,44
USC00305426,"MOHONK LAKE, NY US",1984-02-15,0.89,0,0,51,43,47
USC00305426,"MOHONK LAKE, NY US",1984-02-16,0.29,0,0,47,35,45
USC00305426,"MOHONK LAKE, NY US",1984-02-17,0,0,0,45,36,38
USC00305426,"MOHONK LAKE, NY US",1984-02-18,0.22,0,0,38,35,38
USC00305426,"MOHONK LAKE, NY US",1984-02-19,0.2,0,0,38,35,36
USC00305426,"MOHONK LAKE, NY US",1984-02-20,0.4,0,0,44,35,40
USC00305426,"MOHONK LAKE, NY US",1984-02-21,0,0,0,40,30,37
USC00305426,"MOHONK LAKE, NY US",1984-02-22,0,0,0,46,24,46
USC00305426,"MOHONK LAKE, NY US",1984-02-23,0,0,0,50,33,48
USC00305426,"MOHONK LAKE, NY US",1984-02-24,0.67,0,0,54,38,48
USC00305426,"MOHONK LAKE, NY US",1984-02-25,0.15,0,0,56,40,43
USC00305426,"MOHONK LAKE, NY US",1984-02-26,0.04,0.2,0,43,21,33
USC00305426,"MOHONK LAKE, NY US",1984-02-27,0,0,0,33,19,31
USC00305426,"MOHONK LAKE, NY US",1984-02-28,0.82,1,1,32,25,32
USC00305426,"MOHONK LAKE, NY US",1984-02-29,0.09,0.3,1,36,19,20
USC00305426,"MOHONK LAKE, NY US",1984-03-01,0,0,1,24,12,24
USC00305426,"MOHONK LAKE, NY US",1984-03-02,0,0,1,28,15,25
USC00305426,"MOHONK LAKE, NY US",1984-03-03,0,0,1,28,15,24
USC00305426,"MOHONK LAKE, NY US",1984-03-04,0,0,1,33,13,31
USC00305426,"MOHONK LAKE, NY US",1984-03-05,0.38,2.7,3,31,21,30
USC00305426,"MOHONK LAKE, NY US",1984-03-06,0.25,0,2,38,29,36
USC00305426,"MOHONK LAKE, NY US",1984-03-07,0.25,0,2,36,20,27
USC00305426,"MOHONK LAKE, NY US",1984-03-08,0,0,2,28,6,19
USC00305426,"MOHONK LAKE, NY US",1984-03-09,0.26,4.2,5,24,7,20
USC00305426,"MOHONK LAKE, NY US",1984-03-10,0,0,4,25,2,21
USC00305426,"MOHONK LAKE, NY US",1984-03-11,0,0,4,32,13,23
USC00305426,"MOHONK LAKE, NY US",1984-03-12,0,0,4,24,2,22
USC00305426,"MOHONK LAKE, NY US",1984-03-13,0.38,3.2,7,22,11,17
USC00305426,"MOHONK LAKE, NY US",1984-03-14,2.14,3,8,36,14,35
USC00305426,"MOHONK LAKE, NY US",1984-03-15,0,0,7,42,16,39
USC00305426,"MOHONK LAKE, NY US",1984-03-16,0,0,7,48,29,44
USC00305426,"MOHONK LAKE, NY US",1984-03-17,0.11,0,7,44,28,30
USC00305426,"MOHONK LAKE, NY US",1984-03-18,0,0,6,34,21,31
USC00305426,"MOHONK LAKE, NY US",1984-03-19,0.09,2,7,38,26,36
USC00305426,"MOHONK LAKE, NY US",1984-03-20,0,0,6,49,30,46
USC00305426,"MOHONK LAKE, NY US",1984-03-21,0.15,0,4,46,34,39
USC00305426,"MOHONK LAKE, NY US",1984-03-22,0.1,0,2,41,33,40
USC00305426,"MOHONK LAKE, NY US",1984-03-23,0,0,2,40,31,32
USC00305426,"MOHONK LAKE, NY US",1984-03-24,0,0,1,46,23,41
USC00305426,"MOHONK LAKE, NY US",1984-03-25,0,0,1,46,26,45
USC00305426,"MOHONK LAKE, NY US",1984-03-26,0,0,1,45,24,42
USC00305426,"MOHONK LAKE, NY US",1984-03-27,0,0,0,47,23,44
USC00305426,"MOHONK LAKE, NY US",1984-03-28,0.07,0.9,1,44,29,33
USC00305426,"MOHONK LAKE, NY US",1984-03-29,2.2,21.6,21,33,26,30
USC00305426,"MOHONK LAKE, NY US",1984-03-30,0.08,1,19,36,27,33
USC00305426,"MOHONK LAKE, NY US",1984-03-31,0.11,1.1,15,45,28,41
USC00305426,"MOHONK LAKE, NY US",1984-04-01,0,0,13,51,30,49
USC00305426,"MOHONK LAKE, NY US",1984-04-02,0,0,11,53,31,50
USC00305426,"MOHONK LAKE, NY US",1984-04-03,0,0,9,53,35,51
USC00305426,"MOHONK LAKE, NY US",1984-04-04,0.07,0,8,51,33,37
USC00305426,"MOHONK LAKE, NY US",1984-04-05,2.2,0,5,51,36,48
USC00305426,"MOHONK LAKE, NY US",1984-04-06,0.48,0,0,50,41,42
USC00305426,"MOHONK LAKE, NY US",1984-04-07,0.01,0,0,46,35,42
USC00305426,"MOHONK LAKE, NY US",1984-04-08,0,0,0,43,30,38
USC00305426,"MOHONK LAKE, NY US",1984-04-09,0,0,0,48,25,46
USC00305426,"MOHONK LAKE, NY US",1984-04-10,0,0,0,47,27,46
USC00305426,"MOHONK LAKE, NY US",1984-04-11,0,0,0,59,31,57
USC00305426,"MOHONK LAKE, NY US",1984-04-12,0,0,0,63,41,59
USC00305426,"MOHONK LAKE, NY US",1984-04-13,0.02,0,0,59,36,45
USC00305426,"MOHONK LAKE, NY US",1984-04-14,0.1,0,0,45,37,40
USC00305426,"MOHONK LAKE, NY US",1984-04-15,0.61,0,0,41,38,41
USC00305426,"MOHONK LAKE, NY US",1984-04-16,0.83,0,0,47,37,47
USC00305426,"MOHONK LAKE, NY US",1984-04-17,0.07,0,0,60,43,50
USC00305426,"MOHONK LAKE, NY US",1984-04-18,0.08,0,0,61,39,55
USC00305426,"MOHONK LAKE, NY US",1984-04-19,0.28,0,0,55,43,45
USC00305426,"MOHONK LAKE, NY US",1984-04-20,0.14,0,0,51,39,49
USC00305426,"MOHONK LAKE, NY US",1984-04-21,0,0,0,49,40,41
USC00305426,"MOHONK LAKE, NY US",1984-04-22,0,0,0,52,26,49
USC00305426,"MOHONK LAKE, NY US",1984-04-23,0.11,0,0,49,35,39
USC00305426,"MOHONK LAKE, NY US",1984-04-24,0.25,0,0,47,38,47
USC00305426,"MOHONK LAKE, NY US",1984-04-25,0.02,0,0,52,41,46
USC00305426,"MOHONK LAKE, NY US",1984-04-26,0,0,0,65,39,64
USC00305426,"MOHONK LAKE, NY US",1984-04-27,0,0,0,70,45,68
USC00305426,"MOHONK LAKE, NY US",1984-04-28,0,0,0,68,43,62
USC00305426,"MOHONK LAKE, NY US",1984-04-29,0.04,0,0,77,50,75
USC00305426,"MOHONK LAKE, NY US",1984-04-30,0.04,0,0,75,53,62
USC00305426,"MOHONK LAKE, NY US",1984-05-01,0,0,0,64,48,56
USC00305426,"MOHONK LAKE, NY US",1984-05-02,0,0,0,60,37,58
USC00305426,"MOHONK LAKE, NY US",1984-05-03,0,0,0,59,36,56
USC00305426,"MOHONK LAKE, NY US",1984-05-04,2.26,0,0,56,46,54
USC00305426,"MOHONK LAKE, NY US",1984-05-05,0,0,0,61,43,57
USC00305426,"MOHONK LAKE, NY US",1984-05-06,0,0,0,64,44,62
USC00305426,"MOHONK LAKE, NY US",1984-05-07,0,0,0,70,48,67
USC00305426,"MOHONK LAKE, NY US",1984-05-08,0.67,0,0,67,48,55
USC00305426,"MOHONK LAKE, NY US",1984-05-09,0.14,0,0,56,42,52
USC00305426,"MOHONK LAKE, NY US",1984-05-10,0,0,0,61,41,61
USC00305426,"MOHONK LAKE, NY US",1984-05-11,0,0,0,65,59,64
USC00305426,"MOHONK LAKE, NY US",1984-05-12,0.3,0,0,64,49,52
USC00305426,"MOHONK LAKE, NY US",1984-05-13,0,0,0,63,46,61
USC00305426,"MOHONK LAKE, NY US",1984-05-14,0.34,0,0,61,42,54
USC00305426,"MOHONK LAKE, NY US",1984-05-15,0,0,0,54,39,49
USC00305426,"MOHONK LAKE, NY US",1984-05-16,0.03,0,0,52,39,44
USC00305426,"MOHONK LAKE, NY US",1984-05-17,0,0,0,60,37,56
USC00305426,"MOHONK LAKE, NY US",1984-05-18,0,0,0,59,43,57
USC00305426,"MOHONK LAKE, NY US",1984-05-19,0,0,0,74,46,72
USC00305426,"MOHONK LAKE, NY US",1984-05-20,0,0,0,72,53,59
USC00305426,"MOHONK LAKE, NY US",1984-05-21,0.22,0,0,74,50,73
USC00305426,"MOHONK LAKE, NY US",1984-05-22,0,0,0,78,56,77
USC00305426,"MOHONK LAKE, NY US",1984-05-23,0.08,0,0,77,62,62
USC00305426,"MOHONK LAKE, NY US",1984-05-24,0.19,0,0,72,51,71
USC00305426,"MOHONK LAKE, NY US",1984-05-25,0,0,0,77,56,77
USC00305426,"MOHONK LAKE, NY US",1984-05-26,0,0,0,80,59,71
USC00305426,"MOHONK LAKE, NY US",1984-05-27,0.43,0,0,77,53,68
USC00305426,"MOHONK LAKE, NY US",1984-05-28,0.8,0,0,68,47,50
USC00305426,"MOHONK LAKE, NY US",1984-05-29,3.24,0,0,59,49,58
USC00305426,"MOHONK LAKE, NY US",1984-05-30,1.88,0,0,59,49,51
USC00305426,"MOHONK LAKE, NY US",1984-05-31,0.34,0,0,57,44,56
USC00305426,"MOHONK LAKE, NY US",1984-06-01,0,0,0,65,42,62
USC00305426,"MOHONK LAKE, NY US",1984-06-02,0.02,0,0,69,52,64
USC00305426,"MOHONK LAKE, NY US",1984-06-03,0,0,0,64,53,58
USC00305426,"MOHONK LAKE, NY US",1984-06-04,0,0,0,82,53,77
USC00305426,"MOHONK LAKE, NY US",1984-06-05,0,0,0,83,61,82
USC00305426,"MOHONK LAKE, NY US",1984-06-06,0,0,0,82,64,79
USC00305426,"MOHONK LAKE, NY US",1984-06-07,0.06,0,0,86,68,86
USC00305426,"MOHONK LAKE, NY US",1984-06-08,0,0,0,89,73,87
USC00305426,"MOHONK LAKE, NY US",1984-06-09,0,0,0,89,72,87
USC00305426,"MOHONK LAKE, NY US",1984-06-10,0,0,0,90,72,86
USC00305426,"MOHONK LAKE, NY US",1984-06-11,0,0,0,89,73,87
USC00305426,"MOHONK LAKE, NY US",1984-06-12,0,0,0,88,56,81
USC00305426,"MOHONK LAKE, NY US",1984-06-13,0,0,0,90,68,77
USC00305426,"MOHONK LAKE, NY US",1984-06-14,0.21,0,0,79,64,79
USC00305426,"MOHONK LAKE, NY US",1984-06-15,0,0,0,80,53,68
USC00305426,"MOHONK LAKE, NY US",1984-06-16,0,0,0,69,48,68
USC00305426,"MOHONK LAKE, NY US",1984-06-17,0,0,0,68,56,63
USC00305426,"MOHONK LAKE, NY US",1984-06-18,0.15,0,0,64,57,64
USC00305426,"MOHONK LAKE, NY US",1984-06-19,0,0,0,85,56,82
USC00305426,"MOHONK LAKE, NY US",1984-06-20,0,0,0,83,59,76
USC00305426,"MOHONK LAKE, NY US",1984-06-21,0,0,0,77,55,75
USC00305426,"MOHONK LAKE, NY US",1984-06-22,0,0,0,77,58,75
USC00305426,"MOHONK LAKE, NY US",1984-06-23,0,0,0,77,59,75
USC00305426,"MOHONK LAKE, NY US",1984-06-24,0,0,0,75,60,67
USC00305426,"MOHONK LAKE, NY US",1984-06-25,0.84,0,0,77,59,75
USC00305426,"MOHONK LAKE, NY US",1984-06-26,0,0,0,75,56,66
USC00305426,"MOHONK LAKE, NY US",1984-06-27,0,0,0,79,56,78
USC00305426,"MOHONK LAKE, NY US",1984-06-28,0,0,0,80,64,76
USC00305426,"MOHONK LAKE, NY US",1984-06-29,0.09,0,0,77,63,69
USC00305426,"MOHONK LAKE, NY US",1984-06-30,0.62,0,0,70,59,65
USC00305426,"MOHONK LAKE, NY US",1984-07-01,1.13,0,0,66,61,65
USC00305426,"MOHONK LAKE, NY US",1984-07-02,0,0,0,77,60,76
USC00305426,"MOHONK LAKE, NY US",1984-07-03,0,0,0,77,66,73
USC00305426,"MOHONK LAKE, NY US",1984-07-04,0.06,0,0,80,64,78
USC00305426,"MOHONK LAKE, NY US",1984-07-05,0.19,0,0,79,69,72
USC00305426,"MOHONK LAKE, NY US",1984-07-06,0.36,0,0,72,64,72
USC00305426,"MOHONK LAKE, NY US",1984-07-07,2.5,0,0,73,61,73
USC00305426,"MOHONK LAKE, NY US",1984-07-08,0,0,0,73,51,69
USC00305426,"MOHONK LAKE, NY US",1984-07-09,0,0,0,75,55,70
USC00305426,"MOHONK LAKE, NY US",1984-07-10,0,0,0,76,59,74
USC00305426,"MOHONK LAKE, NY US",1984-07-11,0,0,0,83,64,79
USC00305426,"MOHONK LAKE, NY US",1984-07-12,0.04,0,0,83,64,81
USC00305426,"MOHONK LAKE, NY US",1984-07-13,0,0,0,85,67,81
USC00305426,"MOHONK LAKE, NY US",1984-07-14,0,0,0,87,68,83
USC00305426,"MOHONK LAKE, NY US",1984-07-15,0,0,0,85,71,80
USC00305426,"MOHONK LAKE, NY US",1984-07-16,0.02,0,0,84,68,81
USC00305426,"MOHONK LAKE, NY US",1984-07-17,0.51,0,0,81,62,76
USC00305426,"MOHONK LAKE, NY US",1984-07-18,0.38,0,0,76,63,73
USC00305426,"MOHONK LAKE, NY US",1984-07-19,0.07,0,0,75,58,73
USC00305426,"MOHONK LAKE, NY US",1984-07-20,0,0,0,78,64,76
USC00305426,"MOHONK LAKE, NY US",1984-07-21,0.06,0,0,76,64,67
USC00305426,"MOHONK LAKE, NY US",1984-07-22,0,0,0,80,59,78
USC00305426,"MOHONK LAKE, NY US",1984-07-23,0,0,0,79,67,78
USC00305426,"MOHONK LAKE, NY US",1984-07-24,0,0,0,85,71,82
USC00305426,"MOHONK LAKE, NY US",1984-07-25,0,0,0,83,60,76
USC00305426,"MOHONK LAKE, NY US",1984-07-26,0,0,0,77,57,75
USC00305426,"MOHONK LAKE, NY US",1984-07-27,0.68,0,0,75,56,57
USC00305426,"MOHONK LAKE, NY US",1984-07-28,0,0,0,70,53,68
USC00305426,"MOHONK LAKE, NY US",1984-07-29,0,0,0,76,58,72
USC00305426,"MOHONK LAKE, NY US",1984-07-30,0,0,0,74,61,73
USC00305426,"MOHONK LAKE, NY US",1984-07-31,0,0,0,80,64,79
USC00305426,"MOHONK LAKE, NY US",1984-08-01,0,0,0,84,67,80
USC00305426,"MOHONK LAKE, NY US",1984-08-02,0.13,0,0,81,67,77
USC00305426,"MOHONK LAKE, NY US",1984-08-03,0.08,0,0,79,68,72
USC00305426,"MOHONK LAKE, NY US",1984-08-04,0,0,0,85,66,79
USC00305426,"MOHONK LAKE, NY US",1984-08-05,0.01,0,0,79,66,73
USC00305426,"MOHONK LAKE, NY US",1984-08-06,0,0,0,83,67,81
USC00305426,"MOHONK LAKE, NY US",1984-08-07,0.03,0,0,84,70,74
USC00305426,"MOHONK LAKE, NY US",1984-08-08,0,0,0,83,66,82
USC00305426,"MOHONK LAKE, NY US",1984-08-09,0,0,0,82,68,77
USC00305426,"MOHONK LAKE, NY US",1984-08-10,0.03,0,0,77,68,69
USC00305426,"MOHONK LAKE, NY US",1984-08-11,1.65,0,0,78,66,76
USC00305426,"MOHONK LAKE, NY US",1984-08-12,0.72,0,0,76,66,75
USC00305426,"MOHONK LAKE, NY US",1984-08-13,0.02,0,0,80,67,78
USC00305426,"MOHONK LAKE, NY US",1984-08-14,0,0,0,83,67,81
USC00305426,"MOHONK LAKE, NY US",1984-08-15,0,0,0,83,68,81
USC00305426,"MOHONK LAKE, NY US",1984-08-16,0,0,0,85,68,81
USC00305426,"MOHONK LAKE, NY US",1984-08-17,0,0,0,81,63,76
USC00305426,"MOHONK LAKE, NY US",1984-08-18,0,0,0,76,54,70
USC00305426,"MOHONK LAKE, NY US",1984-08-19,0,0,0,71,59,67
USC00305426,"MOHONK LAKE, NY US",1984-08-20,0.33,0,0,69,55,68
USC00305426,"MOHONK LAKE, NY US",1984-08-21,0,0,0,74,51,74
USC00305426,"MOHONK LAKE, NY US",1984-08-22,0,0,0,77,60,76
USC00305426,"MOHONK LAKE, NY US",1984-08-23,0.15,0,0,76,63,75
USC00305426,"MOHONK LAKE, NY US",1984-08-24,0,0,0,75,57,67
USC00305426,"MOHONK LAKE, NY US",1984-08-25,0,0,0,75,57,70
USC00305426,"MOHONK LAKE, NY US",1984-08-26,0,0,0,76,56,74
USC00305426,"MOHONK LAKE, NY US",1984-08-27,0,0,0,74,64,73
USC00305426,"MOHONK LAKE, NY US",1984-08-28,0,0,0,78,62,77
USC00305426,"MOHONK LAKE, NY US",1984-08-29,0,0,0,78,67,74
USC00305426,"MOHONK LAKE, NY US",1984-08-30,0,0,0,79,66,77
USC00305426,"MOHONK LAKE, NY US",1984-08-31,0,0,0,79,63,74
USC00305426,"MOHONK LAKE, NY US",1984-09-01,0,0,0,74,55,70
USC00305426,"MOHONK LAKE, NY US",1984-09-02,0,0,0,70,56,65
USC00305426,"MOHONK LAKE, NY US",1984-09-03,0.54,0,0,69,56,61
USC00305426,"MOHONK LAKE, NY US",1984-09-04,0.31,0,0,68,53,61
USC00305426,"MOHONK LAKE, NY US",1984-09-05,0,0,0,64,50,63
USC00305426,"MOHONK LAKE, NY US",1984-09-06,0,0,0,63,46,59
USC00305426,"MOHONK LAKE, NY US",1984-09-07,0,0,0,69,45,64
USC00305426,"MOHONK LAKE, NY US",1984-09-08,0,0,0,70,50,68
USC00305426,"MOHONK LAKE, NY US",1984-09-09,0,0,0,71,53,69
USC00305426,"MOHONK LAKE, NY US",1984-09-10,0,0,0,74,57,70
USC00305426,"MOHONK LAKE, NY US",1984-09-11,0.08,0,0,76,60,75
USC00305426,"MOHONK LAKE, NY US",1984-09-12,0.14,0,0,75,53,67
USC00305426,"MOHONK LAKE, NY US",1984-09-13,0,0,0,72,55,70
USC00305426,"MOHONK LAKE, NY US",1984-09-14,0,0,0,71,64,70
USC00305426,"MOHONK LAKE, NY US",1984-09-15,0.11,0,0,70,49,50
USC00305426,"MOHONK LAKE, NY US",1984-09-16,0.02,0,0,59,39,58
USC00305426,"MOHONK LAKE, NY US",1984-09-17,0,0,0,63,44,61
USC00305426,"MOHONK LAKE, NY US",1984-09-18,0,0,0,68,49,65
USC00305426,"MOHONK LAKE, NY US",1984-09-19,0,0,0,72,52,70
USC00305426,"MOHONK LAKE, NY US",1984-09-20,0,0,0,80,56,77
USC00305426,"MOHONK LAKE, NY US",1984-09-21,0,0,0,77,53,66
USC00305426,"MOHONK LAKE, NY US",1984-09-22,0,0,0,72,51,70
USC00305426,"MOHONK LAKE, NY US",1984-09-23,0,0,0,77,59,73
USC00305426,"MOHONK LAKE, NY US",1984-09-24,0.01,0,0,76,64,74
USC00305426,"MOHONK LAKE, NY US",1984-09-25,0,0,0,81,65,79
USC00305426,"MOHONK LAKE, NY US",1984-09-26,0,0,0,79,55,59
USC00305426,"MOHONK LAKE, NY US",1984-09-27,0,0,0,59,38,50
USC00305426,"MOHONK LAKE, NY US",1984-09-28,0.01,0,0,50,39,57
USC00305426,"MOHONK LAKE, NY US",1984-09-29,0.01,0,0,57,44,55
USC00305426,"MOHONK LAKE, NY US",1984-09-30,0,0,0,60,41,57
USC00305426,"MOHONK LAKE, NY US",1984-10-01,0.14,0,0,58,43,45
USC00305426,"MOHONK LAKE, NY US",1984-10-02,0.15,0,0,47,41,46
USC00305426,"MOHONK LAKE, NY US",1984-10-03,0,0,0,58,41,57
USC00305426,"MOHONK LAKE, NY US",1984-10-04,0,0,0,60,46,57
USC00305426,"MOHONK LAKE, NY US",1984-10-05,0,0,0,58,45,53
USC00305426,"MOHONK LAKE, NY US",1984-10-06,0,0,0,53,31,48
USC00305426,"MOHONK LAKE, NY US",1984-10-07,0,0,0,64,39,58
USC00305426,"MOHONK LAKE, NY US",1984-10-08,0,0,0,62,48,61
USC00305426,"MOHONK LAKE, NY US",1984-10-09,0,0,0,69,56,66
USC00305426,"MOHONK LAKE, NY US",1984-10-10,0.02,0,0,66,52,62
USC00305426,"MOHONK LAKE, NY US",1984-10-11,0,0,0,67,49,66
USC00305426,"MOHONK LAKE, NY US",1984-10-12,0,0,0,66,46,65
USC00305426,"MOHONK LAKE, NY US",1984-10-13,0,0,0,65,51,60
USC00305426,"MOHONK LAKE, NY US",1984-10-14,0,0,0,61,44,60
USC00305426,"MOHONK LAKE, NY US",1984-10-15,0,0,0,68,45,67
USC00305426,"MOHONK LAKE, NY US",1984-10-16,0,0,0,72,50,70
USC00305426,"MOHONK LAKE, NY US",1984-10-17,0,0,0,70,48,64
USC00305426,"MOHONK LAKE, NY US",1984-10-18,0,0,0,70,52,68
USC00305426,"MOHONK LAKE, NY US",1984-10-19,0,0,0,69,50,65
USC00305426,"MOHONK LAKE, NY US",1984-10-20,0.07,0,0,73,58,67
USC00305426,"MOHONK LAKE, NY US",1984-10-21,0,0,0,72,49,66
USC00305426,"MOHONK LAKE, NY US",1984-10-22,0,0,0,71,58,58
USC00305426,"MOHONK LAKE, NY US",1984-10-23,1.03,0,0,59,49,53
USC00305426,"MOHONK LAKE, NY US",1984-10-24,0.05,0,0,54,43,52
USC00305426,"MOHONK LAKE, NY US",1984-10-25,0,0,0,59,44,58
USC00305426,"MOHONK LAKE, NY US",1984-10-26,0.17,0,0,62,46,55
USC00305426,"MOHONK LAKE, NY US",1984-10-27,0,0,0,64,51,60
USC00305426,"MOHONK LAKE, NY US",1984-10-28,0.01,0,0,72,55,71
USC00305426,"MOHONK LAKE, NY US",1984-10-29,0.24,0,0,71,52,54
USC00305426,"MOHONK LAKE, NY US",1984-10-30,0,0,0,61,48,59
USC00305426,"MOHONK LAKE, NY US",1984-10-31,0,0,0,61,49,55
USC00305426,"MOHONK LAKE, NY US",1984-11-01,0,0,0,55,38,50
USC00305426,"MOHONK LAKE, NY US",1984-11-02,0.03,0,0,60,44,44
USC00305426,"MOHONK LAKE, NY US",1984-11-03,0,0,0,44,27,43
USC00305426,"MOHONK LAKE, NY US",1984-11-04,0,0,0,52,32,49
USC00305426,"MOHONK LAKE, NY US",1984-11-05,0.64,0,0,59,46,56
USC00305426,"MOHONK LAKE, NY US",1984-11-06,0,0,0,56,43,44
USC00305426,"MOHONK LAKE, NY US",1984-11-07,0,0,0,44,30,38
USC00305426,"MOHONK LAKE, NY US",1984-11-08,0,0,0,43,25,40
USC00305426,"MOHONK LAKE, NY US",1984-11-09,0,0,0,48,35,47
USC00305426,"MOHONK LAKE, NY US",1984-11-10,0.09,0,0,58,42,55
USC00305426,"MOHONK LAKE, NY US",1984-11-11,0.06,0,0,55,42,55
USC00305426,"MOHONK LAKE, NY US",1984-11-12,0.09,0,0,55,34,35
USC00305426,"MOHONK LAKE, NY US",1984-11-13,0,0,0,38,31,32
USC00305426,"MOHONK LAKE, NY US",1984-11-14,0,0,0,45,28,44
USC00305426,"MOHONK LAKE, NY US",1984-11-15,0,0,0,45,30,45
USC00305426,"MOHONK LAKE, NY US",1984-11-16,0,0,0,48,40,41
USC00305426,"MOHONK LAKE, NY US",1984-11-17,0.01,0,0,41,29,37
USC00305426,"MOHONK LAKE, NY US",1984-11-18,0,0,0,43,31,41
USC00305426,"MOHONK LAKE, NY US",1984-11-19,0,0,0,41,29,29
USC00305426,"MOHONK LAKE, NY US",1984-11-20,0,0,0,31,18,27
USC00305426,"MOHONK LAKE, NY US",1984-11-21,0,0,0,35,22,32
USC00305426,"MOHONK LAKE, NY US",1984-11-22,0,0,0,37,20,30
USC00305426,"MOHONK LAKE, NY US",1984-11-23,0,0,0,45,27,41
USC00305426,"MOHONK LAKE, NY US",1984-11-24,0,0,0,48,31,45
USC00305426,"MOHONK LAKE, NY US",1984-11-25,0,0,0,49,35,47
USC00305426,"MOHONK LAKE, NY US",1984-11-26,0,0,0,56,40,53
USC00305426,"MOHONK LAKE, NY US",1984-11-27,0,0,0,57,41,55
USC00305426,"MOHONK LAKE, NY US",1984-11-28,0,0,0,57,45,57
USC00305426,"MOHONK LAKE, NY US",1984-11-29,1.07,0,0,57,35,37
USC00305426,"MOHONK LAKE, NY US",1984-11-30,0,0,0,46,32,42
USC00305426,"MOHONK LAKE, NY US",1984-12-01,0.01,0,0,45,35,42
USC00305426,"MOHONK LAKE, NY US",1984-12-02,0,0,0,42,32,39
USC00305426,"MOHONK LAKE, NY US",1984-12-03,0.62,0.6,0,39,29,35
USC00305426,"MOHONK LAKE, NY US",1984-12-04,0,0,0,38,28,32
USC00305426,"MOHONK LAKE, NY US",1984-12-05,0,0,0,33,24,30
