station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2017-03-01 01:00:00 EST,10.6,10.1,10.4,90.8,89.4,90.1,0.00,0.00,0.5,2.7,240.2,0.7,3.3,279.4,0,991.46,990.47,991.00,0.0
HFAL,2017-03-01 02:00:00 EST,10.5,10.1,10.3,91.6,89.8,90.8,0.00,0.00,0.7,3.1,156.5,1.0,3.9,157.2,0,990.32,989.13,989.63,0.0
HFAL,2017-03-01 03:00:00 EST,11.2,10.2,10.7,91.8,89.2,90.5,0.00,0.00,0.7,3.7,200.9,1.0,4.5,201.5,0,989.16,987.71,988.36,0.0
HFAL,2017-03-01 04:00:00 EST,11.4,10.9,11.2,90.5,89.0,89.7,0.00,0.00,1.0,6.1,203.6,1.4,7.3,211.2,0,987.76,986.87,987.28,0.0
HFAL,2017-03-01 05:00:00 EST,11.5,11.1,11.3,93.7,90.4,92.1,0.06,0.06,2.7,7.3,174.4,3.2,9.0,176.6,0,986.81,986.23,986.53,0.0
HFAL,2017-03-01 06:00:00 EST,10.9,10.5,10.6,97.1,94.1,96.1,0.00,0.06,1.7,4.8,169.8,2.1,5.5,172.1,0,986.24,984.91,985.71,0.0
HFAL,2017-03-01 07:00:00 EST,11.1,10.6,11.0,97.2,95.3,96.1,0.00,0.06,1.0,5.0,188.1,1.3,6.3,190.8,1,985.00,984.06,984.49,0.0
HFAL,2017-03-01 08:00:00 EST,11.7,10.7,11.1,96.4,93.7,95.6,0.00,0.06,1.0,3.7,209.1,1.3,4.7,208.4,21,983.87,982.97,983.44,0.1
HFAL,2017-03-01 09:00:00 EST,12.6,11.6,12.1,93.7,90.4,92.1,0.00,0.06,2.2,6.1,206.9,2.5,6.9,208.1,92,983.21,982.05,982.69,0.3
HFAL,2017-03-01 10:00:00 EST,12.6,12.4,12.5,92.8,90.1,91.5,0.20,0.26,2.9,7.5,200.9,3.3,9.0,201.5,69,982.19,981.18,981.83,0.2
HFAL,2017-03-01 11:00:00 EST,13.2,12.5,12.8,93.0,92.2,92.7,0.00,0.26,2.8,6.1,194.3,3.3,7.3,195.1,97,980.66,978.65,979.87,0.3
HFAL,2017-03-01 12:00:00 EST,13.5,13.1,13.3,93.6,92.0,92.9,0.06,0.32,2.6,7.7,209.8,2.9,8.1,211.5,62,979.13,978.31,978.66,0.2
HFAL,2017-03-01 13:00:00 EST,14.7,13.6,14.3,91.9,85.9,88.0,0.00,0.32,4.4,11.1,190.7,5.0,11.5,191.1,205,978.16,976.71,977.34,0.7
HFAL,2017-03-01 14:00:00 EST,14.9,14.4,14.5,88.4,85.6,87.3,0.00,0.32,3.6,8.6,189.4,4.1,10.2,190.9,94,976.51,975.97,976.15,0.3
HFAL,2017-03-01 15:00:00 EST,15.7,15.1,15.4,85.3,82.8,84.1,0.00,0.32,3.9,10.4,197.6,4.4,11.6,197.9,115,975.89,974.83,975.36,0.4
HFAL,2017-03-01 16:00:00 EST,17.0,15.8,16.4,82.1,75.1,78.0,0.00,0.32,4.4,10.1,199.2,5.0,12.0,199.6,175,974.75,972.44,973.91,0.6
HFAL,2017-03-01 17:00:00 EST,16.6,16.1,16.4,80.5,78.0,79.2,0.00,0.32,2.8,8.7,204.6,3.2,12.3,204.8,78,972.68,971.66,972.50,0.3
HFAL,2017-03-01 18:00:00 EST,16.7,16.1,16.4,81.0,74.6,78.2,0.00,0.32,2.1,8.9,210.6,2.4,11.5,212.5,10,972.85,972.49,972.69,0.0
HFAL,2017-03-01 19:00:00 EST,17.0,16.6,16.7,74.4,67.5,69.6,0.00,0.32,3.0,7.4,210.9,3.4,8.9,212.4,0,972.89,972.55,972.70,0.0
HFAL,2017-03-01 20:00:00 EST,16.6,16.1,16.5,67.5,65.4,66.2,0.00,0.32,2.4,9.2,221.4,2.8,10.3,224.5,0,973.21,972.78,973.02,0.0
HFAL,2017-03-01 21:00:00 EST,16.2,15.8,16.0,67.4,63.8,65.6,0.00,0.32,2.2,8.0,217.4,2.6,8.4,219.4,0,972.74,972.32,972.57,0.0
HFAL,2017-03-01 22:00:00 EST,16.0,15.5,15.8,65.8,63.1,64.5,0.00,0.32,3.5,8.3,206.2,3.9,9.7,206.3,0,972.21,972.08,972.13,0.0
HFAL,2017-03-01 23:00:00 EST,15.8,15.1,15.4,66.8,58.6,63.9,0.00,0.32,2.9,7.9,211.8,3.3,8.2,212.9,0,972.04,971.35,971.74,0.0
HFAL,2017-03-02 00:00:00 EST,15.9,14.8,15.5,64.0,55.3,58.2,0.00,0.32,2.2,9.7,246.9,2.7,12.1,252.7,0,971.72,971.26,971.42,0.0
