station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2018-05-01 01:00:00 EDT,7.4,5.7,6.4,80.0,71.0,75.6,0.00,0.00,1.1,3.3,210.5,1.3,3.9,213.9,0,993.43,993.23,993.31,0.0
HFAL,2018-05-01 02:00:00 EDT,7.3,6.2,6.8,70.2,62.7,66.6,0.00,0.00,1.6,3.3,210.3,1.8,3.8,212.3,0,993.19,992.92,993.03,0.0
HFAL,2018-05-01 03:00:00 EDT,6.6,6.4,6.5,70.4,67.4,68.9,0.00,0.00,1.7,3.7,204.6,1.9,4.0,206.1,0,992.85,992.75,992.81,0.0
HFAL,2018-05-01 04:00:00 EDT,6.4,5.7,6.1,77.7,69.6,72.8,0.00,0.00,1.1,3.9,203.0,1.3,4.0,203.8,0,993.18,992.78,992.97,0.0
HFAL,2018-05-01 05:00:00 EDT,6.2,5.4,5.9,79.2,71.6,74.8,0.00,0.00,0.6,2.2,178.0,0.8,2.6,179.1,0,993.31,993.06,993.18,0.0
HFAL,2018-05-01 06:00:00 EDT,7.0,4.9,5.9,81.4,64.5,74.0,0.00,0.00,0.8,2.9,206.8,0.9,3.5,207.5,1,993.95,993.15,993.56,0.0
HFAL,2018-05-01 07:00:00 EDT,7.1,5.7,6.2,71.8,62.6,68.5,0.00,0.00,0.6,2.4,227.0,0.7,2.9,232.0,17,994.48,993.97,994.27,0.1
HFAL,2018-05-01 08:00:00 EDT,8.5,6.5,7.2,66.1,53.7,62.1,0.00,0.00,0.6,2.7,247.6,0.8,3.2,256.1,142,994.75,994.37,994.61,0.5
HFAL,2018-05-01 09:00:00 EDT,11.6,8.8,10.2,56.5,43.3,49.4,0.00,0.00,0.6,1.7,305.7,0.8,2.2,310.8,431,994.88,994.75,994.79,1.6
HFAL,2018-05-01 10:00:00 EDT,13.9,11.6,12.6,41.6,38.0,40.0,0.00,0.00,1.2,3.2,222.8,1.4,3.7,226.7,606,994.91,994.72,994.79,2.2
HFAL,2018-05-01 11:00:00 EDT,17.1,14.1,15.7,35.7,27.4,32.0,0.00,0.00,1.0,3.4,265.4,1.3,3.7,268.7,754,994.69,994.31,994.51,2.7
HFAL,2018-05-01 12:00:00 EDT,19.3,17.3,18.3,27.7,23.8,26.1,0.00,0.00,1.2,6.2,322.8,1.5,6.6,326.7,862,994.22,993.98,994.11,3.1
HFAL,2018-05-01 13:00:00 EDT,21.8,19.4,20.8,22.9,18.7,21.1,0.00,0.00,1.8,5.7,337.9,2.2,7.0,338.0,907,994.01,993.62,993.86,3.3
HFAL,2018-05-01 14:00:00 EDT,23.0,22.2,22.5,22.6,19.2,20.8,0.00,0.00,2.1,8.2,326.4,2.6,8.3,328.3,878,993.63,993.24,993.45,3.2
