station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2018-07-01 01:00:00 EDT,26.8,26.2,26.5,68.1,65.3,66.4,0.00,0.00,1.1,3.7,225.8,1.4,5.5,227.7,0,993.63,993.25,993.49,0.0
HFAL,2018-07-01 02:00:00 EDT,27.0,25.4,26.4,71.6,65.6,67.8,0.00,0.00,1.2,4.1,216.8,1.4,5.7,218.9,0,993.27,992.90,993.13,0.0
HFAL,2018-07-01 03:00:00 EDT,25.6,22.2,23.7,87.2,71.0,78.9,0.00,0.00,0.6,2.6,271.4,0.8,3.7,271.3,0,993.31,993.15,993.23,0.0
HFAL,2018-07-01 04:00:00 EDT,22.5,22.0,22.2,88.0,85.9,86.9,0.00,0.00,0.4,1.8,230.4,0.5,2.3,234.7,0,993.86,993.28,993.65,0.0
HFAL,2018-07-01 05:00:00 EDT,22.3,21.8,22.1,88.5,87.0,87.7,0.00,0.00,0.9,3.0,219.8,1.0,3.8,221.7,0,994.34,993.84,994.05,0.0
HFAL,2018-07-01 06:00:00 EDT,22.8,22.0,22.4,87.5,84.4,86.0,0.00,0.00,0.6,2.9,209.1,0.8,3.0,209.7,8,994.60,994.40,994.52,0.0
HFAL,2018-07-01 07:00:00 EDT,23.0,22.2,22.7,87.5,82.6,85.2,0.00,0.00,0.6,4.3,212.9,0.8,4.6,212.3,62,994.91,994.62,994.70,0.2
HFAL,2018-07-01 08:00:00 EDT,24.1,22.8,23.5,86.4,80.4,84.0,0.00,0.00,0.2,1.0,58.8,0.4,1.2,52.5,154,995.08,994.89,994.99,0.6
HFAL,2018-07-01 09:00:00 EDT,26.3,24.2,25.0,79.7,71.1,76.9,0.00,0.00,0.3,1.9,330.8,0.5,2.5,338.4,396,995.26,994.93,995.09,1.4
HFAL,2018-07-01 10:00:00 EDT,27.6,26.4,27.1,71.6,69.5,70.6,0.00,0.00,0.9,3.4,224.2,1.1,4.1,226.3,473,995.29,995.13,995.23,1.7
HFAL,2018-07-01 11:00:00 EDT,29.3,27.7,28.5,69.6,66.3,67.8,0.00,0.00,0.6,3.0,251.4,0.8,3.1,258.2,547,995.23,995.04,995.09,2.0
HFAL,2018-07-01 12:00:00 EDT,30.2,29.1,29.4,72.3,66.0,68.5,0.00,0.00,0.6,3.1,204.8,0.8,3.8,212.0,564,995.30,995.03,995.17,2.0
HFAL,2018-07-01 13:00:00 EDT,31.6,30.4,31.1,65.0,60.2,62.4,0.00,0.00,1.3,4.2,190.0,1.6,4.8,190.4,867,995.02,994.59,994.85,3.1
HFAL,2018-07-01 14:00:00 EDT,32.3,31.5,31.8,59.9,56.2,58.3,0.00,0.00,2.0,4.9,179.9,2.4,5.9,180.7,871,994.58,994.23,994.37,3.1
HFAL,2018-07-01 15:00:00 EDT,32.5,31.7,32.2,57.5,53.8,56.0,0.00,0.00,2.0,4.4,190.8,2.4,5.3,192.2,771,994.18,993.73,993.94,2.8
HFAL,2018-07-01 16:00:00 EDT,32.7,32.4,32.6,58.9,55.6,57.4,0.00,0.00,2.1,4.9,182.5,2.5,5.6,183.3,724,993.70,993.50,993.54,2.6
HFAL,2018-07-01 17:00:00 EDT,32.8,32.6,32.7,58.4,56.1,57.5,0.00,0.00,2.2,4.7,181.4,2.6,5.4,183.0,594,993.49,993.30,993.41,2.1
HFAL,2018-07-01 18:00:00 EDT,32.6,32.1,32.4,59.4,57.3,58.2,0.00,0.00,2.4,5.6,181.4,2.9,6.6,182.9,432,993.34,992.93,993.13,1.6
HFAL,2018-07-01 19:00:00 EDT,32.0,31.2,31.6,61.7,58.9,60.3,0.00,0.00,2.6,5.5,176.4,3.0,6.6,177.6,260,993.06,992.93,992.99,0.9
HFAL,2018-07-01 20:00:00 EDT,31.1,30.1,30.6,63.3,60.3,61.6,0.00,0.00,2.2,5.5,174.1,2.6,7.1,176.1,88,993.08,992.93,993.00,0.3
HFAL,2018-07-01 21:00:00 EDT,30.1,28.1,28.9,69.9,62.5,66.9,0.00,0.00,1.0,3.9,193.9,1.2,5.9,195.9,8,993.51,993.09,993.29,0.0
HFAL,2018-07-01 22:00:00 EDT,28.4,27.3,27.9,71.9,67.0,68.5,0.00,0.00,1.0,2.2,193.5,1.2,2.5,195.4,0,994.14,993.44,993.76,0.0
HFAL,2018-07-01 23:00:00 EDT,27.8,26.0,27.1,74.5,68.0,71.1,0.00,0.00,1.0,2.2,184.3,1.2,2.8,185.1,0,994.26,994.13,994.21,0.0
HFAL,2018-07-02 00:00:00 EDT,27.0,26.2,26.6,76.3,72.3,74.4,0.00,0.00,1.1,2.1,184.0,1.2,2.4,185.2,0,994.61,994.28,994.51,0.0
HFAL,2018-07-02 01:00:00 EDT,26.7,25.0,26.2,77.9,72.8,74.7,0.00,0.00,0.8,2.6,191.8,1.0,3.3,193.8,0,994.71,994.58,994.61,0.0
HFAL,2018-07-02 02:00:00 EDT,26.4,24.2,24.9,81.9,73.7,79.4,0.00,0.00,0.6,2.0,212.5,0.7,2.7,214.1,0,994.74,994.62,994.68,0.0
HFAL,2018-07-02 03:00:00 EDT,26.9,24.2,25.6,79.2,70.6,74.7,0.00,0.00,0.6,1.9,200.0,0.7,2.6,200.6,0,994.64,994.50,994.58,0.0
HFAL,2018-07-02 04:00:00 EDT,25.0,23.1,24.2,83.6,74.7,78.5,0.00,0.00,0.5,1.5,187.4,0.7,2.1,187.9,0,994.54,994.27,994.39,0.0
HFAL,2018-07-02 05:00:00 EDT,23.0,21.5,22.2,91.0,85.0,88.5,0.00,0.00,0.3,1.3,158.2,0.4,1.5,158.0,0,994.67,994.53,994.59,0.0
HFAL,2018-07-02 06:00:00 EDT,22.1,21.2,21.7,91.3,88.0,89.7,0.00,0.00,0.4,1.3,125.0,0.5,1.5,129.0,7,995.05,994.63,994.77,0.0
HFAL,2018-07-02 07:00:00 EDT,22.8,21.8,22.2,91.9,89.5,90.8,0.00,0.00,0.2,1.0,181.9,0.3,1.7,183.5,33,995.01,994.93,994.98,0.1
HFAL,2018-07-02 08:00:00 EDT,24.2,22.9,23.5,89.7,80.8,85.6,0.00,0.00,0.3,1.9,237.4,0.5,2.3,239.5,151,995.19,995.11,995.15,0.5
HFAL,2018-07-02 09:00:00 EDT,26.3,24.4,25.4,80.6,73.4,75.8,0.00,0.00,0.3,1.2,283.5,0.6,1.9,293.5,437,995.42,995.08,995.24,1.6
HFAL,2018-07-02 10:00:00 EDT,29.0,26.7,27.7,74.7,69.6,72.4,0.00,0.00,0.4,1.6,2.1,0.6,1.8,1.5,599,995.66,995.37,995.51,2.2
HFAL,2018-07-02 11:00:00 EDT,31.0,29.3,30.2,65.6,58.5,61.1,0.00,0.00,0.6,2.5,251.7,0.9,3.1,258.9,738,995.72,995.59,995.67,2.7
HFAL,2018-07-02 12:00:00 EDT,31.5,30.8,31.2,65.0,53.5,58.6,0.00,0.00,1.7,5.1,176.1,2.1,6.3,176.4,837,995.64,995.56,995.60,3.0
HFAL,2018-07-02 13:00:00 EDT,32.2,31.4,31.8,56.3,54.2,55.0,0.00,0.00,2.5,5.8,186.5,2.9,6.4,187.1,881,995.56,995.22,995.38,3.2
HFAL,2018-07-02 14:00:00 EDT,32.9,32.0,32.5,54.2,46.7,49.7,0.00,0.00,2.4,5.4,186.3,2.8,6.2,187.5,887,995.31,995.12,995.23,3.2
HFAL,2018-07-02 15:00:00 EDT,33.5,32.7,33.0,47.2,43.6,45.3,0.00,0.00,2.4,6.0,194.7,2.8,7.2,196.5,849,995.17,994.71,994.95,3.1
HFAL,2018-07-02 16:00:00 EDT,34.0,33.4,33.6,46.8,42.3,45.2,0.00,0.00,1.9,4.9,198.9,2.2,5.6,199.3,746,994.70,994.16,994.38,2.7
HFAL,2018-07-02 17:00:00 EDT,34.0,33.7,33.9,45.1,41.7,43.6,0.00,0.00,1.7,4.8,189.8,2.0,6.4,190.2,610,994.10,993.76,993.96,2.2
HFAL,2018-07-02 18:00:00 EDT,33.6,32.3,33.0,54.3,43.7,49.1,0.00,0.00,2.1,5.9,190.3,2.5,7.1,191.6,429,993.83,993.62,993.73,1.5
HFAL,2018-07-02 19:00:00 EDT,32.1,31.1,31.6,56.2,54.4,55.5,0.00,0.00,1.9,4.3,176.3,2.2,5.2,177.6,248,994.43,993.82,994.14,0.9
HFAL,2018-07-02 20:00:00 EDT,30.9,29.7,30.2,60.5,56.1,58.7,0.00,0.00,2.1,4.5,159.7,2.5,5.6,161.2,81,994.79,994.40,994.58,0.3
HFAL,2018-07-02 21:00:00 EDT,29.6,28.6,29.0,64.5,60.3,62.9,0.00,0.00,1.9,5.2,164.5,2.2,6.4,165.6,4,995.37,994.71,995.11,0.0
HFAL,2018-07-02 22:00:00 EDT,28.4,26.9,27.7,71.3,64.5,67.5,0.00,0.00,0.5,2.8,208.8,0.7,3.7,207.4,0,996.58,995.50,996.12,0.0
HFAL,2018-07-02 23:00:00 EDT,27.7,26.7,27.1,73.8,64.9,69.0,0.00,0.00,1.1,4.1,23.3,1.3,5.3,23.2,0,997.44,996.71,997.18,0.0
HFAL,2018-07-03 00:00:00 EDT,26.7,25.0,25.7,71.1,65.3,68.7,0.00,0.00,0.8,1.8,138.7,0.9,2.1,138.7,0,997.16,996.70,996.90,0.0
HFAL,2018-07-03 01:00:00 EDT,25.5,24.5,24.8,72.6,69.8,71.7,0.00,0.00,0.9,1.9,166.9,1.1,2.1,168.9,0,996.64,996.28,996.40,0.0
HFAL,2018-07-03 02:00:00 EDT,25.3,23.5,24.5,72.6,68.5,70.5,0.00,0.00,0.7,2.3,198.5,0.9,2.8,202.5,0,996.60,996.38,996.50,0.0
HFAL,2018-07-03 03:00:00 EDT,24.4,22.7,23.5,76.7,68.6,72.7,0.00,0.00,0.5,1.9,187.1,0.7,2.2,186.7,0,996.82,996.46,996.57,0.0
HFAL,2018-07-03 04:00:00 EDT,23.7,22.2,22.9,77.3,71.5,74.7,0.00,0.00,0.3,1.8,200.0,0.5,2.1,200.3,0,997.07,996.80,996.93,0.0
HFAL,2018-07-03 05:00:00 EDT,22.4,21.8,22.1,82.5,78.0,80.4,0.00,0.00,0.5,2.3,176.9,0.6,2.6,169.5,0,997.67,997.02,997.33,0.0
HFAL,2018-07-03 06:00:00 EDT,22.8,22.5,22.6,80.2,77.4,78.6,0.00,0.00,1.1,3.0,205.6,1.3,3.4,207.8,5,998.20,997.65,997.93,0.0
HFAL,2018-07-03 07:00:00 EDT,23.2,22.7,23.0,79.1,77.0,78.3,0.00,0.00,0.5,1.6,219.1,0.6,2.1,220.5,62,998.88,998.33,998.53,0.2
HFAL,2018-07-03 08:00:00 EDT,24.0,23.2,23.5,79.8,77.1,78.1,0.00,0.00,0.5,2.3,230.5,0.7,2.4,233.1,173,999.28,998.92,999.09,0.6
HFAL,2018-07-03 09:00:00 EDT,25.3,24.3,24.8,75.9,70.3,73.5,0.00,0.00,0.5,1.9,299.4,0.7,2.7,296.0,397,999.53,999.32,999.44,1.4
HFAL,2018-07-03 10:00:00 EDT,27.4,25.8,26.5,71.1,67.2,69.7,0.00,0.00,0.9,3.2,10.9,1.2,3.5,12.1,578,999.62,999.47,999.55,2.1
HFAL,2018-07-03 11:00:00 EDT,29.0,27.7,28.3,68.0,63.4,65.2,0.00,0.00,1.2,4.4,19.9,1.5,5.4,21.0,722,999.89,999.58,999.70,2.6
HFAL,2018-07-03 12:00:00 EDT,30.1,29.0,29.5,64.6,59.5,62.2,0.00,0.00,1.5,4.3,12.4,1.9,5.2,12.3,820,999.92,999.79,999.86,3.0
HFAL,2018-07-03 13:00:00 EDT,31.1,30.0,30.5,60.2,56.8,58.7,0.00,0.00,1.2,5.1,16.5,1.5,6.0,20.3,882,999.76,999.58,999.66,3.2
HFAL,2018-07-03 14:00:00 EDT,32.6,30.8,31.7,57.5,53.1,56.1,0.00,0.00,1.0,3.4,209.2,1.3,4.1,209.7,909,999.60,999.19,999.33,3.3
HFAL,2018-07-03 15:00:00 EDT,32.9,31.9,32.4,54.5,52.3,53.4,0.00,0.00,1.2,3.5,175.3,1.5,4.0,172.7,843,999.26,998.86,999.12,3.0
HFAL,2018-07-03 16:00:00 EDT,33.4,31.1,32.2,62.3,51.0,54.9,0.00,0.00,0.7,2.9,165.6,1.0,3.9,167.2,437,998.97,998.69,998.84,1.6
HFAL,2018-07-03 17:00:00 EDT,30.9,26.8,28.5,72.4,65.4,69.5,0.00,0.00,1.3,5.8,204.0,1.5,8.2,205.1,60,999.69,998.86,999.32,0.2
HFAL,2018-07-03 18:00:00 EDT,27.6,25.6,26.6,78.6,66.7,73.2,0.00,0.00,0.7,2.4,312.9,0.9,2.9,314.2,369,999.58,999.23,999.42,1.3
HFAL,2018-07-03 19:00:00 EDT,27.7,26.8,27.2,75.8,68.3,71.8,0.00,0.00,0.7,2.5,222.6,0.9,3.1,228.4,230,999.75,999.33,999.51,0.8
HFAL,2018-07-03 20:00:00 EDT,28.1,27.1,27.7,76.3,68.9,72.2,0.00,0.00,0.7,2.4,189.5,0.9,2.7,188.6,91,999.92,999.62,999.77,0.3
HFAL,2018-07-03 21:00:00 EDT,27.1,25.3,26.1,79.7,75.8,78.3,0.00,0.00,0.6,2.0,166.0,0.7,2.4,167.3,12,1000.35,999.77,1000.02,0.0
HFAL,2018-07-03 22:00:00 EDT,25.9,24.6,25.2,83.0,77.5,80.4,0.00,0.00,0.5,1.1,153.9,0.6,1.3,155.5,0,1000.94,1000.38,1000.61,0.0
HFAL,2018-07-03 23:00:00 EDT,25.6,25.0,25.3,85.0,79.1,81.8,0.00,0.00,0.6,1.3,187.3,0.8,1.6,187.6,0,1001.22,1001.02,1001.15,0.0
HFAL,2018-07-04 00:00:00 EDT,25.2,24.6,24.9,88.6,85.2,87.3,0.00,0.00,0.6,1.2,191.8,0.7,1.7,193.6,0,1001.34,1001.15,1001.24,0.0
HFAL,2018-07-04 01:00:00 EDT,24.5,24.0,24.2,93.4,87.8,91.5,0.00,0.00,0.4,1.8,191.8,0.6,2.1,193.8,0,1001.48,1001.11,1001.27,0.0
HFAL,2018-07-04 02:00:00 EDT,24.0,23.1,23.6,95.2,92.8,94.0,0.00,0.00,0.4,1.6,208.5,0.5,1.5,208.6,0,1001.08,1000.88,1000.96,0.0
HFAL,2018-07-04 03:00:00 EDT,23.2,22.6,22.9,96.7,95.5,96.3,0.00,0.00,0.5,1.9,207.8,0.6,2.1,209.1,0,1001.45,1001.11,1001.30,0.0
HFAL,2018-07-04 04:00:00 EDT,22.8,22.2,22.5,97.1,96.7,96.9,0.00,0.00,0.2,0.9,169.3,0.4,1.1,167.2,0,1001.77,1001.47,1001.61,0.0
HFAL,2018-07-04 05:00:00 EDT,22.2,21.8,22.0,97.5,97.2,97.3,0.00,0.00,0.2,0.8,125.1,0.3,1.1,113.7,0,1002.31,1001.82,1002.10,0.0
HFAL,2018-07-04 06:00:00 EDT,21.8,21.1,21.5,97.7,97.4,97.5,0.00,0.00,0.3,1.2,183.0,0.5,1.5,180.7,7,1002.82,1002.32,1002.57,0.0
HFAL,2018-07-04 07:00:00 EDT,22.7,21.3,22.0,97.4,86.6,93.6,0.00,0.00,0.5,3.0,37.6,0.6,3.2,47.8,57,1003.26,1002.82,1003.03,0.2
HFAL,2018-07-04 08:00:00 EDT,23.3,22.2,22.8,94.1,80.0,88.0,0.00,0.00,0.7,2.8,17.6,0.8,3.6,17.5,167,1003.63,1003.26,1003.48,0.6
