station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2017-11-01 01:00:00 EDT,5.3,4.9,5.1,57.0,55.3,56.3,0.00,0.00,1.2,3.7,248.1,1.5,4.9,252.8,0,1001.01,1000.57,1000.87,0.0
HFAL,2017-11-01 02:00:00 EDT,5.0,4.6,4.9,57.7,55.2,56.2,0.00,0.00,1.3,4.4,234.4,1.6,5.5,237.3,0,1001.03,1000.67,1000.82,0.0
HFAL,2017-11-01 03:00:00 EDT,4.7,3.9,4.5,59.8,56.5,57.9,0.00,0.00,1.0,4.0,214.3,1.3,4.6,217.1,0,1001.28,1000.90,1001.16,0.0
HFAL,2017-11-01 04:00:00 EDT,3.8,2.3,3.3,69.2,60.9,63.8,0.00,0.00,0.7,1.9,192.8,0.9,2.4,194.3,0,1001.33,1001.18,1001.24,0.0
HFAL,2017-11-01 05:00:00 EDT,2.4,1.9,2.2,71.3,69.2,70.4,0.00,0.00,0.4,1.4,204.5,0.6,1.8,203.9,0,1001.52,1001.35,1001.43,0.0
HFAL,2017-11-01 06:00:00 EDT,2.2,1.8,2.0,77.0,71.3,73.1,0.00,0.00,0.5,1.3,192.5,0.7,1.6,193.1,0,1001.64,1001.43,1001.51,0.0
HFAL,2017-11-01 07:00:00 EDT,1.9,1.0,1.4,84.1,74.3,79.3,0.00,0.00,0.3,1.1,173.3,0.5,1.4,172.4,0,1002.35,1001.82,1002.18,0.0
HFAL,2017-11-01 08:00:00 EDT,2.1,1.3,1.7,86.2,78.9,82.7,0.00,0.00,0.2,1.0,216.7,0.3,1.3,221.5,2,1003.40,1002.43,1003.01,0.0
HFAL,2017-11-01 09:00:00 EDT,2.5,1.8,2.2,86.0,78.8,82.4,0.00,0.00,0.1,0.8,228.3,0.2,1.0,234.3,18,1004.27,1003.48,1003.97,0.1
HFAL,2017-11-01 10:00:00 EDT,3.9,2.3,3.3,84.2,71.2,76.2,0.00,0.00,0.3,1.4,216.9,0.4,1.9,228.4,47,1004.62,1004.35,1004.49,0.2
HFAL,2017-11-01 11:00:00 EDT,5.2,3.8,4.4,80.3,64.6,75.3,0.00,0.00,0.3,0.9,326.8,0.5,1.3,328.4,151,1004.49,1004.35,1004.41,0.5
HFAL,2017-11-01 12:00:00 EDT,6.3,5.3,6.0,67.2,63.4,65.0,0.00,0.00,0.4,1.4,334.7,0.7,1.9,333.4,180,1004.54,1004.34,1004.45,0.6
HFAL,2017-11-01 13:00:00 EDT,7.1,6.1,6.6,67.8,65.2,66.5,0.13,0.13,0.4,2.8,191.2,0.6,3.6,202.3,128,1004.57,1003.95,1004.27,0.5
