station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2017-04-01 01:00:00 EDT,-0.1,-0.2,-0.1,99.0,98.9,99.0,0.47,0.47,1.9,4.1,24.0,2.3,5.2,22.4,0,986.04,985.68,985.80,0.0
HFAL,2017-04-01 02:00:00 EDT,-0.1,-0.2,-0.1,99.1,99.0,99.0,0.47,0.94,1.9,4.5,25.2,2.3,5.4,23.8,0,985.75,985.01,985.43,0.0
HFAL,2017-04-01 03:00:00 EDT,-0.1,-0.2,-0.2,99.1,99.1,99.1,0.41,1.35,2.4,5.3,19.7,2.9,6.8,19.2,0,984.97,984.68,984.84,0.0
HFAL,2017-04-01 04:00:00 EDT,-0.0,-0.1,-0.1,99.2,99.1,99.1,0.31,1.66,2.4,5.6,19.5,2.9,6.9,18.8,0,984.61,984.41,984.51,0.0
HFAL,2017-04-01 05:00:00 EDT,0.2,-0.0,0.1,99.2,99.2,99.2,0.31,1.97,2.9,6.9,19.3,3.4,8.3,18.4,0,984.38,984.16,984.21,0.0
HFAL,2017-04-01 06:00:00 EDT,0.4,0.2,0.3,99.2,99.2,99.2,0.25,2.22,2.6,6.2,18.7,3.1,7.0,18.5,0,984.96,984.32,984.62,0.0
HFAL,2017-04-01 07:00:00 EDT,0.6,0.3,0.4,99.2,99.2,99.2,0.18,2.40,2.5,7.1,16.6,3.0,8.4,16.4,1,985.73,985.04,985.44,0.0
HFAL,2017-04-01 08:00:00 EDT,1.2,0.6,0.9,99.1,97.8,98.8,0.00,2.40,2.4,5.9,17.1,2.8,7.6,16.4,27,986.39,985.78,986.10,0.1
HFAL,2017-04-01 09:00:00 EDT,2.0,1.2,1.6,97.6,91.0,94.3,0.00,2.40,2.6,7.1,14.2,3.1,8.2,14.5,92,986.77,986.44,986.64,0.3
HFAL,2017-04-01 10:00:00 EDT,2.8,2.1,2.5,90.0,81.1,85.6,0.00,2.40,3.4,9.8,15.3,4.1,11.5,15.8,166,987.28,986.80,987.04,0.6
HFAL,2017-04-01 11:00:00 EDT,3.2,2.9,3.1,80.1,76.7,78.9,0.00,2.40,3.8,10.6,17.3,4.4,12.1,18.5,187,987.83,987.34,987.60,0.7
HFAL,2017-04-01 12:00:00 EDT,3.5,3.2,3.4,76.9,74.7,75.5,0.00,2.40,4.0,8.6,12.8,4.7,10.2,14.3,209,988.34,987.90,988.07,0.8
HFAL,2017-04-01 13:00:00 EDT,3.9,3.4,3.7,77.7,74.9,76.5,0.00,2.40,3.3,7.9,14.9,3.8,9.8,15.7,276,988.59,988.34,988.48,1.0
HFAL,2017-04-01 14:00:00 EDT,4.5,3.8,4.1,78.2,75.0,77.0,0.00,2.40,3.7,8.6,15.0,4.3,9.3,16.2,365,988.63,988.26,988.46,1.3
HFAL,2017-04-01 15:00:00 EDT,5.6,4.1,4.9,76.7,68.8,72.6,0.00,2.40,2.7,6.3,16.9,3.1,8.0,17.9,354,988.84,988.67,988.74,1.3
HFAL,2017-04-01 16:00:00 EDT,6.2,5.4,5.8,67.4,64.8,66.1,0.00,2.40,2.8,6.6,16.4,3.2,7.5,16.5,279,989.15,988.82,988.88,1.0
HFAL,2017-04-01 17:00:00 EDT,6.4,6.1,6.3,65.7,63.9,64.8,0.00,2.40,2.3,5.6,18.8,2.7,6.7,19.2,166,990.11,989.29,989.73,0.6
HFAL,2017-04-01 18:00:00 EDT,6.2,5.9,6.1,67.4,64.8,66.2,0.00,2.40,2.0,5.5,19.9,2.4,6.2,20.0,102,990.69,990.20,990.38,0.4
HFAL,2017-04-01 19:00:00 EDT,5.9,5.4,5.6,70.7,67.3,69.1,0.00,2.40,1.7,4.4,14.5,2.0,4.8,15.2,36,991.98,990.75,991.35,0.1
HFAL,2017-04-01 20:00:00 EDT,5.3,4.6,4.9,74.5,70.5,72.3,0.00,2.40,1.0,3.5,33.0,1.3,4.1,34.0,2,992.20,992.03,992.10,0.0
HFAL,2017-04-01 21:00:00 EDT,5.0,4.0,4.5,79.3,71.3,75.3,0.00,2.40,0.7,2.7,52.0,1.0,3.4,56.0,0,992.41,992.12,992.28,0.0
HFAL,2017-04-01 22:00:00 EDT,4.1,3.8,4.0,80.9,78.2,79.6,0.00,2.40,0.4,2.4,55.4,0.6,3.5,59.2,0,993.20,992.39,992.88,0.0
HFAL,2017-04-01 23:00:00 EDT,3.8,3.3,3.5,86.6,81.1,83.6,0.00,2.40,0.3,1.8,93.3,0.6,2.5,91.7,0,993.59,993.09,993.34,0.0
HFAL,2017-04-02 00:00:00 EDT,3.4,3.0,3.2,89.5,86.2,87.8,0.00,2.40,0.4,1.6,149.2,0.6,1.8,148.7,0,993.95,993.67,993.79,0.0
HFAL,2017-04-02 01:00:00 EDT,3.1,2.1,2.5,90.9,87.3,89.3,0.00,0.00,0.4,1.6,208.7,0.5,2.1,206.2,0,994.00,993.91,993.95,0.0
HFAL,2017-04-02 02:00:00 EDT,2.8,2.4,2.6,90.6,86.0,87.6,0.00,0.00,0.9,3.5,281.7,1.2,4.2,285.3,0,994.08,993.80,993.92,0.0
HFAL,2017-04-02 03:00:00 EDT,3.0,2.4,2.7,87.5,77.3,81.9,0.00,0.00,0.9,3.8,294.9,1.2,4.5,298.3,0,993.86,993.77,993.82,0.0
