station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2017-06-01 01:00:00 EDT,13.7,11.5,12.2,97.6,94.2,96.5,0.00,0.00,0.9,4.5,167.4,1.1,5.1,170.2,0,991.27,990.64,990.84,0.0
HFAL,2017-06-01 02:00:00 EDT,13.9,12.4,12.9,96.9,89.1,94.3,0.00,0.00,0.7,4.5,226.1,0.9,5.1,227.3,0,991.10,990.80,990.90,0.0
HFAL,2017-06-01 03:00:00 EDT,13.0,12.5,12.8,97.3,92.3,94.8,0.00,0.00,1.3,3.5,202.4,1.6,3.8,203.5,0,991.01,990.79,990.89,0.0
HFAL,2017-06-01 04:00:00 EDT,13.4,12.6,12.9,93.9,88.7,92.2,0.00,0.00,1.8,4.5,199.3,2.1,5.6,200.1,0,990.90,990.81,990.86,0.0
HFAL,2017-06-01 05:00:00 EDT,13.2,12.1,12.8,91.2,88.0,90.0,0.00,0.00,0.9,3.2,202.1,1.1,3.6,202.9,0,990.82,990.63,990.75,0.0
HFAL,2017-06-01 06:00:00 EDT,13.4,11.3,12.4,95.7,83.3,89.3,0.00,0.00,0.9,4.1,206.5,1.1,5.2,209.7,5,990.87,990.72,990.80,0.0
HFAL,2017-06-01 07:00:00 EDT,14.3,12.9,13.6,86.5,77.6,82.7,0.00,0.00,1.2,3.4,201.5,1.5,4.2,202.7,21,990.98,990.83,990.91,0.1
HFAL,2017-06-01 08:00:00 EDT,15.7,13.2,14.6,86.2,74.5,79.4,0.00,0.00,1.2,4.4,218.1,1.5,5.3,220.4,146,991.18,990.99,991.07,0.5
HFAL,2017-06-01 09:00:00 EDT,17.6,15.8,16.7,74.7,67.9,72.3,0.00,0.00,1.1,4.1,231.3,1.4,5.1,235.7,415,991.11,990.92,991.02,1.5
HFAL,2017-06-01 10:00:00 EDT,19.5,17.9,18.6,68.9,60.7,64.4,0.00,0.00,0.9,3.3,243.0,1.2,4.2,250.2,559,991.01,990.64,990.78,2.0
HFAL,2017-06-01 11:00:00 EDT,20.5,19.5,19.9,62.1,59.1,60.7,0.00,0.00,1.7,4.7,225.2,2.0,6.4,228.8,644,990.67,990.42,990.52,2.3
HFAL,2017-06-01 12:00:00 EDT,21.3,20.1,20.8,58.8,52.8,55.5,0.00,0.00,1.6,6.7,237.5,2.0,9.0,242.8,576,990.42,990.26,990.33,2.1
HFAL,2017-06-01 13:00:00 EDT,22.0,19.7,21.0,53.9,46.2,50.2,0.00,0.00,1.7,7.9,235.6,2.2,8.1,241.5,554,990.28,989.96,990.14,2.0
HFAL,2017-06-01 14:00:00 EDT,22.1,20.4,21.6,49.3,42.2,45.7,0.00,0.00,1.6,5.1,246.1,2.1,7.1,250.0,654,990.04,989.60,989.80,2.4
HFAL,2017-06-01 15:00:00 EDT,23.0,21.2,21.9,46.6,42.4,44.9,0.00,0.00,1.2,6.1,258.9,1.7,7.8,262.6,531,989.66,989.51,989.58,1.9
HFAL,2017-06-01 16:00:00 EDT,23.0,21.3,21.9,45.8,36.3,41.1,0.00,0.00,1.6,7.3,237.7,2.0,7.4,244.0,535,989.60,989.12,989.39,1.9
HFAL,2017-06-01 17:00:00 EDT,22.9,21.9,22.6,41.4,35.9,37.6,0.00,0.00,1.7,6.1,239.6,2.2,7.9,243.7,530,989.15,988.96,989.08,1.9
HFAL,2017-06-01 18:00:00 EDT,22.8,22.0,22.4,38.7,34.0,36.8,0.00,0.00,1.6,5.5,233.8,2.0,6.3,237.2,369,989.01,988.78,988.88,1.3
HFAL,2017-06-01 19:00:00 EDT,22.4,20.9,21.6,40.5,35.4,37.8,0.00,0.00,1.2,4.4,235.6,1.6,6.1,239.8,240,988.91,988.79,988.85,0.9
HFAL,2017-06-01 20:00:00 EDT,21.1,19.7,20.5,42.0,37.2,39.8,0.00,0.00,1.1,4.1,230.2,1.4,4.9,233.3,40,988.93,988.85,988.89,0.1
HFAL,2017-06-01 21:00:00 EDT,19.4,18.4,18.9,45.8,43.4,44.8,0.00,0.00,1.0,2.2,196.1,1.2,2.7,196.9,3,989.32,988.91,989.10,0.0
HFAL,2017-06-01 22:00:00 EDT,18.5,16.4,17.7,53.6,44.6,47.8,0.00,0.00,0.8,3.6,213.3,1.0,3.6,216.1,0,990.73,989.41,990.00,0.0
HFAL,2017-06-01 23:00:00 EDT,16.3,15.5,15.9,60.3,55.8,58.5,0.00,0.00,0.7,2.1,281.8,0.9,2.8,291.8,0,991.65,990.85,991.33,0.0
HFAL,2017-06-02 00:00:00 EDT,15.8,13.7,14.5,67.1,60.5,64.6,0.00,0.00,0.3,1.9,323.1,0.5,2.7,322.4,0,992.01,991.66,991.82,0.0
HFAL,2017-06-02 01:00:00 EDT,13.7,12.5,13.0,65.8,61.6,63.9,0.00,0.00,0.5,2.8,26.7,0.7,3.3,30.0,0,992.24,991.93,992.11,0.0
HFAL,2017-06-02 02:00:00 EDT,12.2,11.5,11.9,66.0,59.8,63.3,0.00,0.00,0.4,1.7,54.2,0.6,2.2,60.5,0,992.32,992.09,992.20,0.0
HFAL,2017-06-02 03:00:00 EDT,11.5,10.2,10.7,70.3,62.5,67.1,0.00,0.00,0.5,1.3,167.6,0.7,1.6,169.7,0,992.08,991.91,992.01,0.0
HFAL,2017-06-02 04:00:00 EDT,10.0,8.9,9.6,83.6,72.9,78.7,0.00,0.00,0.8,2.0,198.9,0.9,2.5,199.5,0,992.11,991.89,992.00,0.0
HFAL,2017-06-02 05:00:00 EDT,9.1,8.3,8.7,85.8,77.1,80.7,0.00,0.00,0.6,1.6,119.2,0.8,1.8,120.2,0,991.92,991.67,991.76,0.0
HFAL,2017-06-02 06:00:00 EDT,9.5,8.0,8.9,85.1,76.3,80.5,0.00,0.00,1.1,3.1,200.4,1.3,3.7,201.2,10,992.07,991.70,991.83,0.0
HFAL,2017-06-02 07:00:00 EDT,10.4,9.3,9.6,79.0,73.8,76.8,0.00,0.00,0.8,3.5,212.2,1.0,4.0,213.6,25,992.15,991.97,992.08,0.1
