station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2018-06-06 03:00:00 EDT,11.0,10.1,10.5,88.7,83.2,86.0,0.00,0.00,0.7,1.4,155.5,0.9,1.7,158.0,0,984.34,984.22,984.28,0.0
HFAL,2018-06-06 04:00:00 EDT,10.8,10.3,10.5,88.8,85.1,87.0,0.00,0.00,0.5,1.3,193.0,0.6,1.4,197.7,0,984.69,984.30,984.49,0.0
HFAL,2018-06-06 05:00:00 EDT,10.6,10.0,10.4,90.1,87.8,89.0,0.00,0.00,0.3,1.4,162.6,0.5,1.6,166.3,0,985.24,984.65,984.82,0.0
HFAL,2018-06-06 06:00:00 EDT,10.8,10.6,10.7,90.9,86.2,88.6,0.00,0.00,0.2,0.9,116.7,0.4,1.4,129.6,6,985.93,985.32,985.60,0.0
HFAL,2018-06-06 07:00:00 EDT,11.8,10.8,11.4,90.3,86.1,88.2,0.00,0.00,0.1,0.8,101.2,0.3,1.2,110.2,58,986.78,985.99,986.35,0.2
HFAL,2018-06-06 08:00:00 EDT,12.1,11.4,11.7,90.8,83.2,87.7,0.00,0.00,0.3,1.7,300.3,0.5,1.9,305.5,132,987.34,986.84,987.14,0.5
HFAL,2018-06-06 09:00:00 EDT,14.1,12.3,13.1,83.0,74.1,80.0,0.00,0.00,0.4,1.9,351.5,0.6,2.2,356.0,298,987.98,987.28,987.62,1.1
HFAL,2018-06-06 10:00:00 EDT,15.5,14.2,14.6,77.3,68.5,72.7,0.00,0.00,0.6,2.2,357.3,0.8,2.7,355.6,334,988.05,987.89,987.98,1.2
HFAL,2018-06-06 11:00:00 EDT,17.1,14.6,16.0,71.4,62.2,66.5,0.00,0.00,0.8,2.5,25.9,1.0,3.4,30.5,576,988.33,988.06,988.22,2.1
HFAL,2018-06-06 12:00:00 EDT,17.4,16.4,16.8,66.4,59.5,62.8,0.00,0.00,0.8,2.4,39.8,1.1,3.2,46.4,513,988.86,988.13,988.42,1.8
HFAL,2018-06-06 13:00:00 EDT,16.6,15.6,15.8,78.6,65.5,73.2,0.00,0.00,0.2,1.8,17.9,0.3,2.0,29.6,70,989.36,988.93,989.22,0.3
HFAL,2018-06-06 14:00:00 EDT,16.7,15.9,16.3,73.3,63.7,67.5,0.00,0.00,0.2,0.9,18.8,0.3,1.3,23.8,199,989.41,989.30,989.36,0.7
HFAL,2018-06-06 15:00:00 EDT,16.5,15.5,15.9,77.2,67.9,72.8,0.00,0.00,0.7,1.9,23.0,0.9,2.4,23.3,144,989.91,989.40,989.63,0.5
HFAL,2018-06-06 16:00:00 EDT,16.1,15.7,15.9,76.9,66.4,73.1,0.00,0.00,0.4,1.3,187.8,0.6,1.8,190.1,131,989.84,989.59,989.74,0.5
HFAL,2018-06-06 17:00:00 EDT,16.7,16.3,16.6,72.3,65.2,67.6,0.00,0.00,0.3,1.8,301.6,0.4,2.2,290.4,230,990.19,989.74,989.93,0.8
HFAL,2018-06-06 18:00:00 EDT,16.7,16.6,16.6,72.2,66.9,69.2,0.00,0.00,0.4,1.6,232.9,0.6,2.0,231.3,162,990.65,990.16,990.48,0.6
HFAL,2018-06-06 19:00:00 EDT,16.6,16.2,16.4,75.5,68.0,72.5,0.00,0.00,0.6,1.5,219.6,0.7,2.0,220.2,81,991.08,990.63,990.77,0.3
HFAL,2018-06-06 20:00:00 EDT,16.0,14.9,15.5,80.2,77.2,78.8,0.00,0.00,0.7,1.3,186.8,0.8,1.7,187.2,23,991.41,990.96,991.17,0.1
