station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2017-05-01 21:00:00 EDT,19.0,17.8,18.8,84.8,77.3,78.9,0.00,0.00,1.5,4.9,163.2,1.8,5.9,164.2,0,983.07,982.41,982.75,0.0
HFAL,2017-05-01 22:00:00 EDT,18.9,18.7,18.8,80.8,79.0,80.2,0.00,0.00,1.7,4.8,170.0,2.0,5.6,171.8,0,982.34,981.98,982.15,0.0
HFAL,2017-05-01 23:00:00 EDT,18.7,17.1,18.1,88.2,80.5,83.8,0.00,0.00,0.8,3.8,152.0,1.1,4.4,151.5,0,982.01,981.09,981.41,0.0
HFAL,2017-05-02 00:00:00 EDT,18.1,17.1,17.6,89.7,84.8,87.4,0.00,0.00,0.7,3.2,128.7,1.0,3.6,127.4,0,981.28,980.41,980.91,0.0
HFAL,2017-05-02 01:00:00 EDT,18.0,16.1,16.7,96.0,84.7,90.9,0.53,0.53,0.8,3.2,40.4,1.0,3.5,45.9,0,980.62,980.14,980.35,0.0
HFAL,2017-05-02 02:00:00 EDT,16.8,15.6,16.2,97.9,95.3,96.6,0.65,1.18,0.7,5.2,39.3,1.0,5.6,40.5,0,980.75,979.48,980.16,0.0
HFAL,2017-05-02 03:00:00 EDT,16.4,16.1,16.2,97.8,96.9,97.4,5.92,7.10,0.7,3.3,113.3,1.0,5.1,116.2,0,979.63,978.83,979.17,0.0
HFAL,2017-05-02 04:00:00 EDT,16.2,16.0,16.1,98.4,97.8,98.1,9.14,16.24,0.5,1.9,186.5,0.7,2.4,183.4,0,979.25,978.28,978.63,0.0
HFAL,2017-05-02 05:00:00 EDT,16.0,15.6,15.8,98.5,98.4,98.4,0.05,16.29,0.5,1.6,173.9,0.7,2.0,179.2,0,978.79,978.51,978.67,0.0
HFAL,2017-05-02 06:00:00 EDT,15.9,15.4,15.6,98.5,98.1,98.3,0.00,16.29,0.4,2.0,182.2,0.5,2.5,184.7,0,978.72,978.51,978.56,0.0
HFAL,2017-05-02 07:00:00 EDT,16.0,15.4,15.7,98.6,98.1,98.4,0.52,16.81,0.6,3.2,190.2,0.8,3.8,198.6,11,979.25,978.62,978.96,0.0
HFAL,2017-05-02 08:00:00 EDT,16.0,15.8,15.9,98.4,97.6,98.3,0.00,16.81,0.8,3.1,230.3,1.0,3.5,235.7,46,979.20,978.81,979.00,0.2
HFAL,2017-05-02 09:00:00 EDT,16.7,15.9,16.2,98.0,91.6,95.2,0.00,16.81,1.0,3.5,245.7,1.2,4.2,251.8,147,978.90,978.46,978.72,0.5
HFAL,2017-05-02 10:00:00 EDT,16.9,16.6,16.7,94.4,91.7,92.7,0.00,16.81,0.9,3.0,264.2,1.2,4.1,270.9,150,978.79,978.29,978.49,0.5
HFAL,2017-05-02 11:00:00 EDT,17.6,16.5,16.9,91.5,69.6,79.0,0.00,16.81,1.3,5.6,253.2,1.6,6.7,257.8,333,978.91,978.64,978.72,1.2
HFAL,2017-05-02 12:00:00 EDT,18.1,17.1,17.4,69.8,63.9,67.0,0.00,16.81,1.3,5.4,255.7,1.7,7.0,261.3,360,978.68,978.55,978.61,1.3
HFAL,2017-05-02 13:00:00 EDT,18.1,17.5,17.8,65.3,52.0,56.5,0.00,16.81,2.2,8.7,240.4,2.8,10.1,246.0,366,978.56,978.48,978.50,1.3
HFAL,2017-05-02 14:00:00 EDT,18.0,16.5,17.1,60.3,51.4,57.0,0.00,16.81,1.9,7.4,254.7,2.4,9.2,259.5,325,978.70,978.35,978.56,1.2
HFAL,2017-05-02 15:00:00 EDT,18.9,16.9,17.6,57.9,44.5,53.0,0.00,16.81,2.0,8.2,241.9,2.5,10.1,246.0,448,978.28,978.03,978.17,1.6
HFAL,2017-05-02 16:00:00 EDT,19.2,18.2,18.6,48.0,42.9,45.1,0.00,16.81,2.0,6.9,253.3,2.5,9.7,257.6,464,978.04,977.81,977.95,1.7
HFAL,2017-05-02 17:00:00 EDT,19.7,18.4,19.1,42.1,34.3,37.9,0.00,16.81,2.5,8.7,252.4,3.1,11.6,258.6,447,978.53,978.04,978.30,1.6
HFAL,2017-05-02 18:00:00 EDT,19.1,17.5,18.6,34.8,32.4,33.6,0.00,16.81,3.0,11.6,248.8,3.7,13.7,251.4,311,979.42,978.60,978.99,1.1
HFAL,2017-05-02 19:00:00 EDT,17.7,16.5,17.0,38.8,35.1,37.0,0.00,16.81,3.0,11.4,249.1,3.6,11.9,254.0,96,980.88,979.52,980.22,0.3
HFAL,2017-05-02 20:00:00 EDT,16.3,14.0,15.1,50.0,39.3,45.3,0.00,16.81,2.2,8.0,263.2,2.7,10.5,267.9,23,982.22,980.96,981.77,0.1
HFAL,2017-05-02 21:00:00 EDT,14.0,13.5,13.8,49.8,46.6,48.5,0.00,16.81,2.1,10.2,250.8,2.6,11.7,255.6,0,983.30,982.34,982.82,0.0
HFAL,2017-05-02 22:00:00 EDT,13.4,13.0,13.2,48.0,43.5,45.8,0.00,16.81,2.1,9.2,262.8,2.6,10.4,267.8,0,984.25,983.44,983.89,0.0
HFAL,2017-05-02 23:00:00 EDT,12.9,12.1,12.5,48.2,44.5,46.5,0.00,16.81,2.0,9.0,256.1,2.5,10.8,260.7,0,984.76,984.30,984.55,0.0
HFAL,2017-05-03 00:00:00 EDT,12.3,12.0,12.1,49.2,47.4,48.4,0.00,16.81,1.7,6.5,240.0,2.1,7.0,243.1,0,984.84,984.64,984.77,0.0
HFAL,2017-05-03 01:00:00 EDT,12.0,11.5,11.7,53.0,49.3,51.1,0.00,0.00,1.0,4.1,236.5,1.2,5.9,241.1,0,985.04,984.78,984.94,0.0
HFAL,2017-05-03 02:00:00 EDT,11.8,11.0,11.5,55.0,51.1,52.7,0.00,0.00,1.2,4.8,228.1,1.5,4.9,231.8,0,985.01,984.66,984.81,0.0
HFAL,2017-05-03 03:00:00 EDT,11.2,10.8,11.0,55.5,54.0,54.9,0.00,0.00,0.8,3.5,245.9,1.1,4.0,247.5,0,985.05,984.84,984.92,0.0
HFAL,2017-05-03 04:00:00 EDT,10.7,9.9,10.3,58.9,55.9,57.3,0.00,0.00,0.8,3.2,245.2,1.1,4.1,250.3,0,985.19,984.84,985.06,0.0
HFAL,2017-05-03 05:00:00 EDT,10.1,9.9,10.0,59.2,57.5,58.3,0.00,0.00,1.0,3.4,227.4,1.2,4.3,230.3,0,985.55,985.19,985.42,0.0
HFAL,2017-05-03 06:00:00 EDT,10.3,9.7,10.1,59.7,57.2,58.0,0.00,0.00,1.1,4.1,231.7,1.4,5.1,235.1,1,986.21,985.61,985.89,0.0
HFAL,2017-05-03 07:00:00 EDT,9.9,9.4,9.7,62.4,59.7,60.7,0.00,0.00,0.8,3.6,241.0,1.1,4.1,242.5,16,986.98,986.28,986.64,0.1
HFAL,2017-05-03 08:00:00 EDT,10.8,9.4,10.1,63.9,58.5,61.9,0.00,0.00,0.9,5.3,269.5,1.3,5.7,276.5,113,987.46,987.05,987.27,0.4
HFAL,2017-05-03 09:00:00 EDT,11.4,10.8,11.1,59.2,52.9,56.4,0.00,0.00,1.5,6.6,275.9,2.0,8.0,283.3,207,987.80,987.44,987.61,0.7
HFAL,2017-05-03 10:00:00 EDT,12.6,11.4,12.0,54.3,49.0,51.9,0.00,0.00,1.7,6.3,267.6,2.2,8.1,274.9,390,988.34,987.79,988.11,1.4
HFAL,2017-05-03 11:00:00 EDT,13.4,12.3,12.8,51.5,47.9,49.5,0.00,0.00,1.9,7.1,277.3,2.4,8.1,281.8,600,988.41,988.25,988.32,2.2
HFAL,2017-05-03 12:00:00 EDT,13.8,12.1,12.8,52.1,48.5,50.2,0.00,0.00,1.6,6.8,282.6,2.1,7.4,283.7,472,988.83,988.36,988.58,1.7
HFAL,2017-05-03 13:00:00 EDT,14.1,13.1,13.7,49.5,45.6,47.1,0.00,0.00,1.8,8.0,286.4,2.4,10.4,292.0,642,990.06,988.85,989.41,2.3
HFAL,2017-05-03 14:00:00 EDT,14.6,13.2,14.0,50.4,43.3,47.3,0.00,0.00,2.1,7.6,289.7,2.7,9.3,291.7,783,990.57,989.88,990.19,2.8
HFAL,2017-05-03 15:00:00 EDT,14.9,13.3,14.1,44.5,40.3,42.7,0.00,0.00,2.0,6.8,295.3,2.6,8.7,300.2,829,991.61,990.62,991.12,3.0
HFAL,2017-05-03 16:00:00 EDT,13.7,11.8,12.9,44.8,39.9,42.9,0.00,0.00,1.8,6.4,333.3,2.3,8.0,335.2,463,992.47,991.62,992.06,1.7
HFAL,2017-05-03 17:00:00 EDT,14.3,13.5,13.9,42.2,38.8,40.4,0.00,0.00,2.0,12.5,340.1,2.5,12.2,342.3,590,992.81,992.38,992.65,2.1
HFAL,2017-05-03 18:00:00 EDT,13.8,12.7,13.2,42.5,40.0,41.1,0.00,0.00,2.2,7.6,344.3,2.7,9.2,347.3,408,993.57,992.91,993.31,1.5
HFAL,2017-05-03 19:00:00 EDT,12.7,11.3,11.9,43.6,41.0,42.1,0.00,0.00,2.1,7.8,337.7,2.6,9.6,340.8,103,993.94,993.61,993.71,0.4
HFAL,2017-05-03 20:00:00 EDT,11.1,9.9,10.4,49.4,44.7,46.9,0.00,0.00,1.0,4.2,320.0,1.3,5.2,321.1,15,995.03,994.02,994.51,0.1
HFAL,2017-05-03 21:00:00 EDT,9.7,8.0,8.7,57.5,48.2,53.4,0.00,0.00,0.7,3.7,281.6,0.9,4.1,280.5,0,997.20,995.21,996.14,0.0
HFAL,2017-05-03 22:00:00 EDT,8.6,7.8,8.3,57.3,52.4,54.5,0.00,0.00,1.0,3.0,212.6,1.1,3.6,214.6,0,998.94,997.36,998.25,0.0
HFAL,2017-05-03 23:00:00 EDT,8.3,7.1,7.8,60.0,54.5,56.6,0.00,0.00,1.0,3.1,229.0,1.2,3.6,232.7,0,999.64,998.99,999.41,0.0
HFAL,2017-05-04 00:00:00 EDT,7.2,5.8,6.8,67.7,59.5,61.2,0.00,0.00,1.2,3.4,230.7,1.4,4.2,234.7,0,999.84,999.39,999.57,0.0
HFAL,2017-05-04 01:00:00 EDT,6.7,5.6,6.0,68.3,62.2,66.2,0.00,0.00,1.3,2.9,216.5,1.5,3.8,220.6,0,999.63,999.35,999.49,0.0
HFAL,2017-05-04 02:00:00 EDT,7.1,5.9,6.7,63.3,58.7,60.5,0.00,0.00,1.1,3.7,215.8,1.3,3.8,220.2,0,999.85,999.31,999.62,0.0
HFAL,2017-05-04 03:00:00 EDT,6.7,4.4,5.9,72.6,60.0,64.2,0.00,0.00,1.1,4.0,210.9,1.3,4.0,214.0,0,1000.05,999.90,999.97,0.0
HFAL,2017-05-04 04:00:00 EDT,6.5,4.2,5.2,74.6,59.5,67.2,0.00,0.00,0.6,2.4,209.8,0.8,2.9,210.7,0,999.96,999.63,999.76,0.0
HFAL,2017-05-04 05:00:00 EDT,6.0,4.3,5.2,70.8,61.0,65.2,0.00,0.00,0.4,1.6,133.2,0.6,2.0,137.3,0,1000.22,999.68,999.88,0.0
HFAL,2017-05-04 06:00:00 EDT,4.2,2.4,2.9,83.2,71.3,79.5,0.00,0.00,0.3,1.1,200.9,0.4,1.6,202.9,1,1001.02,1000.36,1000.60,0.0
HFAL,2017-05-04 07:00:00 EDT,3.6,2.5,3.1,83.3,77.0,79.7,0.00,0.00,0.4,1.8,188.2,0.5,2.0,186.5,17,1001.45,1001.13,1001.34,0.1
HFAL,2017-05-04 08:00:00 EDT,5.9,3.8,4.7,77.7,64.0,71.8,0.00,0.00,0.4,1.7,251.0,0.6,2.1,258.3,173,1001.87,1001.37,1001.63,0.6
HFAL,2017-05-04 09:00:00 EDT,8.7,5.8,7.3,67.2,54.4,60.4,0.00,0.00,0.5,1.7,318.3,0.8,2.1,322.0,423,1002.22,1001.86,1002.03,1.5
HFAL,2017-05-04 10:00:00 EDT,11.3,8.8,10.0,54.6,47.7,51.4,0.00,0.00,1.1,4.1,14.2,1.4,4.6,14.0,578,1002.40,1002.02,1002.25,2.1
HFAL,2017-05-04 11:00:00 EDT,13.0,11.4,12.1,48.1,41.4,44.4,0.00,0.00,1.1,3.4,93.1,1.5,4.2,92.9,664,1002.20,1001.40,1001.65,2.4
HFAL,2017-05-04 12:00:00 EDT,14.2,12.8,13.5,37.9,27.1,33.2,0.00,0.00,1.4,4.4,109.9,1.8,4.9,107.0,657,1001.61,1000.92,1001.36,2.4
HFAL,2017-05-04 13:00:00 EDT,14.8,14.0,14.5,35.0,30.3,33.2,0.00,0.00,1.5,5.5,172.3,1.9,7.2,168.2,656,1000.81,999.95,1000.36,2.4
HFAL,2017-05-04 14:00:00 EDT,15.9,14.9,15.5,32.9,27.0,30.3,0.00,0.00,1.7,5.5,168.9,2.1,7.0,169.0,550,999.99,999.26,999.66,2.0
HFAL,2017-05-04 15:00:00 EDT,16.2,15.2,15.6,29.2,27.5,28.3,0.00,0.00,1.9,6.1,192.4,2.2,7.0,193.8,377,999.15,998.26,998.64,1.4
HFAL,2017-05-04 16:00:00 EDT,16.6,16.0,16.3,29.1,23.7,27.4,0.00,0.00,1.8,5.9,186.6,2.1,6.5,187.9,419,998.25,997.82,998.08,1.5
HFAL,2017-05-04 17:00:00 EDT,16.7,15.9,16.3,32.7,21.7,25.4,0.00,0.00,1.9,6.2,186.8,2.3,7.1,186.4,291,997.71,997.48,997.56,1.0
HFAL,2017-05-04 18:00:00 EDT,15.8,14.2,15.1,39.1,32.4,35.3,0.00,0.00,1.8,6.5,192.6,2.1,7.5,193.2,123,997.65,997.41,997.53,0.4
HFAL,2017-05-04 19:00:00 EDT,14.1,13.0,13.6,41.2,38.6,40.1,0.00,0.00,1.4,5.2,196.4,1.7,6.8,198.0,34,997.77,997.52,997.64,0.1
HFAL,2017-05-04 20:00:00 EDT,12.9,12.0,12.5,43.7,41.3,42.0,0.00,0.00,1.1,4.4,203.4,1.4,5.0,204.9,6,997.89,997.66,997.78,0.0
HFAL,2017-05-04 21:00:00 EDT,12.0,11.1,11.5,45.2,42.2,43.9,0.00,0.00,0.6,3.2,234.3,0.9,4.1,232.4,0,997.91,997.70,997.79,0.0
HFAL,2017-05-04 22:00:00 EDT,11.1,10.5,10.7,50.0,45.5,48.4,0.00,0.00,0.5,2.7,193.1,0.7,3.4,199.2,0,997.98,997.44,997.65,0.0
HFAL,2017-05-04 23:00:00 EDT,10.2,10.0,10.1,56.1,52.1,54.0,0.00,0.00,0.5,2.5,102.1,0.8,3.6,97.5,0,997.54,996.67,997.18,0.0
HFAL,2017-05-05 00:00:00 EDT,9.9,9.5,9.7,60.2,56.0,58.3,0.00,0.00,0.7,3.2,49.8,0.9,4.2,52.0,0,996.58,996.35,996.48,0.0
HFAL,2017-05-05 01:00:00 EDT,9.5,9.1,9.3,65.7,60.0,62.9,0.00,0.00,0.5,2.6,55.6,0.7,3.6,53.5,0,996.55,995.97,996.27,0.0
HFAL,2017-05-05 02:00:00 EDT,9.2,8.8,9.0,68.6,65.1,66.9,0.00,0.00,0.4,2.0,154.9,0.7,2.7,153.2,0,995.98,995.56,995.80,0.0
HFAL,2017-05-05 03:00:00 EDT,8.7,7.8,8.2,78.3,68.3,73.9,0.00,0.00,0.4,1.9,49.3,0.7,2.9,50.3,0,995.48,994.60,995.05,0.0
HFAL,2017-05-05 04:00:00 EDT,7.8,6.8,7.1,93.1,77.2,87.2,0.66,0.66,0.4,1.7,29.9,0.6,2.2,32.3,0,994.72,994.11,994.39,0.0
HFAL,2017-05-05 05:00:00 EDT,6.8,6.4,6.6,95.4,91.5,93.9,0.74,1.40,0.6,1.4,19.4,0.8,1.8,20.3,0,994.17,993.25,993.73,0.0
HFAL,2017-05-05 06:00:00 EDT,6.4,6.2,6.3,96.1,95.1,95.6,0.49,1.89,0.5,1.7,33.3,0.7,2.1,33.3,0,993.09,992.42,992.73,0.0
HFAL,2017-05-05 07:00:00 EDT,6.6,6.2,6.3,98.2,96.4,97.5,0.28,2.17,0.8,2.1,16.0,1.0,2.4,15.5,3,992.73,992.03,992.28,0.0
HFAL,2017-05-05 08:00:00 EDT,6.7,6.5,6.6,98.5,98.2,98.4,1.45,3.62,1.2,2.4,14.1,1.4,3.1,13.6,9,991.81,991.22,991.45,0.0
HFAL,2017-05-05 09:00:00 EDT,6.8,6.4,6.6,98.8,98.5,98.7,2.08,5.70,1.3,2.9,12.9,1.6,3.5,12.4,14,991.11,989.81,990.38,0.1
HFAL,2017-05-05 10:00:00 EDT,7.4,6.9,7.2,98.9,98.9,98.9,0.39,6.09,1.0,2.2,14.1,1.3,2.8,12.9,35,989.66,988.76,989.26,0.1
HFAL,2017-05-05 11:00:00 EDT,7.9,7.4,7.6,99.0,98.9,98.9,1.37,7.46,1.4,2.8,12.9,1.7,4.2,12.5,42,988.63,987.68,988.10,0.2
HFAL,2017-05-05 12:00:00 EDT,8.4,8.0,8.2,99.0,99.0,99.0,2.36,9.82,1.4,2.9,15.0,1.7,3.9,14.5,50,987.77,986.55,987.32,0.2
HFAL,2017-05-05 13:00:00 EDT,8.8,8.5,8.6,99.0,99.0,99.0,2.44,12.26,1.6,3.3,17.3,1.9,4.4,17.1,46,986.54,984.99,985.64,0.2
HFAL,2017-05-05 14:00:00 EDT,9.1,8.7,8.8,99.0,98.9,99.0,5.87,18.13,1.2,3.5,21.1,1.5,4.4,21.2,52,985.11,982.89,984.36,0.2
HFAL,2017-05-05 15:00:00 EDT,9.9,9.1,9.4,99.0,98.8,98.9,5.02,23.15,1.9,7.3,36.3,2.4,9.3,37.4,41,982.94,980.85,982.25,0.1
HFAL,2017-05-05 16:00:00 EDT,10.6,9.9,10.2,98.7,97.8,98.2,0.43,23.58,1.8,9.5,3.4,2.2,9.9,9.6,56,982.33,978.65,980.42,0.2
HFAL,2017-05-05 17:00:00 EDT,10.9,10.2,10.6,98.1,97.0,97.5,0.00,23.58,0.9,2.6,34.1,1.1,3.0,34.9,65,981.59,980.91,981.25,0.2
HFAL,2017-05-05 18:00:00 EDT,10.9,10.6,10.7,98.4,97.4,97.9,0.00,23.58,1.1,3.0,14.7,1.3,4.2,14.2,43,981.18,980.35,980.84,0.2
HFAL,2017-05-05 19:00:00 EDT,11.0,10.8,10.9,98.8,98.4,98.6,0.16,23.74,1.2,2.9,20.7,1.5,3.6,20.7,19,980.53,979.70,980.04,0.1
HFAL,2017-05-05 20:00:00 EDT,11.0,11.0,11.0,99.0,98.8,98.9,0.22,23.96,1.1,2.5,20.2,1.3,3.2,19.3,4,979.82,979.52,979.62,0.0
HFAL,2017-05-05 21:00:00 EDT,11.0,10.9,10.9,99.1,99.0,99.0,0.06,24.02,1.0,2.7,22.4,1.3,3.7,21.6,0,979.66,978.96,979.29,0.0
HFAL,2017-05-05 22:00:00 EDT,10.9,10.9,10.9,99.2,99.1,99.1,0.52,24.54,1.0,2.9,31.5,1.2,3.8,30.7,0,978.97,978.28,978.61,0.0
HFAL,2017-05-05 23:00:00 EDT,11.0,10.9,11.0,99.2,99.2,99.2,0.80,25.34,0.7,2.4,26.0,1.0,3.4,27.0,0,978.29,977.33,977.77,0.0
HFAL,2017-05-06 00:00:00 EDT,11.2,11.0,11.1,99.2,99.2,99.2,1.47,26.81,0.6,2.4,21.2,0.8,3.0,20.6,0,977.33,977.19,977.27,0.0
HFAL,2017-05-06 01:00:00 EDT,11.8,11.2,11.6,99.3,99.2,99.3,1.62,1.62,1.0,2.2,11.2,1.3,2.8,11.7,0,977.05,976.37,976.68,0.0
HFAL,2017-05-06 02:00:00 EDT,11.8,11.6,11.7,99.3,99.3,99.3,2.10,3.72,0.4,1.6,22.7,0.6,2.2,27.0,0,976.36,975.67,975.98,0.0
HFAL,2017-05-06 03:00:00 EDT,11.9,11.7,11.8,99.3,99.3,99.3,1.51,5.23,0.3,1.6,25.9,0.5,2.1,28.5,0,975.51,974.43,975.02,0.0
HFAL,2017-05-06 04:00:00 EDT,12.1,11.9,11.9,99.3,99.3,99.3,1.95,7.18,0.4,1.8,25.1,0.6,2.2,30.7,0,974.52,973.46,974.01,0.0
HFAL,2017-05-06 05:00:00 EDT,12.5,12.1,12.3,99.4,99.3,99.3,0.67,7.85,0.7,2.3,14.9,0.9,2.8,15.3,0,973.43,972.71,973.08,0.0
HFAL,2017-05-06 06:00:00 EDT,13.7,12.3,12.8,99.5,99.3,99.4,0.06,7.91,1.1,3.1,24.0,1.3,3.9,23.8,0,972.74,972.13,972.34,0.0
HFAL,2017-05-06 07:00:00 EDT,14.7,13.7,14.2,99.4,99.3,99.4,0.00,7.91,0.8,2.3,30.4,1.0,3.2,31.1,14,972.96,972.22,972.54,0.0
HFAL,2017-05-06 08:00:00 EDT,14.9,14.4,14.6,99.3,98.7,99.0,0.00,7.91,1.3,3.4,15.8,1.7,4.0,19.1,41,972.69,971.85,972.16,0.1
HFAL,2017-05-06 09:00:00 EDT,15.2,14.5,14.9,98.7,95.1,97.2,0.07,7.98,1.1,5.2,62.9,1.4,6.8,44.7,27,972.12,971.99,972.05,0.1
HFAL,2017-05-06 10:00:00 EDT,15.9,15.2,15.4,95.4,90.6,93.7,0.05,8.03,1.2,6.5,183.3,1.6,7.2,183.9,114,972.63,972.19,972.38,0.4
HFAL,2017-05-06 11:00:00 EDT,16.7,15.9,16.3,90.4,73.2,83.9,0.00,8.03,1.3,7.6,161.4,1.7,8.2,158.5,341,972.30,971.67,972.00,1.2
HFAL,2017-05-06 12:00:00 EDT,17.0,15.7,16.3,75.7,59.9,67.4,0.00,8.03,2.2,9.4,181.7,2.7,11.3,183.6,343,971.91,971.32,971.62,1.2
HFAL,2017-05-06 13:00:00 EDT,17.0,15.6,16.3,67.5,61.6,64.7,0.00,8.03,2.0,9.4,188.3,2.4,9.3,188.9,387,971.81,971.22,971.59,1.4
HFAL,2017-05-06 14:00:00 EDT,17.2,16.0,16.6,67.4,62.2,64.8,0.00,8.03,2.2,8.0,186.5,2.7,9.5,186.7,509,971.89,971.63,971.75,1.8
HFAL,2017-05-06 15:00:00 EDT,17.6,16.0,16.9,66.1,61.2,62.7,0.00,8.03,1.8,5.9,187.6,2.2,6.4,187.6,262,971.81,971.58,971.67,0.9
HFAL,2017-05-06 16:00:00 EDT,16.8,15.7,16.3,67.9,65.4,66.7,0.00,8.03,2.4,7.2,182.2,2.9,8.4,184.2,283,971.84,971.46,971.71,1.0
HFAL,2017-05-06 17:00:00 EDT,16.9,14.3,15.3,84.4,66.0,76.4,1.06,9.09,1.9,5.7,183.2,2.2,6.3,185.0,153,971.94,971.43,971.74,0.5
HFAL,2017-05-06 18:00:00 EDT,14.2,13.4,13.7,92.9,84.8,90.3,0.76,9.85,0.9,3.0,205.4,1.1,3.8,205.1,50,972.32,971.86,972.17,0.2
HFAL,2017-05-06 19:00:00 EDT,13.5,12.9,13.2,95.8,91.2,93.7,0.00,9.85,0.6,2.1,23.4,0.8,2.6,20.0,35,971.96,971.34,971.58,0.1
HFAL,2017-05-06 20:00:00 EDT,13.2,12.5,12.9,96.3,92.0,95.0,9.38,19.23,1.2,5.4,178.4,1.4,6.1,178.9,2,971.81,971.46,971.64,0.0
