station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2017-07-01 01:00:00 EDT,21.1,20.2,20.6,98.0,97.0,97.5,0.00,0.00,0.7,1.7,176.9,0.8,2.1,175.7,0,991.41,991.23,991.31,0.0
HFAL,2017-07-01 02:00:00 EDT,21.6,21.1,21.4,96.7,92.2,93.6,0.00,0.00,0.9,3.2,195.7,1.1,3.3,195.6,0,991.28,991.00,991.14,0.0
HFAL,2017-07-01 03:00:00 EDT,21.4,20.0,20.8,96.8,91.6,93.9,0.00,0.00,1.2,2.5,177.3,1.4,3.1,178.6,0,991.19,990.78,990.95,0.0
HFAL,2017-07-01 04:00:00 EDT,21.4,20.3,21.0,96.1,90.5,92.6,0.00,0.00,1.5,4.0,181.6,1.7,4.8,183.0,0,990.80,990.63,990.71,0.0
HFAL,2017-07-01 05:00:00 EDT,20.9,20.0,20.4,96.8,92.0,95.3,0.00,0.00,0.6,1.7,167.0,0.8,2.0,169.9,0,990.93,990.64,990.78,0.0
HFAL,2017-07-01 06:00:00 EDT,22.1,20.6,21.3,94.5,86.4,91.2,0.00,0.00,0.9,3.3,196.5,1.1,4.0,198.1,4,991.37,990.90,991.07,0.0
HFAL,2017-07-01 07:00:00 EDT,21.9,20.6,21.1,95.3,87.1,92.3,0.00,0.00,0.5,2.8,194.5,0.7,3.2,192.1,29,991.69,991.40,991.52,0.1
HFAL,2017-07-01 08:00:00 EDT,22.8,21.8,22.1,90.0,86.5,88.5,0.00,0.00,0.7,3.3,211.0,0.9,3.7,213.8,134,991.76,991.66,991.70,0.5
HFAL,2017-07-01 09:00:00 EDT,23.3,22.4,22.9,87.2,82.2,84.3,0.00,0.00,1.7,4.7,187.3,2.0,5.8,188.7,376,991.77,991.49,991.68,1.4
HFAL,2017-07-01 10:00:00 EDT,23.6,22.8,23.2,87.2,84.6,86.0,0.00,0.00,1.8,5.1,192.6,2.1,6.3,193.5,284,991.41,991.03,991.17,1.0
HFAL,2017-07-01 11:00:00 EDT,25.2,23.8,24.5,85.7,79.9,82.6,0.00,0.00,1.3,4.5,199.6,1.5,5.1,201.7,373,991.04,990.40,990.72,1.3
HFAL,2017-07-01 12:00:00 EDT,26.5,25.1,25.7,81.1,76.7,79.3,0.00,0.00,1.2,6.3,220.1,1.4,7.1,224.0,398,990.50,990.15,990.32,1.4
HFAL,2017-07-01 13:00:00 EDT,27.3,25.7,26.5,78.7,72.0,75.4,0.00,0.00,2.2,7.0,190.5,2.6,7.2,191.4,412,990.09,989.27,989.72,1.5
HFAL,2017-07-01 14:00:00 EDT,28.3,26.9,27.5,72.5,67.1,70.1,0.00,0.00,2.7,6.9,196.0,3.1,7.9,196.6,547,989.26,988.68,988.94,2.0
HFAL,2017-07-01 15:00:00 EDT,27.5,26.6,27.1,75.1,70.5,73.0,0.00,0.00,2.1,6.5,191.6,2.5,7.9,192.7,305,988.62,988.24,988.47,1.1
HFAL,2017-07-01 16:00:00 EDT,27.5,26.7,27.1,77.9,73.7,75.6,0.00,0.00,2.3,6.5,190.4,2.7,7.9,192.1,492,988.24,987.78,988.04,1.8
HFAL,2017-07-01 17:00:00 EDT,28.2,26.9,27.6,79.8,73.2,75.9,0.00,0.00,2.5,6.4,188.4,2.9,7.3,188.7,550,987.88,987.64,987.78,2.0
HFAL,2017-07-01 18:00:00 EDT,26.6,26.2,26.4,83.4,80.5,81.4,0.26,0.26,2.2,5.3,184.2,2.5,6.7,185.4,90,987.93,987.68,987.81,0.3
HFAL,2017-07-01 19:00:00 EDT,25.1,23.0,23.5,96.0,84.4,92.9,0.71,0.97,0.7,3.0,142.9,0.9,3.5,146.1,33,987.89,987.04,987.59,0.1
HFAL,2017-07-01 20:00:00 EDT,25.1,23.5,24.3,96.5,87.3,91.9,0.00,0.97,0.9,2.6,185.5,1.1,4.0,185.5,120,988.06,987.85,987.94,0.4
HFAL,2017-07-01 21:00:00 EDT,24.6,23.3,23.8,95.2,89.7,92.0,0.00,0.97,0.4,1.5,240.5,0.6,2.1,248.4,21,988.80,988.26,988.55,0.1
