station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2016-11-17 01:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 02:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 03:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 04:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 05:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 06:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 07:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 08:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 09:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 10:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 11:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 12:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 13:00:00 EST,,,,,,,,,,,,,,,,,,,
HFAL,2016-11-17 14:00:00 EST,,,,,,,,,1.8,5.4,344.1,2.3,6.5,345.3,,,,,
HFAL,2016-11-17 15:00:00 EST,13.4,12.7,13.0,51.3,49.6,50.4,,,1.5,5.9,323.2,2.0,7.9,325.3,279,993.26,992.74,993.03,1.0
HFAL,2016-11-17 16:00:00 EST,12.6,11.1,12.0,57.7,50.6,53.8,,,1.5,5.8,337.8,1.9,6.7,339.0,104,993.86,993.33,993.67,0.4
HFAL,2016-11-17 17:00:00 EST,11.1,9.6,10.3,63.6,58.0,61.4,,,0.8,4.0,307.8,1.2,5.1,310.2,7,993.95,993.66,993.80,0.0
HFAL,2016-11-17 18:00:00 EST,9.8,9.2,9.4,65.0,62.8,64.0,,,0.4,3.4,319.5,0.7,3.8,314.0,0,994.45,993.93,994.11,0.0
HFAL,2016-11-17 19:00:00 EST,9.6,9.0,9.3,65.5,62.9,64.1,,,0.6,3.6,356.1,0.9,3.9,352.0,0,994.83,994.42,994.60,0.0
HFAL,2016-11-17 20:00:00 EST,9.2,8.2,8.7,70.3,64.2,66.8,,,0.3,2.1,301.4,0.5,2.4,310.8,0,995.30,994.78,994.96,0.0
HFAL,2016-11-17 21:00:00 EST,8.3,7.6,7.9,71.7,69.2,70.5,,,0.4,1.6,212.3,0.7,2.1,212.9,0,995.66,995.32,995.50,0.0
HFAL,2016-11-17 22:00:00 EST,7.5,6.5,7.0,76.7,71.7,74.5,,,0.3,1.2,203.5,0.6,1.6,206.1,0,995.84,995.52,995.71,0.0
HFAL,2016-11-17 23:00:00 EST,6.4,5.4,5.9,83.0,77.1,79.4,,,0.4,1.3,139.1,0.6,1.7,148.2,0,995.80,995.61,995.70,0.0
HFAL,2016-11-18 00:00:00 EST,6.0,4.7,5.3,87.6,81.8,84.7,,,0.4,2.4,146.6,0.8,2.9,140.6,0,996.41,995.73,996.13,0.0
HFAL,2016-11-18 01:00:00 EST,5.3,4.5,5.0,88.4,86.7,87.7,,,0.3,1.8,85.4,0.6,2.5,97.3,0,996.61,996.39,996.47,0.0
HFAL,2016-11-18 02:00:00 EST,4.9,4.3,4.6,90.0,87.8,88.9,,,0.4,1.9,58.2,0.8,2.5,61.6,0,996.56,996.43,996.50,0.0
HFAL,2016-11-18 03:00:00 EST,4.8,3.6,4.3,92.0,87.0,88.8,,,0.5,2.5,4.9,0.8,3.1,7.5,0,996.99,996.64,996.88,0.0
