station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2017-08-01 01:00:00 EDT,20.9,20.3,20.7,75.0,71.4,73.3,0.00,0.00,1.4,3.0,207.1,1.6,3.6,209.3,0,994.52,994.30,994.38,0.0
HFAL,2017-08-01 02:00:00 EDT,19.6,18.3,19.1,81.8,75.2,78.8,0.00,0.00,0.5,1.6,235.4,0.6,2.1,238.5,0,994.46,994.31,994.38,0.0
HFAL,2017-08-01 03:00:00 EDT,18.3,17.9,18.1,83.4,81.5,82.3,0.00,0.00,0.4,1.8,214.9,0.6,2.0,214.0,0,994.54,994.44,994.47,0.0
HFAL,2017-08-01 04:00:00 EDT,19.2,17.1,18.0,85.8,78.1,82.9,0.00,0.00,1.1,3.3,208.5,1.3,3.4,211.7,0,994.65,994.28,994.46,0.0
HFAL,2017-08-01 05:00:00 EDT,19.3,16.5,17.6,88.0,76.2,84.1,0.00,0.00,0.6,2.2,220.0,0.8,2.5,223.1,0,994.60,994.29,994.42,0.0
HFAL,2017-08-01 06:00:00 EDT,17.3,16.4,16.8,90.6,86.2,88.5,0.00,0.00,1.0,2.5,212.6,1.1,3.1,215.1,1,995.03,994.67,994.86,0.0
HFAL,2017-08-01 07:00:00 EDT,17.2,16.5,16.8,91.1,86.6,88.4,0.00,0.00,0.6,2.5,210.0,0.8,3.2,209.1,18,995.30,995.02,995.20,0.1
HFAL,2017-08-01 08:00:00 EDT,17.8,16.8,17.4,91.2,83.4,87.3,0.00,0.00,0.4,1.3,1.9,0.5,1.5,2.8,121,995.83,995.29,995.50,0.4
HFAL,2017-08-01 09:00:00 EDT,20.7,17.9,19.3,82.0,75.5,79.0,0.00,0.00,0.6,1.3,16.8,0.7,1.6,17.9,379,996.02,995.87,995.95,1.4
HFAL,2017-08-01 10:00:00 EDT,23.4,21.0,22.3,75.3,70.7,72.6,0.00,0.00,0.8,2.3,27.1,1.1,3.0,30.4,556,995.95,995.76,995.84,2.0
HFAL,2017-08-01 11:00:00 EDT,24.6,23.4,24.1,67.9,63.0,65.4,0.00,0.00,0.9,2.7,40.3,1.2,3.1,42.7,695,996.01,995.82,995.92,2.5
HFAL,2017-08-01 12:00:00 EDT,26.2,24.7,25.4,64.7,58.3,61.3,0.00,0.00,0.6,2.0,46.3,0.8,2.5,47.4,795,995.92,995.52,995.78,2.9
HFAL,2017-08-01 13:00:00 EDT,27.1,26.1,26.6,61.2,55.6,58.5,0.00,0.00,0.9,3.6,14.2,1.2,4.2,14.2,850,995.49,995.06,995.28,3.1
HFAL,2017-08-01 14:00:00 EDT,27.8,27.2,27.5,56.2,53.0,54.3,0.00,0.00,1.2,2.9,14.4,1.5,3.7,14.9,843,994.99,994.66,994.83,3.0
HFAL,2017-08-01 15:00:00 EDT,28.8,27.8,28.3,55.6,51.8,53.7,0.00,0.00,0.9,3.9,180.3,1.2,5.2,164.8,808,994.60,994.21,994.43,2.9
HFAL,2017-08-01 16:00:00 EDT,28.4,25.8,27.1,68.5,54.8,60.0,0.00,0.00,1.0,4.1,188.3,1.2,4.8,193.2,364,994.31,994.07,994.15,1.3
HFAL,2017-08-01 17:00:00 EDT,27.5,26.1,27.0,69.1,57.3,62.4,0.00,0.00,0.9,3.1,210.2,1.1,3.6,215.3,512,994.23,993.88,994.03,1.8
HFAL,2017-08-01 18:00:00 EDT,27.4,26.5,26.8,65.0,58.4,62.7,0.00,0.00,0.6,2.1,10.4,0.7,2.8,13.9,267,993.93,993.72,993.80,1.0
HFAL,2017-08-01 19:00:00 EDT,26.3,23.4,25.0,82.9,65.4,74.5,0.00,0.00,0.8,2.2,56.0,0.9,2.6,55.5,92,993.77,993.71,993.74,0.3
HFAL,2017-08-01 20:00:00 EDT,23.0,22.3,22.8,83.7,79.8,81.4,0.00,0.00,0.9,1.5,177.6,1.0,1.8,177.7,15,994.28,993.78,994.11,0.1
HFAL,2017-08-01 21:00:00 EDT,23.1,22.5,22.7,82.9,80.7,81.6,0.00,0.00,1.0,2.0,198.7,1.1,2.6,200.8,1,994.56,994.19,994.34,0.0
HFAL,2017-08-01 22:00:00 EDT,22.9,22.0,22.5,81.5,79.2,80.5,0.00,0.00,1.2,2.5,198.0,1.3,3.1,199.9,0,994.75,994.57,994.65,0.0
HFAL,2017-08-01 23:00:00 EDT,21.7,21.3,21.5,86.8,82.1,84.5,0.00,0.00,1.1,2.5,208.5,1.2,2.9,211.0,0,994.89,994.81,994.86,0.0
HFAL,2017-08-02 00:00:00 EDT,21.5,20.1,20.9,84.7,81.7,83.1,0.00,0.00,0.7,2.5,190.7,0.9,2.6,192.0,0,995.02,994.78,994.94,0.0
HFAL,2017-08-02 01:00:00 EDT,20.2,19.0,19.6,91.7,84.6,89.2,0.00,0.00,0.3,1.3,185.9,0.4,1.5,187.6,0,995.16,994.96,995.04,0.0
HFAL,2017-08-02 02:00:00 EDT,19.2,18.4,19.0,93.4,91.0,92.3,0.00,0.00,0.5,1.8,193.8,0.6,2.1,196.3,0,995.04,994.93,995.00,0.0
HFAL,2017-08-02 03:00:00 EDT,18.7,18.2,18.5,94.9,92.8,93.9,0.00,0.00,0.2,1.5,170.0,0.3,2.0,171.4,0,994.90,994.68,994.77,0.0
HFAL,2017-08-02 04:00:00 EDT,18.2,17.2,17.7,96.1,94.4,95.4,0.00,0.00,0.1,1.2,143.3,0.3,1.0,147.2,0,994.66,994.48,994.58,0.0
HFAL,2017-08-02 05:00:00 EDT,18.3,17.6,18.0,96.2,92.9,94.5,0.00,0.00,1.0,2.5,186.1,1.1,2.8,187.9,0,994.75,994.58,994.65,0.0
HFAL,2017-08-02 06:00:00 EDT,18.7,17.7,18.2,94.6,90.1,92.8,0.00,0.00,0.6,2.4,203.7,0.8,2.9,205.2,2,995.01,994.68,994.87,0.0
HFAL,2017-08-02 07:00:00 EDT,19.3,18.4,18.7,90.7,88.6,89.6,0.00,0.00,0.4,2.0,243.0,0.6,2.5,246.8,41,995.37,994.95,995.17,0.1
HFAL,2017-08-02 08:00:00 EDT,19.8,19.2,19.4,89.6,85.7,87.9,0.00,0.00,0.3,1.6,294.5,0.5,2.3,299.8,128,995.54,995.41,995.47,0.5
HFAL,2017-08-02 09:00:00 EDT,20.8,19.3,20.2,89.1,81.7,84.6,0.00,0.00,0.6,1.9,230.1,0.7,2.2,230.8,153,995.90,995.60,995.76,0.6
HFAL,2017-08-02 10:00:00 EDT,21.9,20.9,21.2,83.4,75.5,80.6,0.00,0.00,0.3,1.5,258.6,0.4,1.7,275.2,232,995.85,995.75,995.79,0.8
HFAL,2017-08-02 11:00:00 EDT,24.4,21.9,23.2,79.2,70.2,75.1,0.00,0.00,0.8,1.9,347.3,1.0,2.4,349.5,565,995.79,995.69,995.75,2.0
HFAL,2017-08-02 12:00:00 EDT,27.1,24.3,26.0,72.2,62.9,68.8,0.00,0.00,0.9,4.0,149.4,1.2,5.2,145.9,750,995.72,995.36,995.48,2.7
HFAL,2017-08-02 13:00:00 EDT,28.8,27.3,27.8,62.0,56.9,59.3,0.00,0.00,1.9,5.3,183.7,2.3,6.3,182.7,873,995.28,994.59,994.96,3.1
HFAL,2017-08-02 14:00:00 EDT,28.7,22.7,26.1,68.8,52.4,58.7,0.00,0.00,1.0,4.3,339.0,1.4,5.7,340.4,624,995.44,994.64,994.98,2.2
HFAL,2017-08-02 15:00:00 EDT,23.6,21.1,22.5,78.1,69.0,71.8,0.00,0.00,1.0,6.2,295.2,1.4,7.0,297.7,402,995.86,994.80,995.20,1.4
HFAL,2017-08-02 16:00:00 EDT,22.0,20.6,21.1,79.6,67.9,75.8,0.00,0.00,1.7,6.2,201.6,2.2,8.7,205.6,113,996.15,995.17,995.63,0.4
HFAL,2017-08-02 17:00:00 EDT,21.3,20.6,20.8,84.1,77.2,80.8,0.00,0.00,0.8,2.9,148.7,1.1,3.9,146.0,133,996.13,995.34,995.66,0.5
