station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2017-02-01 01:00:00 EST,-4.7,-5.1,-5.0,93.4,92.4,93.0,0.05,0.05,0.2,1.6,172.2,0.4,2.1,173.4,0,985.89,985.58,985.71,0.0
HFAL,2017-02-01 02:00:00 EST,-4.4,-4.7,-4.5,92.6,91.3,92.1,0.29,0.34,0.4,2.1,175.7,0.6,2.8,178.0,0,985.88,985.56,985.69,0.0
HFAL,2017-02-01 03:00:00 EST,-4.1,-4.4,-4.3,91.9,88.3,90.7,0.10,0.44,0.5,3.2,208.6,0.8,3.5,208.7,0,985.92,985.61,985.78,0.0
HFAL,2017-02-01 04:00:00 EST,-4.0,-4.8,-4.4,92.2,88.2,90.6,0.00,0.44,1.2,4.1,189.6,1.4,4.8,191.0,0,985.78,985.50,985.64,0.0
HFAL,2017-02-01 05:00:00 EST,-3.1,-4.5,-4.1,90.9,86.9,89.5,0.00,0.44,1.4,4.4,204.7,1.6,5.2,206.2,0,985.94,985.63,985.78,0.0
HFAL,2017-02-01 06:00:00 EST,-1.8,-3.0,-2.5,86.9,85.4,86.2,0.00,0.44,1.6,4.7,202.0,1.8,5.6,202.8,0,986.15,985.66,985.90,0.0
HFAL,2017-02-01 07:00:00 EST,-0.4,-1.8,-0.9,85.0,80.9,82.8,0.00,0.44,1.2,3.7,204.1,1.4,4.1,204.6,0,986.78,986.23,986.51,0.0
HFAL,2017-02-01 08:00:00 EST,0.6,-0.7,-0.3,82.1,75.3,79.2,0.00,0.44,1.1,3.4,218.4,1.3,3.8,220.0,1,987.31,986.76,986.97,0.0
HFAL,2017-02-01 09:00:00 EST,0.5,-0.2,0.2,78.0,74.1,75.9,0.00,0.44,1.3,4.5,246.7,1.6,5.6,251.5,13,988.26,987.33,987.88,0.0
HFAL,2017-02-01 10:00:00 EST,1.7,0.8,1.4,72.8,64.3,68.1,0.00,0.44,1.4,5.1,255.8,1.8,6.0,259.8,70,988.43,988.10,988.27,0.3
HFAL,2017-02-01 11:00:00 EST,2.7,1.8,2.3,61.9,54.9,57.4,0.00,0.44,1.9,7.3,262.4,2.4,8.2,267.4,322,988.40,988.02,988.19,1.2
HFAL,2017-02-01 12:00:00 EST,3.3,2.6,3.0,53.6,46.0,49.6,0.00,0.44,1.8,10.5,264.9,2.3,11.0,268.8,291,988.41,987.93,988.22,1.0
HFAL,2017-02-01 13:00:00 EST,4.0,2.7,3.4,49.2,45.0,46.3,0.00,0.44,1.8,8.0,263.5,2.3,8.2,270.0,276,987.92,987.71,987.83,1.0
HFAL,2017-02-01 14:00:00 EST,4.7,4.1,4.3,48.7,44.0,45.5,0.00,0.44,1.8,5.9,268.5,2.3,8.4,273.3,446,987.79,987.68,987.72,1.6
HFAL,2017-02-01 15:00:00 EST,4.6,4.1,4.4,52.3,45.3,48.1,0.00,0.44,1.5,5.5,272.7,1.8,6.6,277.2,372,988.17,987.68,987.93,1.3
HFAL,2017-02-01 16:00:00 EST,4.5,3.6,4.0,58.7,50.5,54.3,0.00,0.44,1.8,6.6,249.4,2.2,8.1,253.3,179,988.83,988.21,988.49,0.6
HFAL,2017-02-01 17:00:00 EST,3.4,2.0,2.7,69.2,59.9,65.6,0.00,0.44,1.1,5.1,246.0,1.3,6.4,251.6,41,989.61,988.91,989.18,0.1
HFAL,2017-02-01 18:00:00 EST,2.2,1.3,1.7,71.4,68.2,70.0,0.00,0.44,0.8,3.4,232.8,1.1,3.8,235.2,1,990.30,989.61,989.91,0.0
HFAL,2017-02-01 19:00:00 EST,1.4,0.9,1.1,73.3,70.7,72.4,0.00,0.44,1.3,4.4,231.8,1.5,5.1,234.8,0,991.01,990.41,990.79,0.0
HFAL,2017-02-01 20:00:00 EST,0.9,0.2,0.6,78.6,73.8,75.7,0.00,0.44,1.4,4.8,237.4,1.8,5.5,241.4,0,991.48,991.04,991.31,0.0
HFAL,2017-02-01 21:00:00 EST,0.0,-0.8,-0.3,82.0,78.1,80.5,0.00,0.44,1.1,4.2,255.8,1.5,5.4,260.5,0,992.04,991.60,991.88,0.0
HFAL,2017-02-01 22:00:00 EST,-0.7,-1.7,-1.1,82.5,79.4,80.8,0.00,0.44,1.0,3.2,257.8,1.3,4.6,263.4,0,992.53,991.97,992.28,0.0
HFAL,2017-02-01 23:00:00 EST,-1.7,-2.3,-2.0,84.2,77.6,81.3,0.00,0.44,1.1,3.1,237.8,1.3,3.7,242.4,0,992.67,992.02,992.38,0.0
HFAL,2017-02-02 00:00:00 EST,-2.1,-2.9,-2.3,80.1,77.6,78.9,0.00,0.44,1.2,3.3,238.7,1.4,4.1,242.5,0,993.13,992.38,992.77,0.0
HFAL,2017-02-02 01:00:00 EST,-2.6,-3.2,-2.9,79.4,75.6,77.3,0.00,0.00,1.3,3.5,228.3,1.5,4.3,230.4,0,993.39,992.58,992.96,0.0
HFAL,2017-02-02 02:00:00 EST,-2.7,-3.5,-3.1,75.8,61.6,68.1,0.00,0.00,0.9,3.1,229.1,1.0,3.5,230.8,0,992.81,992.55,992.68,0.0
HFAL,2017-02-02 03:00:00 EST,-2.8,-3.9,-3.5,71.6,60.7,67.9,0.00,0.00,0.9,3.1,223.2,1.1,3.3,226.2,0,992.95,992.53,992.79,0.0
HFAL,2017-02-02 04:00:00 EST,-3.4,-4.1,-3.8,70.6,64.4,68.2,0.00,0.00,1.1,3.5,215.1,1.4,4.1,217.8,0,992.70,992.39,992.53,0.0
HFAL,2017-02-02 05:00:00 EST,-2.1,-4.3,-3.2,69.5,55.7,61.8,0.00,0.00,1.0,3.8,230.0,1.2,4.5,236.0,0,992.60,992.26,992.46,0.0
HFAL,2017-02-02 06:00:00 EST,-3.3,-4.3,-3.8,70.5,66.8,68.9,0.00,0.00,1.5,3.9,220.9,1.8,5.1,224.4,0,992.82,992.53,992.68,0.0
HFAL,2017-02-02 07:00:00 EST,-2.5,-3.3,-2.8,67.7,64.9,66.4,0.00,0.00,1.7,3.9,200.9,2.0,4.6,202.7,0,993.00,992.56,992.71,0.0
HFAL,2017-02-02 08:00:00 EST,-2.6,-3.7,-3.2,88.1,66.0,75.2,0.15,0.15,0.9,3.3,258.8,1.2,4.2,263.5,11,993.45,993.06,993.27,0.0
HFAL,2017-02-02 09:00:00 EST,-2.4,-3.5,-3.2,90.1,80.9,87.5,0.00,0.15,1.4,5.1,256.0,1.8,5.2,261.4,39,993.43,993.08,993.22,0.1
HFAL,2017-02-02 10:00:00 EST,-0.4,-2.3,-1.3,79.6,65.9,73.5,0.00,0.15,1.7,6.4,257.8,2.2,6.9,261.7,224,993.40,993.16,993.31,0.8
HFAL,2017-02-02 11:00:00 EST,1.2,-0.2,0.5,65.1,51.3,59.5,0.00,0.15,1.6,7.2,250.2,2.1,8.4,254.4,466,993.33,993.23,993.28,1.7
HFAL,2017-02-02 12:00:00 EST,1.9,1.2,1.6,51.3,44.4,47.1,0.00,0.15,2.3,7.9,258.9,2.8,9.6,263.1,481,993.40,993.07,993.25,1.7
HFAL,2017-02-02 13:00:00 EST,2.4,1.1,1.7,51.2,42.0,46.2,0.09,0.24,1.9,8.1,266.6,2.4,9.3,271.8,427,992.99,992.70,992.82,1.5
HFAL,2017-02-02 14:00:00 EST,1.5,0.8,1.2,52.3,49.0,50.4,0.00,0.24,1.8,5.7,264.8,2.3,7.0,270.1,332,992.69,992.56,992.62,1.2
HFAL,2017-02-02 15:00:00 EST,1.2,-0.4,0.5,64.9,50.9,58.0,0.00,0.24,1.8,6.7,256.3,2.3,7.6,261.1,215,992.85,992.63,992.75,0.8
HFAL,2017-02-02 16:00:00 EST,0.8,0.3,0.6,61.1,55.3,57.8,0.00,0.24,1.4,5.9,265.6,1.8,6.6,270.3,184,993.58,992.80,993.10,0.7
HFAL,2017-02-02 17:00:00 EST,-0.0,-2.2,-0.8,86.1,62.3,73.0,0.31,0.55,1.4,4.6,285.1,1.7,5.9,289.1,63,994.87,993.68,994.30,0.2
HFAL,2017-02-02 18:00:00 EST,-2.4,-3.2,-2.8,93.2,85.9,89.5,0.00,0.55,0.7,4.0,241.0,0.9,3.8,248.8,3,995.68,994.68,995.19,0.0
HFAL,2017-02-02 19:00:00 EST,-2.9,-3.3,-3.1,93.1,77.2,84.6,0.00,0.55,1.2,3.7,233.8,1.4,4.4,237.2,0,996.28,995.74,996.00,0.0
HFAL,2017-02-02 20:00:00 EST,-2.8,-3.4,-3.0,74.8,67.5,70.0,0.00,0.55,1.2,3.8,237.0,1.5,4.2,242.0,0,996.61,996.30,996.46,0.0
HFAL,2017-02-02 21:00:00 EST,-3.3,-3.6,-3.4,69.0,63.1,67.2,0.00,0.55,0.8,5.0,217.6,1.0,5.8,218.2,0,997.02,996.61,996.80,0.0
HFAL,2017-02-02 22:00:00 EST,-3.3,-4.2,-3.7,64.3,62.1,63.4,0.00,0.55,0.8,3.0,222.6,1.1,3.5,223.4,0,997.69,997.05,997.39,0.0
HFAL,2017-02-02 23:00:00 EST,-3.9,-5.3,-4.7,66.2,61.3,63.1,0.00,0.55,0.9,3.8,265.6,1.2,4.9,269.2,0,998.09,997.77,997.94,0.0
HFAL,2017-02-03 00:00:00 EST,-5.1,-5.8,-5.6,66.7,61.5,64.6,0.00,0.55,1.5,4.8,285.7,1.8,6.6,289.4,0,998.07,997.67,997.88,0.0
HFAL,2017-02-03 01:00:00 EST,-5.4,-6.1,-5.8,62.6,57.2,59.0,0.00,0.00,1.0,4.0,269.4,1.3,5.1,274.4,0,997.79,997.59,997.70,0.0
HFAL,2017-02-03 02:00:00 EST,-5.7,-6.1,-5.9,57.2,55.2,55.9,0.00,0.00,1.5,3.7,218.6,1.7,4.4,221.0,0,998.07,997.68,997.86,0.0
HFAL,2017-02-03 03:00:00 EST,-6.0,-6.6,-6.3,57.0,55.6,56.4,0.00,0.00,1.2,3.4,230.5,1.5,3.8,232.9,0,998.28,998.07,998.22,0.0
HFAL,2017-02-03 04:00:00 EST,-6.8,-7.7,-7.1,61.8,57.7,59.7,0.00,0.00,0.7,2.6,238.2,0.9,3.4,240.2,0,998.46,998.19,998.30,0.0
HFAL,2017-02-03 05:00:00 EST,-7.5,-7.8,-7.6,62.3,61.2,61.9,0.00,0.00,0.8,2.5,230.6,1.0,2.9,232.5,0,998.60,998.29,998.48,0.0
HFAL,2017-02-03 06:00:00 EST,-7.4,-7.7,-7.6,62.9,61.6,62.3,0.00,0.00,1.2,3.6,225.2,1.4,4.5,227.8,0,998.52,998.41,998.46,0.0
HFAL,2017-02-03 07:00:00 EST,-7.5,-8.2,-7.8,63.8,62.2,62.8,0.00,0.00,1.0,3.6,231.9,1.3,4.2,234.5,0,998.61,998.46,998.53,0.0
HFAL,2017-02-03 08:00:00 EST,-8.3,-8.7,-8.5,66.3,64.4,65.5,0.00,0.00,1.0,3.6,250.3,1.4,5.0,255.8,12,998.51,998.30,998.38,0.0
HFAL,2017-02-03 09:00:00 EST,-7.6,-8.5,-8.1,66.8,63.2,65.1,0.00,0.00,0.8,3.7,261.0,1.1,4.3,267.9,72,998.60,998.30,998.46,0.3
HFAL,2017-02-03 10:00:00 EST,-5.7,-7.5,-6.5,63.5,55.5,59.5,0.00,0.00,1.3,4.8,248.6,1.7,6.3,254.9,165,998.69,998.37,998.60,0.6
HFAL,2017-02-03 11:00:00 EST,-4.7,-5.7,-5.2,55.7,51.1,53.6,0.00,0.00,1.4,6.2,257.4,1.7,6.9,262.2,261,998.29,997.66,997.96,0.9
HFAL,2017-02-03 12:00:00 EST,-3.7,-4.5,-4.1,50.5,47.5,49.2,0.00,0.00,1.5,4.9,264.1,1.8,5.7,269.2,336,997.58,996.57,997.09,1.2
HFAL,2017-02-03 13:00:00 EST,-2.8,-3.7,-3.2,48.1,45.7,46.7,0.00,0.00,1.4,4.2,224.2,1.6,5.6,227.9,309,996.53,995.35,995.94,1.1
HFAL,2017-02-03 14:00:00 EST,-2.0,-2.5,-2.3,45.3,41.0,43.0,0.07,0.07,2.0,5.7,228.6,2.4,6.7,232.4,377,995.23,994.40,994.73,1.4
HFAL,2017-02-03 15:00:00 EST,-1.5,-1.9,-1.7,42.8,39.1,40.5,0.00,0.07,1.7,5.8,231.3,2.1,7.2,234.4,319,994.41,994.17,994.30,1.1
HFAL,2017-02-03 16:00:00 EST,-1.7,-1.8,-1.8,43.4,40.5,42.4,0.00,0.07,1.5,7.3,259.9,1.9,8.3,264.4,153,994.33,994.17,994.26,0.6
