station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2017-01-01 01:00:00 EST,3.5,2.9,3.2,59.3,55.2,57.2,,,1.8,4.8,219.9,,,,0,987.02,986.66,986.84,0.0
HFAL,2017-01-01 02:00:00 EST,3.7,2.6,3.2,59.9,56.3,58.0,,,0.8,4.0,250.5,,,,0,987.38,986.74,987.10,0.0
HFAL,2017-01-01 03:00:00 EST,3.8,3.2,3.6,61.6,57.8,59.4,,,0.9,3.5,222.9,,,,0,987.56,987.27,987.43,0.0
HFAL,2017-01-01 04:00:00 EST,3.2,1.8,2.6,69.7,61.5,64.8,,,0.4,1.5,205.9,,,,0,988.03,987.54,987.85,0.0
HFAL,2017-01-01 05:00:00 EST,2.8,1.7,2.4,69.3,64.5,66.6,,,0.9,4.2,231.2,,,,0,988.90,988.10,988.46,0.0
HFAL,2017-01-01 06:00:00 EST,2.3,0.5,1.4,74.8,66.9,70.7,,,0.7,3.2,246.8,,,,0,990.54,988.98,989.56,0.0
HFAL,2017-01-01 07:00:00 EST,2.4,1.4,2.0,73.4,69.1,72.0,,,1.3,4.3,221.4,,,,0,991.43,990.66,991.13,0.0
HFAL,2017-01-01 08:00:00 EST,2.6,1.9,2.3,66.9,57.8,64.2,,,1.2,5.7,255.2,,,,7,993.26,991.51,992.48,0.0
HFAL,2017-01-01 09:00:00 EST,1.8,1.4,1.6,59.7,57.5,58.4,,,1.2,5.2,274.9,,,,44,995.37,993.48,994.48,0.2
HFAL,2017-01-01 10:00:00 EST,2.5,1.4,2.1,60.5,48.2,53.0,,,1.4,5.2,285.9,,,,70,997.11,995.56,996.30,0.3
HFAL,2017-01-01 11:00:00 EST,3.6,2.1,2.9,50.5,38.7,43.5,,,1.4,5.1,285.5,,,,367,997.83,997.26,997.62,1.3
HFAL,2017-01-01 12:00:00 EST,4.5,3.5,3.9,39.3,35.6,37.4,,,1.5,5.3,285.2,,,,425,998.03,997.80,997.90,1.5
HFAL,2017-01-01 13:00:00 EST,5.0,4.4,4.6,36.2,33.3,35.0,,,1.3,4.6,280.4,,,,429,997.94,997.87,997.92,1.5
HFAL,2017-01-01 14:00:00 EST,5.1,4.8,5.0,35.2,32.6,33.8,,,1.4,5.7,249.1,,,,377,998.43,997.90,998.14,1.4
HFAL,2017-01-01 15:00:00 EST,5.3,4.9,5.1,34.6,31.7,32.7,,,1.1,4.4,264.1,,,,278,999.25,998.45,998.85,1.0
HFAL,2017-01-01 16:00:00 EST,5.0,4.3,4.8,34.9,32.0,33.5,,,0.8,3.1,291.5,,,,101,1000.60,999.39,999.94,0.4
HFAL,2017-01-01 17:00:00 EST,4.4,2.8,3.4,41.2,35.8,39.2,,,0.6,1.4,171.3,,,,7,1002.04,1000.76,1001.45,0.0
HFAL,2017-01-01 18:00:00 EST,2.7,1.7,2.4,43.9,40.7,42.1,,,0.8,1.6,180.2,,,,0,1002.99,1002.16,1002.69,0.0
HFAL,2017-01-01 19:00:00 EST,2.2,0.9,1.6,48.4,42.8,45.4,,,0.6,1.6,175.9,,,,0,1003.97,1003.04,1003.48,0.0
HFAL,2017-01-01 20:00:00 EST,1.2,-0.1,0.7,62.8,46.4,55.5,,,0.4,1.8,83.4,,,,0,1005.01,1003.92,1004.51,0.0
HFAL,2017-01-01 21:00:00 EST,0.0,-0.8,-0.3,68.6,63.2,64.9,,,0.5,1.1,171.3,,,,0,1006.03,1005.10,1005.56,0.0
HFAL,2017-01-01 22:00:00 EST,-0.9,-1.8,-1.4,71.1,67.2,69.6,,,0.5,1.5,199.7,,,,0,1006.68,1006.03,1006.39,0.0
HFAL,2017-01-01 23:00:00 EST,-1.3,-1.9,-1.6,67.2,64.5,65.9,,,0.5,1.3,193.4,,,,0,1006.98,1006.69,1006.85,0.0
HFAL,2017-01-02 00:00:00 EST,-1.4,-3.0,-2.1,74.3,64.6,69.1,,,0.5,1.8,209.5,,,,0,1007.23,1006.69,1007.00,0.0
HFAL,2017-01-02 01:00:00 EST,-2.0,-2.9,-2.4,72.1,67.5,70.0,,,0.5,1.7,218.0,,,,0,1007.31,1006.69,1007.09,0.0
HFAL,2017-01-02 02:00:00 EST,-2.5,-3.1,-2.9,75.5,72.3,74.3,,,0.4,1.3,225.1,,,,0,1007.50,1006.68,1007.05,0.0
HFAL,2017-01-02 03:00:00 EST,-2.2,-3.2,-2.7,79.9,72.6,76.6,,,0.4,1.7,204.6,,,,0,1007.62,1007.15,1007.39,0.0
HFAL,2017-01-02 04:00:00 EST,-3.0,-3.8,-3.5,79.4,76.6,77.8,,,0.5,2.0,215.2,,,,0,1007.68,1007.29,1007.43,0.0
HFAL,2017-01-02 05:00:00 EST,-3.1,-3.6,-3.4,80.0,78.0,79.1,,,0.3,1.3,183.6,,,,0,1007.95,1007.18,1007.56,0.0
HFAL,2017-01-02 06:00:00 EST,-3.4,-4.2,-3.7,82.6,79.1,80.9,,,0.3,1.3,193.6,,,,0,1008.14,1007.50,1007.92,0.0
HFAL,2017-01-02 07:00:00 EST,-2.9,-3.8,-3.2,80.5,77.4,78.3,,,0.4,1.5,179.0,,,,0,1008.43,1008.12,1008.26,0.0
HFAL,2017-01-02 08:00:00 EST,-3.2,-4.2,-3.7,80.3,77.3,78.7,,,0.2,0.9,221.9,,,,8,1008.82,1008.44,1008.63,0.0
HFAL,2017-01-02 09:00:00 EST,-2.7,-3.7,-3.1,79.2,73.6,76.7,,,0.3,1.2,182.9,,,,38,1009.27,1008.71,1008.96,0.1
HFAL,2017-01-02 10:00:00 EST,-2.1,-3.5,-2.9,81.5,75.4,78.5,,,0.1,0.6,274.6,,,,59,1009.92,1009.37,1009.70,0.2
HFAL,2017-01-02 11:00:00 EST,-1.4,-2.0,-1.6,75.3,70.8,73.3,,,0.2,0.9,345.6,,,,124,1009.74,1009.41,1009.59,0.4
HFAL,2017-01-02 12:00:00 EST,0.5,-1.6,-0.5,74.0,63.8,69.4,,,0.5,2.0,0.7,,,,126,1009.41,1008.26,1008.69,0.5
HFAL,2017-01-02 13:00:00 EST,0.7,0.1,0.5,65.6,59.0,63.2,,,0.3,1.4,351.0,,,,99,1007.98,1007.16,1007.62,0.4
HFAL,2017-01-02 14:00:00 EST,1.2,0.8,1.1,59.3,56.4,57.5,,,0.9,2.0,10.2,,,,90,1007.21,1006.78,1006.96,0.3
HFAL,2017-01-02 15:00:00 EST,1.6,1.2,1.5,58.9,56.8,57.6,,,0.5,1.9,12.2,,,,80,1007.07,1006.76,1006.90,0.3
HFAL,2017-01-02 16:00:00 EST,1.7,1.6,1.7,59.2,57.6,58.2,,,0.4,1.3,17.3,,,,37,1006.94,1006.43,1006.67,0.1
