station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2018-03-01 01:00:00 EST,11.0,10.2,10.5,71.6,59.6,65.9,0.00,0.00,1.5,5.1,246.4,1.8,7.0,251.1,0,987.67,987.40,987.50,0.0
HFAL,2018-03-01 02:00:00 EST,10.4,9.7,10.1,75.7,72.3,74.0,0.00,0.00,1.3,4.5,236.1,1.5,5.8,240.3,0,987.83,987.72,987.78,0.0
HFAL,2018-03-01 03:00:00 EST,9.7,8.6,9.4,77.8,73.6,75.5,0.00,0.00,1.2,4.1,222.0,1.4,4.4,224.6,0,987.70,987.20,987.39,0.0
HFAL,2018-03-01 04:00:00 EST,8.6,7.6,8.1,83.1,79.3,81.1,0.00,0.00,1.1,2.7,208.9,1.2,3.6,211.7,0,987.17,986.95,987.06,0.0
HFAL,2018-03-01 05:00:00 EST,8.1,7.2,7.7,84.4,81.2,82.6,0.00,0.00,0.9,3.5,219.3,1.0,3.9,222.3,0,987.22,986.80,987.03,0.0
HFAL,2018-03-01 06:00:00 EST,7.4,6.9,7.2,86.0,84.6,85.1,0.00,0.00,1.0,3.4,214.9,1.1,3.8,217.7,0,987.80,987.03,987.53,0.0
HFAL,2018-03-01 07:00:00 EST,6.9,5.6,6.3,91.5,86.5,89.2,0.00,0.00,0.6,2.2,219.8,0.8,3.0,223.2,7,988.41,987.83,988.25,0.0
HFAL,2018-03-01 08:00:00 EST,7.1,6.2,6.7,88.7,86.3,87.5,0.00,0.00,1.3,4.3,222.7,1.5,4.7,226.1,53,989.05,988.18,988.66,0.2
HFAL,2018-03-01 09:00:00 EST,8.6,6.8,7.4,86.8,78.8,83.5,0.00,0.00,0.6,2.3,233.3,0.8,2.5,240.9,130,988.64,988.11,988.32,0.5
HFAL,2018-03-01 10:00:00 EST,10.0,8.3,9.1,79.4,70.6,75.5,0.00,0.00,0.6,2.0,358.0,0.9,2.2,355.9,284,988.47,988.04,988.22,1.0
HFAL,2018-03-01 11:00:00 EST,11.5,10.2,10.9,68.5,61.3,64.7,0.00,0.00,1.3,4.2,3.6,1.6,5.0,4.1,401,988.31,987.94,988.19,1.4
HFAL,2018-03-01 12:00:00 EST,11.9,11.1,11.5,62.4,57.0,60.5,0.00,0.00,2.0,4.6,17.8,2.4,5.4,18.0,325,988.04,987.57,987.81,1.2
HFAL,2018-03-01 13:00:00 EST,13.1,11.9,12.6,56.9,47.4,50.7,0.00,0.00,1.9,5.2,36.2,2.3,6.3,37.5,397,987.45,986.79,987.06,1.4
HFAL,2018-03-01 14:00:00 EST,12.5,11.7,12.1,48.8,46.4,47.3,0.00,0.00,2.1,6.1,26.9,2.4,6.5,26.7,226,986.87,986.51,986.69,0.8
HFAL,2018-03-01 15:00:00 EST,12.1,11.3,11.7,46.1,32.3,39.7,0.00,0.00,2.8,7.3,18.5,3.2,8.4,18.7,225,986.73,986.43,986.57,0.8
HFAL,2018-03-01 16:00:00 EST,11.3,10.7,11.0,36.5,33.3,34.5,0.00,0.00,2.5,6.8,15.5,2.9,7.3,16.4,101,986.40,985.23,985.84,0.4
HFAL,2018-03-01 17:00:00 EST,10.7,9.3,10.0,50.8,37.2,46.1,0.00,0.00,1.8,5.1,17.0,2.1,5.6,17.1,47,985.10,984.21,984.64,0.2
HFAL,2018-03-01 18:00:00 EST,9.1,8.3,8.7,59.2,51.2,55.7,0.00,0.00,1.7,4.5,32.3,2.1,5.8,33.3,8,984.11,983.47,983.80,0.0
HFAL,2018-03-01 19:00:00 EST,8.1,7.7,7.9,61.3,59.8,60.5,0.00,0.00,2.0,7.1,30.1,2.5,8.0,29.7,0,983.42,982.77,983.14,0.0
HFAL,2018-03-01 20:00:00 EST,7.6,7.2,7.4,63.2,61.5,62.3,0.00,0.00,1.9,5.7,30.3,2.3,6.6,30.7,0,982.67,981.58,982.12,0.0
HFAL,2018-03-01 21:00:00 EST,7.1,6.3,6.8,65.0,60.9,62.4,0.06,0.06,1.7,5.6,38.6,2.2,7.3,37.9,0,981.64,981.19,981.44,0.0
HFAL,2018-03-01 22:00:00 EST,6.0,4.8,5.2,75.4,66.8,73.4,0.28,0.34,1.7,4.9,39.3,2.2,6.2,40.5,0,981.16,980.08,980.71,0.0
HFAL,2018-03-01 23:00:00 EST,4.8,3.6,4.0,89.2,75.4,84.1,1.81,2.15,1.8,5.6,43.2,2.2,6.5,42.7,0,980.03,979.28,979.65,0.0
HFAL,2018-03-02 00:00:00 EST,3.6,3.2,3.4,94.2,89.6,92.4,2.35,4.50,1.4,4.1,42.0,1.8,5.1,41.6,0,979.28,978.65,979.01,0.0
HFAL,2018-03-02 01:00:00 EST,3.2,2.9,3.0,96.4,94.3,95.5,2.81,2.81,2.0,5.3,24.6,2.4,6.6,24.8,0,978.59,977.98,978.34,0.0
HFAL,2018-03-02 02:00:00 EST,2.9,1.4,2.4,96.5,96.1,96.4,2.10,4.91,2.7,6.8,23.4,3.2,7.5,23.2,0,977.89,977.02,977.54,0.0
HFAL,2018-03-02 03:00:00 EST,1.1,0.0,0.3,97.7,96.2,97.0,4.24,9.15,2.6,6.6,22.4,3.1,7.7,21.3,0,976.89,975.58,976.24,0.0
HFAL,2018-03-02 04:00:00 EST,0.2,-0.0,0.0,98.2,97.7,98.0,2.12,11.27,2.9,8.5,19.5,3.5,9.7,19.4,0,975.49,974.27,974.88,0.0
HFAL,2018-03-02 05:00:00 EST,0.6,0.2,0.4,98.3,98.2,98.3,2.32,13.59,3.6,8.3,18.4,4.1,10.5,19.5,0,974.15,973.46,973.82,0.0
HFAL,2018-03-02 06:00:00 EST,0.7,0.3,0.5,98.4,98.0,98.2,2.01,15.60,4.1,9.2,17.4,4.9,12.0,17.7,0,973.34,972.87,973.14,0.0
HFAL,2018-03-02 07:00:00 EST,1.5,0.4,0.8,98.0,95.5,97.2,2.22,17.82,3.7,9.3,16.8,4.3,10.9,16.5,0,972.85,972.45,972.73,0.0
HFAL,2018-03-02 08:00:00 EST,1.6,1.0,1.3,97.0,94.7,96.2,2.16,19.98,1.8,6.4,347.4,2.3,7.6,349.3,3,972.44,972.11,972.29,0.0
HFAL,2018-03-02 09:00:00 EST,1.1,0.8,0.9,97.8,97.2,97.6,3.27,23.25,1.3,4.4,324.9,1.6,5.3,326.8,7,972.82,972.49,972.67,0.0
HFAL,2018-03-02 10:00:00 EST,1.6,0.8,1.1,98.0,97.3,97.8,2.34,25.59,1.8,6.2,322.1,2.2,7.9,323.0,20,973.29,972.76,973.02,0.1
HFAL,2018-03-02 11:00:00 EST,1.7,0.9,1.2,97.1,96.3,96.6,2.36,27.95,2.0,7.3,324.9,2.5,8.0,326.2,22,973.49,973.08,973.29,0.1
HFAL,2018-03-02 12:00:00 EST,1.5,0.9,1.1,97.2,96.6,97.1,1.53,29.48,1.9,6.0,310.8,2.4,7.6,312.0,30,973.97,973.63,973.76,0.1
HFAL,2018-03-02 13:00:00 EST,1.9,1.1,1.5,96.7,94.0,95.9,2.09,31.57,2.2,9.6,334.7,2.6,12.2,336.9,43,974.79,974.05,974.40,0.2
