station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],precip_local [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],solar_insolation_total [MJ/m^2]
HFAL,2018-08-01 01:00:00 EDT,19.8,18.8,19.4,85.3,81.8,83.3,0.00,0.00,0.7,1.7,145.2,0.8,2.0,146.8,0,996.88,996.69,996.81,0.0
HFAL,2018-08-01 02:00:00 EDT,20.2,19.0,19.7,85.7,80.5,82.6,0.00,0.00,1.1,4.2,163.2,1.3,5.1,163.5,0,996.64,996.43,996.54,0.0
HFAL,2018-08-01 03:00:00 EDT,19.4,18.9,19.1,87.6,86.0,86.6,0.00,0.00,1.2,2.8,153.0,1.4,4.0,154.4,0,996.76,996.50,996.64,0.0
HFAL,2018-08-01 04:00:00 EDT,19.9,19.3,19.7,87.7,85.1,86.0,0.00,0.00,0.9,3.2,163.2,1.1,3.7,163.0,0,996.77,996.53,996.66,0.0
HFAL,2018-08-01 05:00:00 EDT,20.1,19.4,19.8,88.9,86.8,87.7,0.00,0.00,0.4,2.2,160.4,0.6,2.2,159.6,0,996.81,996.58,996.66,0.0
HFAL,2018-08-01 06:00:00 EDT,19.7,19.4,19.5,91.2,88.5,90.1,0.00,0.00,0.2,1.2,164.1,0.4,1.6,158.4,1,996.72,996.51,996.62,0.0
HFAL,2018-08-01 07:00:00 EDT,19.7,19.5,19.7,92.0,90.3,91.1,0.00,0.00,0.3,1.7,146.7,0.6,2.2,144.1,14,996.65,996.37,996.52,0.1
HFAL,2018-08-01 08:00:00 EDT,19.9,18.9,19.4,94.5,90.6,91.9,0.22,0.22,0.3,1.7,29.1,0.5,1.9,32.5,29,996.49,996.02,996.25,0.1
HFAL,2018-08-01 09:00:00 EDT,19.3,18.9,19.1,96.8,95.0,96.2,0.23,0.45,0.3,1.2,3.3,0.4,1.6,3.9,49,996.11,995.84,995.94,0.2
HFAL,2018-08-01 10:00:00 EDT,20.0,19.0,19.5,97.0,95.9,96.3,0.00,0.45,0.5,1.5,12.2,0.7,1.7,14.2,81,995.79,995.35,995.54,0.3
HFAL,2018-08-01 11:00:00 EDT,19.9,19.5,19.7,97.7,95.9,97.0,4.06,4.51,0.8,1.8,12.0,1.0,2.3,12.1,67,995.34,995.14,995.26,0.2
HFAL,2018-08-01 12:00:00 EDT,20.0,19.7,19.8,98.2,97.7,97.9,6.85,11.36,0.6,1.5,16.8,0.8,2.0,17.6,44,995.09,994.28,994.70,0.2
HFAL,2018-08-01 13:00:00 EDT,20.5,20.0,20.2,98.3,98.2,98.2,0.21,11.57,0.3,1.3,229.2,0.4,1.6,258.0,72,994.28,993.80,994.07,0.3
HFAL,2018-08-01 14:00:00 EDT,21.8,20.5,21.0,98.2,97.6,98.1,1.84,13.41,0.4,2.1,254.6,0.7,2.6,270.1,243,993.63,993.34,993.46,0.9
HFAL,2018-08-01 15:00:00 EDT,23.7,22.0,22.8,97.5,93.4,95.1,0.00,13.41,0.6,2.3,0.6,0.9,3.0,8.4,402,993.36,993.12,993.23,1.4
